Date,Department,Partition,Jobs_Submitted,Jobs_Completed,Jobs_Failed,GPU_Hours,CPU_Hours,Memory_GB_Hours,Storage_Read_GB,Storage_Write_GB,Avg_Wait_Min,Max_Wait_Min,Avg_GPU_Util_PCT,Energy_kWh
2025-08-01,Biology,cpu,14,12,0,181,785,71799,2756,1318,81,38,86.4,995.5
2025-08-03,Biology,cpu,33,32,0,387,279,61090,2808,1208,52,329,91.8,2128.5
2025-08-05,Biology,gpu,20,17,0,453,946,126239,1393,2189,90,165,76.7,2491.5
2025-08-07,Biology,gpu,4,3,0,125,83,30154,4362,784,55,391,63.0,687.5
2025-08-08,Biology,priority,6,5,0,447,808,139552,1949,2483,91,105,41.9,2458.5
2025-08-10,Biology,interactive,39,35,1,173,344,78206,678,1499,114,448,61.6,951.5
2025-08-12,Biology,interactive,42,36,1,38,648,20977,4198,624,22,474,65.7,209.0
2025-08-14,Biology,debug,35,29,0,378,706,135957,4024,1634,117,378,50.7,2079.0
2025-08-16,Biology,debug,34,31,1,71,473,7581,1169,1646,71,273,78.5,390.5
2025-08-18,Biology,cpu,29,26,0,382,480,146266,311,305,35,237,43.7,2101.0
2025-08-20,Biology,cpu,23,22,0,298,100,33763,738,1579,54,136,35.7,1639.0
2025-08-22,Biology,gpu,15,13,0,216,36,107185,2550,129,23,441,90.4,1188.0
2025-08-24,Biology,gpu,44,39,2,13,930,3136,2590,174,55,316,82.4,71.5
2025-08-25,Biology,priority,8,7,0,24,448,13306,1035,804,26,86,81.6,132.0
2025-08-27,Biology,priority,1,0,0,151,849,64596,1056,1630,43,198,94.8,830.5
2025-08-28,Biology,interactive,5,4,0,231,935,113765,2915,1267,105,236,92.4,1270.5
2025-09-01,Biology,interactive,7,6,0,106,856,17377,2718,331,19,95,34.9,583.0
2025-09-03,Biology,debug,44,39,3,58,705,18427,2439,656,31,368,93.8,319.0
2025-09-05,Biology,debug,27,25,0,349,606,169057,1605,1920,83,299,33.8,1919.5
2025-09-07,Biology,cpu,37,33,2,289,798,101644,324,676,24,17,34.9,1589.5
2025-09-09,Biology,cpu,43,38,2,275,632,114743,4770,576,8,406,46.9,1512.5
2025-09-11,Biology,gpu,49,43,2,415,854,104642,1699,140,42,375,80.6,2282.5
2025-09-12,Biology,priority,4,3,0,373,872,190305,2315,526,66,415,33.8,2051.5
2025-09-14,Biology,priority,6,5,0,279,965,98784,4209,831,46,35,51.7,1534.5
2025-09-16,Biology,interactive,35,32,0,472,533,202903,1887,2379,27,15,48.4,2596.0
2025-09-18,Biology,interactive,8,7,0,132,874,52138,4550,1622,50,43,79.1,726.0
2025-09-20,Biology,debug,10,8,0,481,116,66621,3826,912,71,310,85.5,2645.5
2025-09-22,Biology,debug,2,1,0,112,273,23449,224,1970,91,57,70.1,616.0
2025-09-24,Biology,cpu,30,28,0,179,363,65681,3942,1059,39,10,47.3,984.5
2025-09-26,Biology,cpu,8,7,0,60,107,18186,1932,1229,3,52,81.5,330.0
2025-09-28,Biology,gpu,47,45,2,64,676,15335,4342,1807,11,279,51.2,352.0
2025-09-28,Biology,gpu,46,41,0,95,962,30375,386,2013,24,96,46.4,522.5
2025-10-01,Biology,priority,13,11,0,231,725,39221,3977,1300,74,205,73.5,1270.5
2025-10-03,Biology,priority,41,35,2,184,243,103405,1885,2229,46,229,83.0,1012.0
2025-10-05,Biology,interactive,19,17,0,18,823,3883,3240,153,24,26,79.6,99.0
2025-10-07,Biology,interactive,44,39,2,492,96,111878,3472,2378,110,409,40.8,2706.0
2025-10-09,Biology,debug,42,37,0,183,557,66886,3707,2156,83,97,69.7,1006.5
2025-10-11,Biology,debug,23,20,0,245,867,113383,4323,2472,45,200,88.4,1347.5
2025-10-13,Biology,cpu,11,9,0,166,840,24709,4921,1989,117,56,31.5,913.0
2025-10-15,Biology,cpu,43,37,3,470,109,88182,3716,1554,19,332,93.7,2585.0
2025-10-17,Biology,gpu,48,43,0,4,726,913,4941,1646,58,275,34.3,22.0
2025-10-18,Biology,priority,23,22,0,352,361,64865,350,160,43,406,64.0,1936.0
2025-10-20,Biology,priority,40,38,0,194,427,33233,4914,2165,63,14,78.3,1067.0
2025-10-22,Biology,interactive,8,7,0,471,826,158830,1956,1726,91,207,87.0,2590.5
2025-10-24,Biology,interactive,47,40,1,10,330,4186,2124,1253,110,320,53.7,55.0
2025-10-26,Biology,debug,36,34,0,44,204,12615,4515,1041,94,156,48.9,242.0
2025-10-28,Biology,debug,19,17,1,193,465,105954,3857,1496,6,268,89.4,1061.5
2025-10-28,Biology,cpu,43,40,1,3,980,497,1283,273,84,473,42.4,16.5
2025-11-02,Biology,cpu,33,30,0,160,968,72434,2156,10,71,297,76.5,880.0
2025-11-04,Biology,gpu,12,11,0,488,706,138112,4500,258,68,476,81.9,2684.0
2025-11-06,Biology,gpu,31,28,1,133,445,41625,1564,1077,19,149,87.0,731.5
2025-11-07,Biology,priority,4,3,0,463,80,100576,1012,1571,83,104,83.2,2546.5
2025-11-09,Biology,priority,43,39,0,137,798,37798,2897,2177,3,315,42.1,753.5
2025-11-11,Biology,interactive,17,15,0,118,943,41601,4821,53,27,316,50.2,649.0
2025-11-13,Biology,interactive,3,2,0,164,340,23665,709,1413,90,223,78.2,902.0
2025-11-15,Biology,debug,25,22,1,63,219,37429,1064,630,78,337,67.3,346.5
2025-11-17,Biology,debug,18,17,0,108,723,29218,775,198,78,237,64.9,594.0
2025-11-19,Biology,cpu,46,39,3,317,440,113167,3627,1354,31,274,86.1,1743.5
2025-11-21,Biology,cpu,3,2,0,132,713,52952,1012,828,87,326,34.6,726.0
2025-11-23,Biology,gpu,18,17,0,77,768,35783,2805,423,18,303,72.6,423.5
2025-11-24,Biology,priority,27,24,1,497,154,161571,4786,1017,43,251,54.0,2733.5
2025-11-26,Biology,priority,7,6,0,485,708,263861,981,376,20,89,58.6,2667.5
2025-11-28,Biology,interactive,26,24,0,37,142,16835,3041,150,76,247,83.6,203.5
2025-11-28,Biology,interactive,13,11,0,137,407,16561,1938,75,7,44,56.6,753.5
2025-12-02,Biology,debug,44,42,2,124,248,65066,3769,942,104,48,71.5,682.0
2025-12-04,Biology,debug,6,5,0,395,820,232681,2914,2392,22,401,79.6,2172.5
2025-12-06,Biology,cpu,38,36,1,339,64,128455,263,2017,10,40,85.0,1864.5
2025-12-08,Biology,cpu,8,7,0,402,76,198772,4277,157,47,410,49.2,2211.0
2025-12-10,Biology,gpu,23,20,0,316,920,145636,3881,1915,91,470,36.7,1738.0
2025-12-12,Biology,gpu,1,0,0,145,957,54088,1715,2311,103,378,71.6,797.5
2025-12-13,Biology,priority,13,12,0,51,494,15770,4787,2420,46,92,43.2,280.5
2025-12-15,Biology,priority,21,20,1,313,473,130644,1604,2058,28,311,38.3,1721.5
2025-12-17,Biology,interactive,23,21,0,145,22,36545,654,1312,53,310,44.9,797.5
2025-12-19,Biology,interactive,15,12,0,314,365,176024,4432,1706,42,470,87.8,1727.0
2025-12-21,Biology,debug,3,2,0,271,389,66045,1268,209,70,28,39.2,1490.5
2025-12-23,Biology,debug,3,2,0,221,655,126747,3150,120,57,188,62.2,1215.5
2025-12-25,Biology,cpu,10,9,0,120,192,53369,2992,203,20,70,80.6,660.0
2025-12-27,Biology,cpu,18,15,0,59,541,28321,303,2272,112,147,80.4,324.5
2025-12-28,Biology,gpu,11,9,0,287,627,62562,4152,6,38,335,60.5,1578.5
2025-12-28,Biology,priority,20,17,1,463,850,206643,3165,1447,19,94,93.8,2546.5
2025-01-02,Chemistry,priority,11,9,0,353,47,45984,3927,1415,95,462,72.6,1941.5
2025-01-04,Chemistry,interactive,30,26,1,243,647,43727,4306,738,5,461,84.4,1336.5
2025-01-06,Chemistry,interactive,48,45,0,371,977,221443,2612,303,37,292,44.1,2040.5
2025-01-08,Chemistry,debug,47,42,0,326,678,124450,1736,2409,65,229,62.9,1793.0
2025-01-10,Chemistry,debug,9,8,0,401,933,163748,4999,1339,7,322,67.5,2205.5
2025-01-12,Chemistry,cpu,7,6,0,180,614,104529,99,1093,18,381,35.2,990.0
2025-01-14,Chemistry,cpu,7,6,0,187,986,35625,210,1872,32,93,34.3,1028.5
2025-01-16,Chemistry,gpu,38,35,2,436,154,89886,2309,1194,46,223,77.2,2398.0
2025-01-18,Chemistry,gpu,34,32,1,234,826,40677,645,358,88,336,74.6,1287.0
2025-01-19,Chemistry,priority,48,41,1,471,834,181146,2602,416,101,307,62.9,2590.5
2025-01-21,Chemistry,priority,7,6,0,481,949,93583,3357,1201,68,366,84.8,2645.5
2025-01-23,Chemistry,interactive,32,29,0,294,690,91462,3831,2087,105,158,76.7,1617.0
2025-01-25,Chemistry,interactive,29,24,1,13,989,3827,423,1968,83,15,86.2,71.5
2025-01-27,Chemistry,debug,35,31,1,99,696,14640,2146,1007,4,51,37.6,544.5
2025-01-28,Chemistry,debug,1,0,0,82,356,18725,1286,937,75,119,79.3,451.0
2025-02-01,Chemistry,cpu,31,28,1,422,111,187032,1276,437,41,363,40.6,2321.0
2025-02-03,Chemistry,cpu,23,20,0,263,361,87714,3758,434,19,380,57.4,1446.5
2025-02-05,Chemistry,gpu,12,10,0,468,622,128949,1728,768,30,361,65.7,2574.0
2025-02-06,Chemistry,priority,5,4,0,108,40,24708,2219,1060,76,309,93.8,594.0
2025-02-08,Chemistry,priority,10,8,0,371,618,53019,610,135,50,98,72.6,2040.5
2025-02-10,Chemistry,interactive,32,29,1,278,999,139515,1011,2152,21,406,66.6,1529.0
2025-02-12,Chemistry,interactive,48,44,2,192,605,97942,2367,1743,80,102,69.0,1056.0
2025-02-14,Chemistry,debug,34,30,0,338,535,83849,2623,249,54,137,32.6,1859.0
2025-02-16,Chemistry,debug,20,18,0,406,874,231040,533,1093,49,457,32.6,2233.0
2025-02-18,Chemistry,cpu,5,4,0,395,522,129504,466,1881,12,103,84.1,2172.5
2025-02-20,Chemistry,cpu,3,2,0,10,505,5980,4590,2236,39,130,79.4,55.0
2025-02-22,Chemistry,gpu,33,30,1,225,734,106906,1917,1012,113,225,32.9,1237.5
2025-02-24,Chemistry,gpu,24,21,0,157,144,77933,3876,870,45,23,35.8,863.5
2025-02-25,Chemistry,priority,34,33,2,408,370,241434,624,1574,46,98,55.8,2244.0
2025-02-27,Chemistry,priority,46,39,1,31,124,15533,14,154,53,63,45.3,170.5
2025-02-28,Chemistry,interactive,6,5,0,164,836,35011,4263,2071,75,184,44.1,902.0
2025-03-01,Chemistry,interactive,24,21,0,397,649,97460,119,2136,23,465,37.5,2183.5
2025-03-03,Chemistry,debug,42,36,1,276,118,149912,2851,1109,20,25,61.9,1518.0
2025-03-05,Chemistry,debug,29,27,1,311,196,88166,2106,564,47,172,75.8,1710.5
2025-03-07,Chemistry,cpu,1,0,0,209,31,53367,3230,65,17,190,53.9,1149.5
2025-03-09,Chemistry,cpu,36,34,2,174,241,43393,4341,659,6,371,56.0,957.0
2025-03-11,Chemistry,gpu,20,17,1,176,836,96381,4996,161,103,323,48.7,968.0
2025-03-12,Chemistry,priority,29,26,1,326,991,104974,1183,65,75,95,52.1,1793.0
2025-03-14,Chemistry,priority,32,29,0,195,234,38590,727,215,54,416,86.9,1072.5
2025-03-16,Chemistry,interactive,4,3,0,464,285,130675,2727,141,57,371,86.2,2552.0
2025-03-18,Chemistry,interactive,7,6,0,285,421,77576,1924,1242,92,37,76.6,1567.5
2025-03-20,Chemistry,debug,15,14,1,71,301,20816,768,2261,54,454,39.8,390.5
2025-03-22,Chemistry,debug,26,24,0,82,923,28381,2782,1644,109,315,92.7,451.0
2025-03-24,Chemistry,cpu,38,33,1,453,25,160319,3189,1215,18,92,61.2,2491.5
2025-03-26,Chemistry,cpu,36,31,0,19,880,9906,1725,2264,90,394,52.4,104.5
2025-03-28,Chemistry,gpu,17,16,0,343,842,104205,1039,878,51,336,47.6,1886.5
2025-03-28,Chemistry,gpu,1,0,0,396,527,63478,3009,2257,1,175,72.7,2178.0
2025-04-01,Chemistry,priority,32,30,1,271,279,162578,403,1833,32,101,37.8,1490.5
2025-04-03,Chemistry,priority,9,7,0,94,543,48490,2365,562,103,245,46.4,517.0
2025-04-05,Chemistry,interactive,29,28,1,421,278,241783,1305,1730,116,188,62.5,2315.5
2025-04-07,Chemistry,interactive,34,31,1,480,662,134725,821,1393,90,353,54.1,2640.0
2025-04-09,Chemistry,debug,5,4,0,60,396,32751,924,434,36,27,67.5,330.0
2025-04-11,Chemistry,debug,43,42,1,30,171,7428,1057,1116,117,159,34.9,165.0
2025-04-13,Chemistry,cpu,47,40,0,321,108,183438,3783,409,72,239,54.5,1765.5
2025-04-15,Chemistry,cpu,47,40,3,424,784,165485,4871,1752,26,124,33.4,2332.0
2025-04-17,Chemistry,gpu,35,31,1,325,625,38661,60,796,39,217,88.8,1787.5
2025-04-19,Chemistry,gpu,34,31,0,205,226,99711,1408,311,98,332,55.1,1127.5
2025-04-20,Chemistry,priority,5,4,0,69,608,11586,4970,299,66,460,82.9,379.5
2025-04-22,Chemistry,interactive,24,20,0,397,234,126141,2943,1098,38,246,70.1,2183.5
2025-04-24,Chemistry,interactive,21,17,1,423,493,100733,4108,126,11,324,76.1,2326.5
2025-04-26,Chemistry,debug,34,32,1,498,585,215780,1116,1002,64,270,78.5,2739.0
2025-04-28,Chemistry,debug,17,16,0,170,336,42624,806,1439,95,366,87.4,935.0
2025-04-28,Chemistry,cpu,2,1,0,165,75,35812,2139,763,84,332,54.3,907.5
2025-05-02,Chemistry,cpu,10,9,0,157,226,23058,3830,2257,47,45,46.4,863.5
2025-05-04,Chemistry,gpu,46,43,1,239,238,86604,2220,786,42,378,35.8,1314.5
2025-05-06,Chemistry,gpu,15,13,0,462,205,256989,2948,1079,47,288,92.9,2541.0
2025-05-07,Chemistry,priority,16,15,0,300,846,64414,4972,481,37,231,93.5,1650.0
2025-05-09,Chemistry,priority,16,14,1,111,990,25616,3527,2022,15,162,75.2,610.5
2025-05-11,Chemistry,interactive,1,0,0,217,227,44383,744,228,53,222,50.5,1193.5
2025-05-13,Chemistry,interactive,6,5,0,314,493,87706,1052,349,38,77,57.2,1727.0
2025-05-15,Chemistry,debug,13,11,0,417,106,172828,4520,2077,118,194,62.8,2293.5
2025-05-17,Chemistry,debug,11,10,0,290,316,114695,4501,1724,30,356,91.3,1595.0
2025-05-19,Chemistry,cpu,46,40,2,138,171,17495,2644,2301,61,68,88.3,759.0
2025-05-21,Chemistry,cpu,42,35,0,25,623,9604,2201,1788,119,18,49.1,137.5
2025-05-23,Chemistry,gpu,2,1,0,17,702,7015,4437,725,85,476,92.5,93.5
2025-05-25,Chemistry,gpu,36,31,1,194,914,91230,4788,146,106,146,62.5,1067.0
2025-05-26,Chemistry,priority,24,20,0,84,664,20331,3239,1441,116,157,44.6,462.0
2025-05-28,Chemistry,interactive,18,15,0,328,383,47561,2332,2385,66,227,61.1,1804.0
2025-05-28,Chemistry,interactive,28,24,1,182,995,30588,2018,2173,101,91,32.8,1001.0
2025-06-02,Chemistry,debug,14,12,0,26,295,7733,1550,1903,75,20,58.5,143.0
2025-06-04,Chemistry,debug,5,4,0,197,642,50265,3748,318,44,158,82.9,1083.5
2025-06-06,Chemistry,cpu,43,41,2,419,939,179237,2517,1095,84,425,86.9,2304.5
2025-06-08,Chemistry,cpu,11,9,0,63,570,35517,283,1361,46,374,77.4,346.5
2025-06-10,Chemistry,gpu,24,21,0,423,177,183490,4396,1811,118,243,57.0,2326.5
2025-06-12,Chemistry,gpu,26,24,1,12,438,6066,1211,1456,105,362,59.2,66.0
2025-06-13,Chemistry,priority,25,23,1,496,988,81024,2736,156,68,153,94.3,2728.0
2025-06-15,Chemistry,priority,34,33,0,253,620,111419,4158,78,33,352,35.3,1391.5
2025-06-17,Chemistry,interactive,15,14,1,177,548,49823,4715,990,6,181,76.8,973.5
2025-06-19,Chemistry,interactive,34,31,2,287,195,88569,811,361,47,156,83.3,1578.5
2025-06-21,Chemistry,debug,27,24,1,194,860,88576,3663,1077,68,97,32.6,1067.0
2025-06-23,Chemistry,debug,45,41,1,61,184,35435,3817,185,111,62,70.6,335.5
2025-06-25,Chemistry,cpu,3,2,0,388,408,44243,4738,2110,111,74,93.5,2134.0
2025-06-27,Chemistry,cpu,37,34,0,392,478,214811,3493,1186,109,324,46.5,2156.0
2025-06-28,Chemistry,gpu,37,33,0,205,335,106337,2877,1488,59,55,94.2,1127.5
2025-07-01,Chemistry,gpu,25,23,0,334,968,162093,1493,148,77,376,41.3,1837.0
2025-07-02,Chemistry,priority,11,10,0,67,173,7920,2306,2431,111,141,34.4,368.5
2025-07-04,Chemistry,interactive,6,5,0,120,67,53709,378,1070,49,132,74.5,660.0
2025-07-06,Chemistry,interactive,14,12,0,78,896,28564,3907,2216,67,330,40.1,429.0
2025-07-08,Chemistry,debug,4,3,0,239,341,56194,116,206,72,415,78.5,1314.5
2025-07-10,Chemistry,debug,15,14,0,227,384,102718,2299,698,71,288,64.2,1248.5
2025-07-12,Chemistry,cpu,21,20,0,168,910,80291,2642,372,32,389,68.6,924.0
2025-07-14,Chemistry,cpu,28,27,1,17,632,3372,2569,1765,2,406,92.5,93.5
2025-07-16,Chemistry,gpu,25,23,0,106,525,41671,911,1324,108,121,91.2,583.0
2025-07-18,Chemistry,gpu,11,9,0,200,361,27081,1813,1231,18,438,73.5,1100.0
2025-07-19,Chemistry,priority,19,16,0,284,10,108519,2694,132,38,98,54.3,1562.0
2025-07-21,Chemistry,priority,35,33,0,99,716,36494,2546,1815,40,50,72.8,544.5
2025-07-23,Chemistry,interactive,8,7,0,455,781,81783,1113,1173,104,46,35.7,2502.5
2025-07-25,Chemistry,interactive,7,6,0,124,523,45866,625,2110,56,225,38.9,682.0
2025-07-27,Chemistry,debug,41,34,2,173,381,49035,3002,2320,21,13,34.1,951.5
2025-07-28,Chemistry,debug,3,2,0,245,19,42567,160,141,54,288,92.5,1347.5
2025-08-01,Chemistry,cpu,48,45,2,240,225,126682,4105,174,82,192,72.2,1320.0
2025-08-03,Chemistry,cpu,10,9,0,463,639,59733,1736,1182,66,180,51.0,2546.5
2025-08-05,Chemistry,gpu,3,2,0,499,966,106227,408,2002,113,218,30.5,2744.5
2025-08-07,Chemistry,gpu,27,22,0,383,602,100812,84,1328,47,168,69.1,2106.5
2025-08-08,Chemistry,priority,29,26,0,432,855,83425,1117,1018,71,264,89.6,2376.0
2025-08-10,Chemistry,interactive,3,2,0,379,997,171915,4623,2114,85,333,92.2,2084.5
2025-08-12,Chemistry,interactive,49,44,0,249,461,144880,486,1927,92,477,54.7,1369.5
2025-08-14,Chemistry,debug,31,29,1,11,559,1980,2600,2330,115,393,94.3,60.5
2025-08-16,Chemistry,debug,16,13,0,348,692,69346,3010,880,94,152,44.9,1914.0
2025-08-18,Chemistry,cpu,49,46,0,389,133,174665,1622,1339,34,395,67.7,2139.5
2025-08-20,Chemistry,cpu,17,16,0,322,536,131288,2896,1307,106,33,40.4,1771.0
2025-08-22,Chemistry,gpu,18,16,1,66,867,12325,3365,250,55,379,40.6,363.0
2025-08-24,Chemistry,gpu,15,13,0,31,800,16749,2250,2306,64,121,61.9,170.5
2025-08-25,Chemistry,priority,25,24,0,415,341,248826,1425,446,47,460,87.4,2282.5
2025-08-27,Chemistry,priority,33,30,0,350,724,194230,1807,223,101,107,54.6,1925.0
2025-08-28,Chemistry,interactive,42,39,3,36,537,15253,2074,495,89,26,32.4,198.0
2025-09-01,Chemistry,interactive,28,24,0,373,135,187771,696,537,33,14,85.5,2051.5
2025-09-03,Chemistry,debug,1,0,0,489,987,158371,4877,143,82,416,62.3,2689.5
2025-09-05,Chemistry,debug,34,32,0,187,709,77101,4655,945,3,73,55.4,1028.5
2025-09-07,Chemistry,cpu,27,26,0,449,896,254328,1005,1941,118,471,73.7,2469.5
2025-09-09,Chemistry,cpu,32,29,0,361,903,81052,1184,399,18,310,31.3,1985.5
2025-09-11,Chemistry,gpu,48,46,0,343,943,99406,2709,481,47,420,33.2,1886.5
2025-09-13,Chemistry,gpu,46,44,1,434,944,230319,3736,1320,83,346,84.3,2387.0
2025-09-14,Chemistry,priority,4,3,0,471,153,134939,3641,53,55,317,73.9,2590.5
2025-09-16,Chemistry,interactive,22,20,1,308,459,164844,140,316,65,397,75.0,1694.0
2025-09-18,Chemistry,interactive,11,10,0,113,309,59677,3103,1029,2,24,70.8,621.5
2025-09-20,Chemistry,debug,26,22,1,188,634,49220,3459,59,48,187,37.9,1034.0
2025-09-22,Chemistry,debug,43,38,1,60,702,9918,1908,340,19,452,38.2,330.0
2025-09-24,Chemistry,cpu,10,8,0,254,130,112749,941,423,118,39,41.9,1397.0
2025-09-26,Chemistry,cpu,34,28,2,288,408,92186,1782,2233,75,305,58.8,1584.0
2025-09-28,Chemistry,gpu,4,3,0,385,685,132901,2363,2172,93,158,72.9,2117.5
2025-09-28,Chemistry,gpu,40,35,1,345,909,124188,54,1726,30,452,55.4,1897.5
2025-10-01,Chemistry,priority,7,6,0,224,561,79187,1115,365,91,23,68.9,1232.0
2025-10-03,Chemistry,priority,5,4,0,330,931,52450,546,1238,55,435,61.0,1815.0
2025-10-05,Chemistry,interactive,24,20,1,479,905,93261,3868,2446,23,86,85.4,2634.5
2025-10-07,Chemistry,interactive,41,37,1,165,149,40198,3872,497,84,232,42.3,907.5
2025-10-09,Chemistry,debug,44,40,2,456,837,94124,775,1419,85,415,61.3,2508.0
2025-10-11,Chemistry,debug,21,18,0,492,610,257353,4353,1006,107,84,83.2,2706.0
2025-10-13,Chemistry,cpu,14,13,0,455,825,272211,337,1453,55,59,59.7,2502.5
2025-10-15,Chemistry,cpu,34,30,1,72,448,18406,2454,384,30,419,67.8,396.0
2025-10-17,Chemistry,gpu,33,30,2,454,385,208273,2272,2039,11,196,33.4,2497.0
2025-10-19,Chemistry,gpu,30,29,1,143,704,68643,4047,639,39,108,73.9,786.5
2025-10-20,Chemistry,priority,39,37,1,419,585,216523,1133,1505,87,188,87.3,2304.5
2025-10-22,Chemistry,interactive,22,21,1,313,873,51156,2346,1446,7,398,76.3,1721.5
2025-10-24,Chemistry,interactive,11,9,0,141,651,66081,4631,54,76,378,94.8,775.5
2025-10-26,Chemistry,debug,5,4,0,13,295,6860,4396,1706,75,81,33.6,71.5
2025-10-28,Chemistry,debug,12,10,0,347,633,57580,325,1273,106,479,81.1,1908.5
2025-10-28,Chemistry,cpu,3,2,0,96,854,11658,2031,1722,4,388,36.8,528.0
2025-11-02,Chemistry,cpu,22,18,0,257,495,54204,200,453,81,302,46.7,1413.5
2025-11-04,Chemistry,gpu,19,16,0,376,539,96049,4533,90,91,162,44.1,2068.0
2025-11-06,Chemistry,gpu,15,13,0,26,725,13844,4548,974,57,154,67.7,143.0
2025-11-07,Chemistry,priority,9,7,0,188,49,58593,545,1477,26,150,92.9,1034.0
2025-11-09,Chemistry,priority,31,26,0,38,347,13783,1188,1963,99,17,87.3,209.0
2025-11-11,Chemistry,interactive,19,18,1,3,307,1440,61,2247,35,24,82.7,16.5
2025-11-13,Chemistry,interactive,47,44,2,448,167,189963,1975,662,19,136,75.9,2464.0
2025-11-15,Chemistry,debug,22,20,0,329,699,158434,2330,330,36,92,88.8,1809.5
2025-11-17,Chemistry,debug,32,29,0,266,588,107349,4527,1427,28,23,70.1,1463.0
2025-11-19,Chemistry,cpu,1,0,0,280,324,38723,297,455,30,100,69.1,1540.0
2025-11-21,Chemistry,cpu,23,20,1,250,767,81021,3300,154,98,280,76.1,1375.0
2025-11-23,Chemistry,gpu,33,28,0,378,967,152266,870,1682,22,326,88.6,2079.0
2025-11-25,Chemistry,gpu,21,20,0,427,26,190056,3027,2045,18,381,44.3,2348.5
2025-11-26,Chemistry,priority,36,32,0,148,199,46374,4186,2264,88,274,82.3,814.0
2025-11-28,Chemistry,interactive,36,32,2,431,389,207876,3530,2488,112,404,60.8,2370.5
2025-11-28,Chemistry,interactive,43,38,3,70,438,15015,3543,1695,63,426,45.1,385.0
2025-12-02,Chemistry,debug,30,26,1,408,267,42574,1954,697,42,393,31.6,2244.0
2025-12-04,Chemistry,debug,32,30,0,162,319,63320,199,1287,22,166,56.5,891.0
2025-12-06,Chemistry,cpu,46,43,1,57,189,24733,3909,1169,1,410,76.7,313.5
2025-12-08,Chemistry,cpu,3,2,0,15,829,2000,2628,1536,18,406,82.4,82.5
2025-12-10,Chemistry,gpu,9,8,0,295,880,76573,1870,2053,37,379,63.6,1622.5
2025-12-12,Chemistry,gpu,47,41,1,284,869,109610,1542,854,16,345,44.1,1562.0
2025-12-13,Chemistry,priority,15,12,1,284,256,139632,1534,2234,34,140,54.7,1562.0
2025-12-15,Chemistry,priority,43,39,1,63,965,24023,2389,1963,20,132,78.4,346.5
2025-12-17,Chemistry,interactive,26,22,1,209,585,29054,725,1346,16,271,43.7,1149.5
2025-12-19,Chemistry,interactive,16,14,1,437,482,122428,2187,220,16,444,49.4,2403.5
2025-12-21,Chemistry,debug,14,12,0,229,215,41508,802,1138,106,341,51.0,1259.5
2025-12-23,Chemistry,debug,6,5,0,391,418,206186,1430,1168,89,154,40.2,2150.5
2025-12-25,Chemistry,cpu,40,37,1,13,987,6580,1378,1562,105,283,52.4,71.5
2025-12-27,Chemistry,cpu,28,27,0,401,890,136141,2247,1059,86,401,90.3,2205.5
2025-12-28,Chemistry,gpu,11,9,0,6,956,2813,1061,1218,43,418,69.6,33.0
2025-01-01,Computer Science,gpu,28,24,1,224,128,41038,2228,632,53,108,41.6,1232.0
2025-01-02,Computer Science,priority,35,31,1,48,960,17756,472,23,64,325,58.2,264.0
2025-01-04,Computer Science,interactive,9,8,0,374,154,103681,4070,395,92,251,73.9,2057.0
2025-01-06,Computer Science,interactive,3,2,0,271,136,44890,4583,2087,108,388,83.6,1490.5
2025-01-08,Computer Science,debug,33,32,0,43,633,4589,3446,789,110,242,68.7,236.5
2025-01-10,Computer Science,debug,35,34,1,466,907,241916,663,668,29,173,91.6,2563.0
2025-01-12,Computer Science,cpu,15,14,0,477,755,176811,2269,1747,65,417,31.1,2623.5
2025-01-14,Computer Science,cpu,18,15,0,257,491,106621,4808,276,14,166,54.3,1413.5
2025-01-16,Computer Science,gpu,47,44,0,124,875,65342,4617,355,36,106,76.1,682.0
2025-01-18,Computer Science,gpu,19,16,0,89,442,34675,235,621,110,272,54.8,489.5
2025-01-19,Computer Science,priority,20,17,0,128,246,72510,4661,369,5,171,70.5,704.0
2025-01-21,Computer Science,priority,30,25,0,168,364,99454,1438,1490,60,279,85.9,924.0
2025-01-23,Computer Science,interactive,27,23,1,338,469,138397,1857,1061,62,444,33.4,1859.0
2025-01-25,Computer Science,interactive,8,7,0,419,443,190462,3855,2359,114,416,50.2,2304.5
2025-01-27,Computer Science,debug,37,33,2,277,800,154518,1144,2351,113,171,47.4,1523.5
2025-01-28,Computer Science,debug,24,20,0,95,873,17591,4176,976,32,431,66.0,522.5
2025-02-01,Computer Science,cpu,31,26,1,481,876,206445,4076,510,70,213,44.9,2645.5
2025-02-03,Computer Science,cpu,33,29,0,300,333,68466,63,1382,15,296,48.5,1650.0
2025-02-05,Computer Science,gpu,30,27,1,284,438,59221,2273,1242,24,439,41.9,1562.0
2025-02-07,Computer Science,gpu,20,17,0,485,446,133026,2935,547,6,388,77.7,2667.5
2025-02-08,Computer Science,priority,19,18,0,276,212,158332,3357,2166,25,471,36.0,1518.0
2025-02-10,Computer Science,interactive,48,44,1,446,283,94573,1729,659,48,202,33.3,2453.0
2025-02-12,Computer Science,interactive,3,2,0,314,493,66122,4612,1547,8,131,42.0,1727.0
2025-02-14,Computer Science,debug,14,12,0,269,729,133202,147,2154,29,458,42.5,1479.5
2025-02-16,Computer Science,debug,8,6,0,78,278,33641,3417,401,45,325,53.6,429.0
