Date,Switch,Port,TX_Bytes,RX_Bytes,TX_Packets,RX_Packets,TX_Errors,RX_Errors,Link_Downed,Symbol_Errors,Port_Utilization_PCT
2025-04-04,Spine-1,25,161684868,821303818,39473,200513,1,1,0,8,24.8
2025-04-04,Spine-2,3,923257918,925882706,225404,226045,0,2,0,4,67.0
2025-04-04,Spine-2,12,117556812,97060113,28700,23696,1,1,0,2,74.0
2025-04-04,Spine-2,22,411817658,863820594,100541,210893,1,0,0,7,40.2
2025-04-04,Spine-2,32,375614175,162147349,91702,39586,0,1,0,4,51.7
2025-04-05,Spine-1,9,87336443,693335142,21322,169271,0,1,0,4,59.0
2025-04-05,Spine-1,19,115338240,247386071,28158,60396,0,2,0,7,30.9
2025-04-05,Spine-1,28,295985048,911174510,72261,222454,2,2,0,2,57.7
2025-04-05,Spine-2,6,104656195,829107037,25550,202418,0,2,0,5,57.0
2025-04-05,Spine-2,15,600630521,980662948,146638,239419,0,0,0,7,31.1
2025-04-05,Spine-2,25,482705375,415757681,117847,101503,0,0,0,9,77.4
2025-04-06,Spine-1,2,54766040,266740122,13370,65122,1,2,0,7,60.0
2025-04-06,Spine-1,12,799804314,76070416,195264,18571,0,0,0,0,64.6
2025-04-06,Spine-1,21,476047252,347587990,116222,84860,2,2,0,2,52.2
2025-04-06,Spine-1,31,953787714,531008945,232858,129640,1,2,0,6,62.2
2025-04-06,Spine-2,9,871350937,803487259,212732,196163,1,1,0,5,28.8
2025-04-06,Spine-2,18,184380209,91074963,45014,22235,2,0,0,7,73.2
2025-04-06,Spine-2,28,790714411,720087470,193045,175802,2,2,0,9,21.5
2025-04-07,Spine-1,5,22626428,914041347,5524,223154,0,0,0,4,27.2
2025-04-07,Spine-1,15,61572875,758454168,15032,185169,2,2,0,0,71.1
2025-04-07,Spine-1,24,757392566,206334153,184910,50374,0,2,0,9,30.0
2025-04-07,Spine-2,2,11326401,429651569,2765,104895,0,1,0,2,48.7
2025-04-07,Spine-2,11,987568284,300907997,241105,73463,1,0,0,3,54.5
2025-04-07,Spine-2,21,776506045,557215742,189576,136038,1,2,0,0,74.6
2025-04-07,Spine-2,31,582601214,73122468,142236,17852,2,0,0,6,32.5
2025-04-08,Spine-1,8,582509359,551605749,142214,134669,1,1,0,3,51.2
2025-04-08,Spine-1,18,493856269,787373707,120570,192229,2,2,0,5,67.2
2025-04-08,Spine-1,27,126172042,567768687,30803,138615,0,1,0,2,60.9
2025-04-08,Spine-2,5,243505430,486668680,59449,118815,1,1,0,4,24.9
2025-04-08,Spine-2,14,613581346,560722557,149800,136895,2,0,0,5,51.6
2025-04-08,Spine-2,24,899523598,214019980,219610,52250,2,1,0,5,74.5
2025-04-09,Spine-1,1,973590850,671903313,237693,164038,2,2,0,4,35.0
2025-04-09,Spine-1,11,538916917,957244780,131571,233702,0,0,0,8,58.2
2025-04-09,Spine-1,21,880167253,511756361,214884,124940,0,2,0,7,64.2
2025-04-09,Spine-1,30,413071529,815914922,100847,199197,1,1,0,4,41.4
2025-04-09,Spine-2,8,747567327,584122715,182511,142608,1,1,0,5,59.3
2025-04-09,Spine-2,17,839296893,31170881,204906,7610,2,1,0,9,23.7
2025-04-09,Spine-2,27,49509485,185945215,12087,45396,0,0,0,1,79.9
2025-04-09,Leaf-1,4,280163991,225197747,68399,54979,1,2,0,16,78.3
2025-04-09,Leaf-1,14,710727784,548637977,173517,133944,2,4,0,9,85.7
2025-04-09,Leaf-1,23,924865364,460679616,225797,112470,1,2,0,1,61.0
2025-04-09,Leaf-1,33,260950644,747962597,63708,182608,0,1,0,12,91.4
2025-04-09,Leaf-2,9,802003738,355080338,195801,86689,2,4,0,0,67.9
2025-04-09,Leaf-2,18,802473662,247543759,195916,60435,1,3,0,6,86.6
2025-04-09,Leaf-2,28,779453746,207680595,190296,50703,1,1,0,4,51.3
2025-04-09,Leaf-3,3,676926071,548418104,165265,133891,1,0,0,1,66.6
2025-04-09,Leaf-3,13,907392623,411901556,221531,100561,0,1,0,4,51.1
2025-04-09,Leaf-3,22,573558934,846689882,140029,206711,4,0,0,15,50.0
2025-04-09,Leaf-3,32,130398446,530595737,31835,129539,0,3,0,0,57.9
2025-04-09,Leaf-4,7,457214909,929657883,111624,226967,4,3,0,0,40.3
2025-04-09,Leaf-4,17,42663888,676362133,10415,165127,0,3,0,13,82.9
2025-04-09,Leaf-4,26,620420807,862829811,151469,210651,4,3,0,11,91.7
2025-04-10,Spine-1,2,546344365,748609859,133384,182766,2,1,0,6,27.2
2025-04-10,Spine-1,12,321573639,242876112,78509,59295,2,1,0,6,31.4
2025-04-10,Spine-1,21,917116286,612703362,223905,149585,2,2,0,4,74.1
2025-04-10,Spine-1,31,100340653,723420941,24497,176616,0,2,0,3,74.5
2025-04-10,Spine-2,8,887411827,59646004,216653,14562,1,0,0,3,74.2
2025-04-10,Spine-2,18,686026781,640882538,167487,156465,2,1,0,9,40.2
2025-04-10,Spine-2,27,493417229,273403896,120463,66748,1,2,0,5,40.5
2025-04-11,Spine-1,5,864856478,316778505,211146,77338,1,1,0,7,23.4
2025-04-11,Spine-1,14,33226130,872463139,8111,213003,2,1,0,5,77.6
2025-04-11,Spine-1,24,760237685,480845743,185604,117393,1,2,0,0,63.8
2025-04-11,Spine-2,2,473999375,307589341,115722,75095,2,0,0,7,65.4
2025-04-11,Spine-2,11,513549784,767944514,125378,187486,0,1,0,3,51.2
2025-04-11,Spine-2,21,82835806,781401280,20223,190771,0,0,0,5,51.9
2025-04-11,Spine-2,30,541718637,344004906,132255,83985,1,1,0,1,31.5
2025-04-12,Spine-1,8,120192566,905878962,29343,221161,1,2,0,3,80.9
2025-04-12,Spine-1,17,478249962,701910942,116760,171364,1,1,0,4,55.2
2025-04-12,Spine-1,27,83450508,167486417,20373,40890,0,2,0,5,84.8
2025-04-12,Spine-2,4,784719944,988085746,191582,241231,2,0,0,3,20.7
2025-04-12,Spine-2,14,190510530,932577445,46511,227680,2,0,0,2,68.4
2025-04-12,Spine-2,24,487463169,886660526,119009,216469,0,2,0,4,33.1
2025-04-13,Spine-1,1,537465395,389673680,131217,95135,2,1,0,4,46.9
2025-04-13,Spine-1,11,69975849,193689724,17083,47287,2,1,0,5,29.6
2025-04-13,Spine-1,20,493225888,651125133,120416,158966,1,2,0,5,24.1
2025-04-13,Spine-1,30,859417105,184296029,209818,44994,2,0,0,5,52.4
2025-04-13,Spine-2,7,268166235,42749997,65470,10437,2,0,0,5,53.8
2025-04-13,Spine-2,17,18084038,173165968,4415,42276,1,2,0,6,73.3
2025-04-13,Spine-2,26,565172080,918673308,137981,224285,2,2,0,6,70.9
2025-04-14,Spine-1,4,938052744,967133250,229016,236116,0,0,0,3,56.0
2025-04-14,Spine-1,14,551896777,140526881,134740,34308,1,2,0,6,69.5
2025-04-14,Spine-1,23,48906324,549480005,11940,134150,1,0,0,7,66.8
2025-04-14,Spine-2,1,303274800,505363384,74041,123379,0,0,0,5,51.5
2025-04-14,Spine-2,10,35021565,146465261,8550,35758,1,2,0,1,53.8
2025-04-14,Spine-2,20,869721555,13456352,212334,3285,0,2,0,0,64.6
2025-04-14,Spine-2,29,137098060,181869476,33471,44401,0,0,0,4,37.5
2025-04-15,Spine-1,7,18412776,68435549,4495,16707,0,0,0,0,53.4
2025-04-15,Spine-1,16,357909552,891331064,87380,217610,0,1,0,1,50.0
2025-04-15,Spine-1,26,651454121,408864154,159046,99820,1,0,0,2,46.1
2025-04-15,Spine-2,3,386305830,465681373,94312,113691,1,0,0,8,32.6
2025-04-15,Spine-2,13,101740031,100622495,24838,24566,1,0,0,0,58.4
2025-04-15,Spine-2,23,498049582,497331801,121594,121418,2,0,0,0,57.0
2025-04-15,Spine-2,32,15912790,223088166,3884,54464,1,1,0,7,25.5
2025-04-16,Spine-1,10,70048781,551818940,17101,134721,1,0,0,3,82.8
2025-04-16,Spine-1,19,729152393,115282485,178015,28145,2,0,0,0,26.2
2025-04-16,Spine-1,29,807949452,865530620,197253,211311,0,1,0,2,57.9
2025-04-16,Spine-2,6,24715663,312531762,6034,76301,2,0,0,9,54.1
2025-04-16,Spine-2,16,482387797,107342610,117770,26206,0,2,0,2,39.2
2025-04-16,Spine-2,25,18382721,97130656,4487,23713,0,1,0,5,59.8
2025-04-16,Leaf-1,3,687581655,254678189,167866,62177,2,4,0,2,82.6
2025-04-16,Leaf-1,13,454687941,684261355,111007,167055,0,4,0,1,86.6
2025-04-16,Leaf-1,22,145809625,294933108,35598,72005,0,0,0,10,50.5
2025-04-16,Leaf-1,32,616535616,27716890,150521,6766,3,4,0,3,70.7
2025-04-16,Leaf-2,7,881862144,630478322,215298,153925,3,0,0,10,72.9
2025-04-16,Leaf-2,17,533387126,727983077,130221,177730,3,0,0,0,78.7
2025-04-16,Leaf-2,26,881175698,337893714,215130,82493,1,4,0,9,54.6
2025-04-16,Leaf-3,2,918877517,443186792,224335,108199,3,0,0,18,77.4
2025-04-16,Leaf-3,11,78780320,610358642,19233,149013,1,4,0,14,54.1
2025-04-16,Leaf-3,21,940289014,680907674,229562,166237,0,1,0,18,80.8
2025-04-16,Leaf-3,31,47445303,775062711,11583,189224,4,4,0,16,91.1
2025-04-16,Leaf-4,6,806968805,395921838,197013,96660,3,2,0,1,51.8
2025-04-16,Leaf-4,16,222104257,923640775,54224,225498,4,3,0,18,43.9
2025-04-16,Leaf-4,25,62243933,338162232,15196,82559,2,1,0,11,37.5
2025-04-17,Spine-1,1,924742131,35752456,225767,8728,0,1,0,0,45.8
2025-04-17,Spine-1,10,345033652,839936142,84236,205062,2,0,0,8,55.4
2025-04-17,Spine-1,20,807718346,519934539,197196,126937,0,2,0,4,81.5
2025-04-17,Spine-1,29,439885459,502643672,107393,122715,2,0,0,6,64.9
2025-04-17,Spine-2,7,783239545,476114402,191220,116238,1,0,0,8,66.2
2025-04-17,Spine-2,17,608924549,494597744,148663,120751,2,2,0,3,77.8
2025-04-17,Spine-2,26,864950621,639670789,211169,156169,1,1,0,3,41.5
2025-04-18,Spine-1,4,400689190,984991360,97824,240476,1,0,0,4,58.4
2025-04-18,Spine-1,13,313652810,363795454,76575,88817,2,1,0,0,29.1
2025-04-18,Spine-1,23,167733831,947268224,40950,231266,0,0,0,4,43.2
2025-04-18,Spine-1,32,670255761,729888041,163636,178195,1,2,0,8,32.5
2025-04-18,Spine-2,10,412858756,286519544,100795,69951,0,0,0,6,36.7
2025-04-18,Spine-2,19,609881735,983923938,148896,240215,2,1,0,1,42.0
2025-04-18,Spine-2,29,101203025,660280536,24707,161201,2,0,0,3,76.4
2025-04-19,Spine-1,6,426098782,304136615,104028,74252,2,0,0,3,58.3
2025-04-19,Spine-1,16,29992455,366094763,7322,89378,1,0,0,5,55.6
2025-04-19,Spine-1,26,400783873,262253357,97847,64026,0,2,0,8,69.4
2025-04-19,Spine-2,3,686524930,891076877,167608,217548,2,2,0,2,45.6
2025-04-19,Spine-2,13,783368627,897113138,191252,219021,0,0,0,3,29.3
2025-04-19,Spine-2,22,764117528,343319337,186552,83818,0,1,0,3,25.0
2025-04-19,Spine-2,32,102112761,994772504,24929,242864,0,0,0,8,25.0
2025-04-20,Spine-1,9,444670033,894294503,108562,218333,2,1,0,7,42.1
2025-04-20,Spine-1,19,151498305,340020480,36986,83012,0,2,0,6,58.7
2025-04-20,Spine-1,28,920827256,416982909,224811,101802,1,0,0,3,77.2
2025-04-20,Spine-2,6,570946620,904271316,139391,220769,0,0,0,3,54.6
2025-04-20,Spine-2,16,68435351,289560794,16707,70693,2,0,0,0,26.9
2025-04-20,Spine-2,25,49944026,369847911,12193,90294,0,0,0,3,24.4
2025-04-21,Spine-1,3,945013137,792242755,230716,193418,0,1,0,3,72.4
2025-04-21,Spine-1,12,51026137,381894401,12457,93235,0,0,0,1,20.8
2025-04-21,Spine-1,22,546978380,660579845,133539,161274,1,0,0,8,20.4
2025-04-21,Spine-1,31,374180961,221440500,91352,54062,2,2,0,2,75.5
2025-04-21,Spine-2,9,782904841,732930480,191138,178938,2,0,0,1,20.9
2025-04-21,Spine-2,18,787428041,203585612,192243,49703,0,0,0,8,81.2
2025-04-21,Spine-2,28,60762942,590045131,14834,144053,1,2,0,8,65.7
2025-04-22,Spine-1,6,951659205,301100231,232338,73510,1,2,0,9,73.6
2025-04-22,Spine-1,15,300002236,244199012,73242,59618,1,1,0,9,69.8
2025-04-22,Spine-1,25,484869313,325725575,118376,79522,0,1,0,4,53.8
2025-04-22,Spine-2,2,611103408,181695587,149195,44359,0,2,0,1,29.3
2025-04-22,Spine-2,12,650629518,37022152,158845,9038,2,0,0,4,76.5
2025-04-22,Spine-2,21,532159792,801079302,129921,195576,1,2,0,6,49.9
2025-04-22,Spine-2,31,243320858,909058438,59404,221938,2,2,0,8,76.3
2025-04-23,Spine-1,8,377778701,200160008,92231,48867,1,1,0,6,53.5
2025-04-23,Spine-1,18,871646085,611998570,212804,149413,2,0,0,4,49.5
2025-04-23,Spine-1,28,89345264,516820038,21812,126176,2,2,0,3,80.5
2025-04-23,Spine-2,5,222840728,878874612,54404,214568,1,2,0,3,26.3
2025-04-23,Spine-2,15,283455944,547731315,69203,133723,1,0,0,3,72.3
2025-04-23,Spine-2,24,641223004,345895774,156548,84447,1,2,0,6,24.2
2025-04-23,Leaf-1,2,506082979,764286981,123555,186593,4,2,0,5,93.1
2025-04-23,Leaf-1,11,29958132,266296525,7313,65013,2,0,0,13,51.6
2025-04-23,Leaf-1,21,689123282,143192005,168242,34958,0,2,0,6,81.9
2025-04-23,Leaf-1,30,617854254,530241341,150843,129453,4,1,0,7,44.5
2025-04-23,Leaf-2,6,154182202,814233373,37642,198787,2,2,0,13,33.8
2025-04-23,Leaf-2,15,118194032,133480829,28855,32588,2,4,0,9,31.3
2025-04-23,Leaf-2,25,604753466,137730304,147644,33625,0,0,0,18,36.9
2025-04-23,Leaf-3,1,137751906,115338596,33630,28158,1,2,0,10,49.5
2025-04-23,Leaf-3,10,301712849,277862124,73660,67837,4,1,0,2,38.6
2025-04-23,Leaf-3,20,147281142,189827439,35957,46344,3,2,0,14,57.8
2025-04-23,Leaf-3,29,72026164,646575488,17584,157855,2,0,0,8,63.2
2025-04-23,Leaf-4,5,583688287,478847372,142502,116906,1,0,0,19,43.0
2025-04-23,Leaf-4,14,234321489,90988576,57207,22214,2,0,0,4,93.0
2025-04-23,Leaf-4,24,225214308,338966513,54983,82755,2,4,0,7,49.8
2025-04-23,Leaf-4,33,88633294,258793642,21638,63182,1,3,0,3,69.0
2025-04-24,Spine-1,9,569247991,277370382,138976,67717,2,2,0,9,46.8
2025-04-24,Spine-1,19,623588352,83085277,152243,20284,0,2,0,5,23.0
2025-04-24,Spine-1,28,918910722,60223302,224343,14702,1,0,0,5,51.8
2025-04-24,Spine-2,6,999557328,706080361,244032,172382,0,2,0,1,36.4
2025-04-24,Spine-2,15,499942854,136985620,122056,33443,0,1,0,6,53.4
2025-04-24,Spine-2,25,216017497,64586072,52738,15768,0,2,0,2,31.7
2025-04-25,Spine-1,2,107517214,939464666,26249,229361,2,1,0,5,51.4
2025-04-25,Spine-1,12,278922221,846836733,68096,206747,0,2,0,6,41.1
2025-04-25,Spine-1,21,558599190,258851400,136376,63196,0,1,0,4,31.5
2025-04-25,Spine-1,31,995920534,839417287,243144,204935,2,1,0,0,34.9
2025-04-25,Spine-2,9,528665052,822161406,129068,200722,2,2,0,0,46.9
2025-04-25,Spine-2,18,901314535,825093284,220047,201438,2,1,0,6,57.3
2025-04-25,Spine-2,28,203402755,46548112,49658,11364,0,2,0,2,62.4
2025-04-26,Spine-1,5,518865085,386049091,126676,94250,2,0,0,1,72.7
2025-04-26,Spine-1,15,825356940,782463369,201503,191031,0,2,0,2,75.0
2025-04-26,Spine-1,24,962577777,423151174,235004,103308,2,0,0,6,48.9
2025-04-26,Spine-2,2,593175268,806341018,144818,196860,2,1,0,5,31.4
2025-04-26,Spine-2,11,918095482,734165773,224144,179239,1,2,0,4,61.5
2025-04-26,Spine-2,21,130195818,989640801,31786,241611,0,2,0,9,78.6
2025-04-26,Spine-2,30,229548700,437752678,56042,106873,0,2,0,4,49.4
2025-04-27,Spine-1,8,858102983,179731737,209497,43879,2,1,0,8,81.7
2025-04-27,Spine-1,18,948447758,821570782,231554,200578,0,1,0,2,21.5
2025-04-27,Spine-1,27,456690371,37575078,111496,9173,1,2,0,2,53.2
2025-04-27,Spine-2,5,82921624,215585812,20244,52633,1,2,0,7,44.4
2025-04-27,Spine-2,14,68026304,44937364,16607,10971,1,0,0,9,83.0
2025-04-27,Spine-2,24,158588222,641200701,38717,156543,0,0,0,7,80.8
2025-04-28,Spine-1,1,215095956,399409578,52513,97512,1,0,0,1,75.3
2025-04-28,Spine-1,11,443466970,221261383,108268,54018,1,0,0,3,69.8
2025-04-28,Spine-1,20,689801338,625395929,168408,152684,0,2,0,5,41.9
2025-04-28,Spine-1,30,911927208,16682124,222638,4072,1,2,0,3,40.8
2025-04-28,Spine-2,8,388295808,674542419,94798,164683,0,1,0,3,65.6
2025-04-28,Spine-2,17,534000236,46424130,130371,11334,2,0,0,2,59.5
2025-04-28,Spine-2,27,733492763,537426653,179075,131207,2,2,0,9,56.1
2025-04-29,Spine-1,4,584266266,289718982,142643,70732,2,1,0,4,24.6
2025-04-29,Spine-1,14,608868721,696300762,148649,169995,0,1,0,1,79.6
2025-04-29,Spine-1,23,152577217,186492727,37250,45530,0,2,0,9,36.1
2025-04-29,Spine-2,1,30048601,135216598,7336,33011,2,0,0,2,32.7
2025-04-29,Spine-2,10,940257185,328086480,229554,80099,1,2,0,9,40.5
2025-04-29,Spine-2,20,788915768,416436562,192606,101669,1,1,0,3,44.2
2025-04-29,Spine-2,30,432911335,535100620,105691,130639,1,0,0,8,41.0
2025-04-30,Spine-1,7,435981724,907012200,106440,221438,1,0,0,4,33.2
2025-04-30,Spine-1,17,256303943,879078474,62574,214618,1,1,0,8,39.2
2025-04-30,Spine-1,26,13619510,641324510,3325,156573,1,2,0,4,23.6
2025-04-30,Spine-2,4,512861662,323230383,125210,78913,0,1,0,6,83.1
2025-04-30,Spine-2,13,676003859,964722171,165040,235527,1,0,0,0,30.3
2025-04-30,Spine-2,23,984687917,539308898,240402,131667,1,2,0,0,65.3
2025-04-30,Spine-2,32,665319356,637519220,162431,155644,0,0,0,5,67.3
2025-04-30,Leaf-1,10,33169499,31778390,8098,7758,2,1,0,18,79.3
2025-04-30,Leaf-1,20,948352210,621914019,231531,151834,0,0,0,17,57.3
2025-04-30,Leaf-1,29,38626649,482943549,9430,117906,2,0,0,19,72.9
2025-04-30,Leaf-2,5,879703582,204033507,214771,49812,1,3,0,14,62.6
2025-04-30,Leaf-2,14,64827025,903298526,15826,220531,0,1,0,9,71.3
2025-04-30,Leaf-2,24,170267509,962078414,41569,234882,3,2,0,14,54.0
2025-04-30,Leaf-2,33,680990455,705774965,166257,172308,1,1,0,15,32.2
2025-04-30,Leaf-3,9,340927366,478469850,83234,116813,2,3,0,4,79.0
2025-04-30,Leaf-3,18,379304407,594830170,92603,145222,2,2,0,3,50.5
2025-04-30,Leaf-3,28,676448189,653454144,165148,159534,2,3,0,5,86.8
2025-04-30,Leaf-4,3,213842633,292750795,52207,71472,4,0,0,9,48.6
2025-04-30,Leaf-4,13,701285509,417853265,171212,102014,1,0,0,16,36.8
2025-04-30,Leaf-4,23,132696448,244105939,32396,59596,3,3,0,14,79.6
2025-04-30,Leaf-4,32,203536353,414917273,49691,101298,1,0,0,18,77.9
2025-05-01,Spine-1,8,930389523,332889896,227145,81271,0,0,0,1,20.1
2025-05-01,Spine-1,17,221558780,890819510,54091,217485,0,0,0,4,84.8
2025-05-01,Spine-1,27,645252939,891348767,157532,217614,2,2,0,8,38.6
2025-05-01,Spine-2,4,586463542,697192349,143179,170212,1,2,0,8,64.4
2025-05-01,Spine-2,14,505189858,367750488,123337,89782,1,1,0,8,41.9
2025-05-01,Spine-2,23,755870345,870171878,184538,212444,1,1,0,5,37.5
2025-05-02,Spine-1,1,361529705,207418495,88264,50639,2,2,0,2,34.6
2025-05-02,Spine-1,11,44908994,368351962,10964,89929,1,1,0,9,52.0
2025-05-02,Spine-1,20,62972206,565143780,15374,137974,1,2,0,7,61.3
2025-05-02,Spine-1,30,39345158,498455634,9605,121693,1,1,0,4,65.4
2025-05-02,Spine-2,7,814756970,488297364,198915,119213,2,1,0,2,30.2
2025-05-02,Spine-2,17,641033578,99379898,156502,24262,1,0,0,0,40.8
2025-05-02,Spine-2,26,508018333,254149408,124027,62048,0,2,0,2,55.7
2025-05-03,Spine-1,4,314935998,682615517,76888,166654,2,2,0,0,41.3
2025-05-03,Spine-1,13,404822367,611665578,98833,149332,0,0,0,5,45.3
2025-05-03,Spine-1,23,134347889,815885429,32799,199190,0,2,0,4,32.0
2025-05-03,Spine-2,1,272644054,126909184,66563,30983,2,2,0,3,82.4
2025-05-03,Spine-2,10,754333883,676224500,184163,165093,0,0,0,6,22.0
2025-05-03,Spine-2,20,970204726,729191468,236866,178025,1,0,0,0,73.7
2025-05-03,Spine-2,29,154478922,699123471,37714,170684,0,2,0,8,61.5
2025-05-04,Spine-1,7,499489725,364987479,121945,89108,2,2,0,7,74.7
2025-05-04,Spine-1,16,180115334,440321143,43973,107500,0,2,0,4,77.6
2025-05-04,Spine-1,26,447858877,341231071,109340,83308,1,0,0,6,56.5
2025-05-04,Spine-2,3,137944619,228953308,33677,55896,1,0,0,4,53.7
2025-05-04,Spine-2,13,367056815,999279486,89613,243964,2,1,0,6,84.2
2025-05-04,Spine-2,23,530536195,25033160,129525,6111,1,1,0,8,73.1
2025-05-04,Spine-2,32,978416843,24726829,238871,6036,1,2,0,3,84.8
2025-05-05,Spine-1,10,982195176,166611094,239793,40676,1,1,0,5,60.0
2025-05-05,Spine-1,19,215309012,757664189,52565,184976,1,0,0,8,22.9
2025-05-05,Spine-1,29,70830404,895244546,17292,218565,2,1,0,8,27.8
2025-05-05,Spine-2,6,57273934,176645330,13982,43126,0,1,0,3,24.9
2025-05-05,Spine-2,16,424545660,827764983,103648,202091,1,1,0,1,45.5
2025-05-05,Spine-2,25,417301359,334998168,101880,81786,1,0,0,8,57.4
2025-05-06,Spine-1,3,261838387,416880652,63925,101777,0,1,0,8,62.1
2025-05-06,Spine-1,12,103962492,363765619,25381,88809,2,0,0,2,63.3
2025-05-06,Spine-1,22,779378144,880139654,190277,214877,2,2,0,1,30.8
2025-05-06,Spine-1,32,667507058,406265697,162965,99185,0,1,0,3,33.6
2025-05-06,Spine-2,9,703824858,228797600,171832,55858,1,1,0,0,24.2
2025-05-06,Spine-2,19,210130898,517386688,51301,126315,2,2,0,4,79.9
2025-05-06,Spine-2,28,415356668,801541070,101405,195688,1,2,0,0,66.6
2025-05-07,Spine-1,6,555292230,132959992,135569,32460,2,0,0,9,70.0
2025-05-07,Spine-1,15,801331663,896339447,195637,218832,1,2,0,1,80.9
2025-05-07,Spine-1,25,222853980,275942749,54407,67368,0,1,0,6,66.0
2025-05-07,Spine-2,2,936187917,348447396,228561,85070,2,0,0,2,53.5
2025-05-07,Spine-2,12,940530208,839014127,229621,204837,2,1,0,1,77.7
2025-05-07,Spine-2,22,462752339,57230939,112976,13972,1,2,0,8,42.6
2025-05-07,Spine-2,31,80768987,858616604,19718,209623,0,0,0,2,62.4
2025-05-07,Leaf-1,9,725347672,724958248,177086,176991,1,2,0,8,38.9
2025-05-07,Leaf-1,18,487029882,157103049,118903,38355,1,1,0,2,41.7
2025-05-07,Leaf-1,28,729063783,321327906,177994,78449,3,2,0,1,73.0
2025-05-07,Leaf-2,3,76600816,694689619,18701,169601,2,0,0,3,55.0
2025-05-07,Leaf-2,13,259924794,117443778,63458,28672,1,0,0,4,65.4
2025-05-07,Leaf-2,22,82418368,690330693,20121,168537,1,0,0,11,57.5
2025-05-07,Leaf-2,32,273472651,90122507,66765,22002,4,4,0,13,39.7
2025-05-07,Leaf-3,8,683372643,955840749,166839,233359,3,4,0,13,50.7
2025-05-07,Leaf-3,17,448624866,14238137,109527,3476,3,3,0,6,38.7
2025-05-07,Leaf-3,27,541880959,681951670,132295,166492,0,3,0,17,59.9
2025-05-07,Leaf-4,2,303292657,191131495,74046,46662,3,2,0,7,80.3
2025-05-07,Leaf-4,12,382061037,817331544,93276,199543,1,2,0,14,95.0
2025-05-07,Leaf-4,21,846875410,23645434,206756,5772,3,2,0,15,34.5
2025-05-07,Leaf-4,31,650234695,469714958,158748,114676,0,3,0,0,62.5
2025-05-08,Spine-1,6,352023718,962174624,85943,234905,0,2,0,2,39.2
2025-05-08,Spine-1,16,731745541,962516460,178648,234989,1,1,0,4,32.7
2025-05-08,Spine-1,26,667614806,228633506,162991,55818,0,1,0,2,82.1
2025-05-08,Spine-2,3,643696519,929883266,157152,227022,1,1,0,1,37.7
2025-05-08,Spine-2,13,265598264,324516308,64843,79227,0,1,0,3,52.3
2025-05-08,Spine-2,22,786809990,554488363,192092,135373,1,2,0,7,76.4
2025-05-08,Spine-2,32,605770343,290352279,147893,70886,0,2,0,9,26.9
2025-05-09,Spine-1,9,579811467,482802828,141555,117871,1,2,0,1,53.3
2025-05-09,Spine-1,19,703008505,366397756,171632,89452,1,2,0,7,39.9
2025-05-09,Spine-1,28,457392406,867542546,111668,211802,1,0,0,2,59.8
2025-05-09,Spine-2,6,524182900,485965204,127974,118643,1,2,0,0,69.4
2025-05-09,Spine-2,15,675592717,811394574,164939,198094,2,2,0,3,74.6
2025-05-09,Spine-2,25,323965035,545048100,79093,133068,1,1,0,8,79.6
2025-05-10,Spine-1,3,11126915,756475424,2716,184686,1,1,0,5,47.9
2025-05-10,Spine-1,12,925276007,719429920,225897,175642,1,1,0,9,75.4
2025-05-10,Spine-1,22,82996580,466026885,20262,113776,1,0,0,5,34.8
2025-05-10,Spine-1,31,621462207,975612162,151724,238186,2,1,0,8,53.7
2025-05-10,Spine-2,9,902430502,592984662,220319,144771,0,0,0,6,37.2
2025-05-10,Spine-2,18,812261234,40840622,198305,9970,1,2,0,7,69.7
2025-05-10,Spine-2,28,943523003,207346878,230352,50621,0,0,0,0,40.9
2025-05-11,Spine-1,5,572695484,835368276,139818,203947,0,0,0,1,59.7
2025-05-11,Spine-1,15,31192312,142487820,7615,34787,1,1,0,3,77.7
2025-05-11,Spine-1,25,609070849,356351217,148698,86999,2,2,0,1,47.7
2025-05-11,Spine-2,2,504647889,933127301,123205,227814,1,2,0,3,82.7
2025-05-11,Spine-2,12,507290676,444640196,123850,108554,2,2,0,8,33.8
2025-05-11,Spine-2,21,592134150,51109994,144564,12478,1,1,0,9,63.5
2025-05-11,Spine-2,31,421663697,894222087,102945,218315,0,2,0,0,34.4
2025-05-12,Spine-1,8,896036280,353215079,218758,86234,0,0,0,4,64.6
2025-05-12,Spine-1,18,743461349,689290580,181509,168283,2,1,0,0,78.6
2025-05-12,Spine-1,27,130755191,940476792,31922,229608,0,2,0,5,73.9
2025-05-12,Spine-2,5,556120607,189432334,135771,46248,0,1,0,5,31.6
2025-05-12,Spine-2,15,990527894,258149606,241828,63024,1,1,0,3,64.0
2025-05-12,Spine-2,24,47437958,270247165,11581,65978,2,1,0,9,68.2
2025-05-13,Spine-1,2,226243710,209406571,55235,51124,2,1,0,8,67.7
2025-05-13,Spine-1,11,34784031,943316481,8492,230301,0,2,0,8,34.9
2025-05-13,Spine-1,21,97957131,921899110,23915,225073,0,2,0,1,41.3
2025-05-13,Spine-1,30,353016723,47875035,86185,11688,0,0,0,6,37.3
2025-05-13,Spine-2,8,823493417,316599380,201048,77294,0,1,0,3,38.0
2025-05-13,Spine-2,17,975123454,880200996,238067,214892,2,0,0,4,56.0
2025-05-13,Spine-2,27,892536996,56544328,217904,13804,0,1,0,0,83.8
