Date,Node_ID,Row,Primary_Department,Avg_GPU_Utilization_PCT,Avg_Memory_Utilization_PCT,Avg_SM_Clock_MHz,Avg_Power_W,Max_Temperature_C,ECC_Correctable_Errors,ECC_Uncorrectable_Errors,XID_Errors,Jobs_Run,Total_GPU_Hours,PCIe_Replay_Count,NVLink_Errors,Fan_Speed_PCT
2025-08-27,hpc-gpu-059,C,Chemistry,71.7,66.5,1410,373.0,83.1,0,0,0,1,137.6,4,1,101.0
2025-08-27,hpc-gpu-060,C,Computer Science,80.6,69.3,1410,364.0,84.6,0,0,0,4,154.7,2,1,103.0
2025-08-27,hpc-gpu-063,C,Engineering,71.0,47.0,1410,367.0,77.3,0,0,0,0,136.4,3,1,93.0
2025-08-27,hpc-gpu-064,C,Medical Research,90.4,77.1,1381,378.0,93.4,0,0,0,7,173.6,1,1,115.0
2025-08-27,hpc-gpu-065,C,Physics,96.8,84.8,1263,389.0,92.3,0,0,0,2,185.8,2,1,112.0
2025-08-27,hpc-gpu-066,C,Biology,77.2,47.8,1410,370.0,80.4,0,0,0,5,148.1,4,1,95.0
2025-08-27,hpc-gpu-067,C,Chemistry,84.8,76.9,1410,390.0,87.0,0,0,0,10,162.8,3,1,107.0
2025-08-27,hpc-gpu-068,C,Computer Science,70.6,58.7,1410,356.0,74.7,0,0,0,6,135.5,2,1,91.0
2025-08-27,hpc-gpu-071,C,Engineering,79.2,60.7,1410,367.0,93.6,0,0,0,9,152.0,0,0,114.0
2025-08-27,hpc-gpu-072,C,Medical Research,69.6,49.1,1410,379.0,78.9,0,0,0,10,133.6,2,1,93.0
2025-08-28,hpc-gpu-049,C,Physics,84.9,51.7,1410,404.0,94.5,0,0,0,0,162.9,0,1,121.0
2025-08-28,hpc-gpu-050,C,Biology,84.2,62.2,1410,368.0,88.5,0,0,0,6,161.7,4,0,107.0
2025-08-28,hpc-gpu-051,C,Chemistry,82.2,56.2,1410,378.0,87.5,0,0,0,2,157.9,2,1,106.0
2025-08-28,hpc-gpu-052,C,Computer Science,69.8,51.2,1410,375.0,80.0,0,0,0,7,134.0,0,1,96.0
2025-08-28,hpc-gpu-055,C,Engineering,79.4,49.4,1410,404.0,87.2,0,0,0,0,152.5,4,0,107.0
2025-08-28,hpc-gpu-056,C,Medical Research,84.3,56.9,1410,388.0,85.1,0,0,0,0,161.9,0,1,105.0
2025-08-28,hpc-gpu-057,C,Physics,95.5,68.1,1316,407.0,93.5,0,0,0,8,183.4,3,0,119.0
2025-08-28,hpc-gpu-058,C,Biology,73.7,60.6,1410,355.0,82.4,0,0,0,9,141.6,2,1,101.0
2025-08-28,hpc-gpu-059,C,Chemistry,73.2,52.7,1410,370.0,83.6,0,0,0,10,140.6,3,1,100.0
2025-08-28,hpc-gpu-060,C,Computer Science,56.6,37.2,1410,379.0,77.1,0,0,0,11,108.6,2,0,95.0
2025-08-28,hpc-gpu-062,C,Mathematics,56.7,47.6,1410,364.0,75.6,0,0,0,2,108.9,4,0,91.0
2025-08-28,hpc-gpu-063,C,Engineering,75.0,65.7,1410,371.0,83.5,0,0,0,5,143.9,3,1,102.0
2025-08-28,hpc-gpu-064,C,Medical Research,92.0,77.6,1201,390.0,91.1,0,0,0,11,176.7,4,0,113.0
2025-08-28,hpc-gpu-065,C,Physics,85.3,71.0,1178,389.0,86.0,0,0,0,0,163.8,2,1,103.0
2025-08-28,hpc-gpu-067,C,Chemistry,70.5,63.7,1410,378.0,77.7,0,0,0,5,135.3,1,0,94.0
2025-08-28,hpc-gpu-068,C,Computer Science,73.2,49.1,1410,348.0,79.3,0,0,0,8,140.5,4,1,96.0
2025-08-28,hpc-gpu-071,C,Engineering,82.4,66.3,1410,362.0,87.2,0,0,0,9,158.2,4,0,106.0
2025-08-28,hpc-gpu-072,C,Medical Research,88.0,53.5,1294,389.0,91.5,0,0,0,1,169.0,3,0,114.0
2025-08-29,hpc-gpu-049,C,Physics,82.4,59.1,1410,378.0,89.9,0,0,0,4,158.3,2,0,113.0
2025-08-29,hpc-gpu-050,C,Biology,80.7,75.1,1410,374.0,81.1,0,0,0,7,155.0,1,0,98.0
2025-08-29,hpc-gpu-051,C,Chemistry,77.3,48.6,1410,389.0,80.5,0,0,0,4,148.4,4,1,99.0
2025-08-29,hpc-gpu-052,C,Computer Science,83.7,75.9,1410,391.0,83.1,0,0,0,8,160.7,2,0,103.0
2025-08-29,hpc-gpu-055,C,Engineering,81.4,76.8,1410,398.0,87.4,0,0,0,6,156.3,2,1,108.0
2025-08-29,hpc-gpu-056,C,Medical Research,76.8,56.5,1410,380.0,86.7,0,0,0,3,147.5,4,0,107.0
2025-08-29,hpc-gpu-057,C,Physics,90.8,59.7,1385,413.0,87.6,0,0,0,7,174.3,3,1,105.0
2025-08-29,hpc-gpu-058,C,Biology,69.1,51.0,1410,378.0,78.6,0,0,0,9,132.6,2,1,95.0
2025-08-29,hpc-gpu-059,C,Chemistry,71.0,64.6,1410,366.0,77.7,0,0,0,0,136.3,2,0,93.0
2025-08-29,hpc-gpu-060,C,Computer Science,74.2,64.5,1410,384.0,78.9,0,0,0,4,142.4,3,0,94.0
2025-08-29,hpc-gpu-063,C,Engineering,75.8,66.8,1410,382.0,83.2,0,0,0,6,145.6,2,1,104.0
2025-08-29,hpc-gpu-064,C,Medical Research,91.9,80.5,1141,389.0,90.5,0,0,0,9,176.5,3,0,111.0
2025-08-29,hpc-gpu-065,C,Physics,93.5,57.8,1360,390.0,92.2,0,0,0,1,179.5,3,0,117.0
2025-08-29,hpc-gpu-066,C,Biology,73.1,50.6,1410,348.0,84.7,0,0,0,7,140.3,1,1,101.0
2025-08-29,hpc-gpu-067,C,Chemistry,72.0,56.8,1410,366.0,80.3,0,0,0,0,138.1,2,0,99.0
2025-08-29,hpc-gpu-071,C,Engineering,90.4,83.5,1342,413.0,92.1,0,0,0,5,173.5,3,0,115.0
2025-08-29,hpc-gpu-072,C,Medical Research,90.3,74.2,1380,375.0,86.2,0,0,0,11,173.5,2,1,108.0
2025-08-30,hpc-gpu-056,C,Medical Research,51.5,45.7,1410,353.0,71.4,0,0,0,10,98.9,0,0,81.0
2025-08-31,hpc-gpu-049,C,Physics,70.1,59.3,1410,385.0,82.5,0,0,0,2,134.5,0,1,100.0
2025-08-31,hpc-gpu-050,C,Biology,64.7,40.1,1410,363.0,79.8,0,0,0,4,124.1,2,1,96.0
2025-08-31,hpc-gpu-055,C,Engineering,74.6,52.4,1410,379.0,82.3,0,0,0,5,143.3,0,0,103.0
2025-09-01,hpc-gpu-049,C,Physics,80.7,50.8,1410,374.0,77.0,0,0,0,9,155.0,1,1,94.0
2025-09-01,hpc-gpu-050,C,Biology,81.7,53.1,1410,365.0,78.6,0,0,0,10,156.8,0,0,98.0
2025-09-01,hpc-gpu-055,C,Engineering,87.5,53.0,1410,390.0,81.9,0,0,0,1,168.0,2,0,101.0
2025-09-01,hpc-gpu-057,C,Physics,100.0,79.4,1410,391.0,86.2,0,0,0,6,192.0,2,0,110.0
2025-09-01,hpc-gpu-058,C,Biology,83.3,62.3,1410,375.0,83.1,0,0,0,11,159.9,3,1,105.0
2025-09-01,hpc-gpu-064,C,Medical Research,82.2,74.2,1410,394.0,78.2,0,0,0,6,157.8,1,1,98.0
2025-09-01,hpc-gpu-065,C,Physics,78.3,69.0,1410,350.0,76.2,0,0,0,11,150.4,2,0,94.0
2025-09-01,hpc-gpu-071,C,Engineering,71.7,56.8,1410,360.0,75.6,0,0,0,11,137.7,2,1,93.0
2025-09-02,hpc-gpu-049,C,Physics,82.7,69.7,1410,412.0,78.1,0,0,0,4,158.9,4,0,98.0
2025-09-02,hpc-gpu-055,C,Engineering,78.0,61.8,1410,418.0,80.1,0,0,0,11,149.7,2,1,99.0
2025-09-02,hpc-gpu-056,C,Medical Research,81.1,76.0,1410,378.0,75.3,0,0,0,5,155.7,1,1,93.0
2025-09-02,hpc-gpu-057,C,Physics,99.2,61.0,1410,383.0,86.5,0,0,0,7,190.4,0,1,109.0
2025-09-02,hpc-gpu-063,C,Engineering,91.3,80.5,1410,392.0,82.5,0,0,0,5,175.3,2,1,103.0
2025-09-02,hpc-gpu-064,C,Medical Research,87.8,65.5,1410,410.0,83.6,0,0,0,4,168.5,0,0,105.0
2025-09-02,hpc-gpu-065,C,Physics,89.4,59.1,1410,389.0,81.1,0,0,0,4,171.6,2,1,101.0
2025-09-02,hpc-gpu-071,C,Engineering,80.9,66.5,1410,369.0,78.9,0,0,0,6,155.4,3,1,99.0
2025-09-02,hpc-gpu-072,C,Medical Research,87.7,73.6,1410,357.0,80.9,0,0,0,6,168.4,0,0,102.0
2025-09-03,hpc-gpu-049,C,Physics,100.0,84.5,1410,409.0,87.0,0,0,0,3,192.0,2,0,109.0
2025-09-03,hpc-gpu-051,C,Chemistry,76.2,53.4,1410,343.0,79.5,0,0,0,8,146.3,3,1,97.0
2025-09-03,hpc-gpu-056,C,Medical Research,80.7,74.9,1410,385.0,79.1,0,0,0,2,154.9,0,0,99.0
2025-09-03,hpc-gpu-057,C,Physics,88.7,55.7,1410,378.0,80.1,0,0,0,10,170.3,4,0,100.0
2025-09-03,hpc-gpu-063,C,Engineering,93.0,65.2,1410,402.0,82.5,0,0,0,1,178.6,1,1,103.0
2025-09-03,hpc-gpu-064,C,Medical Research,88.1,83.2,1410,381.0,80.6,0,0,0,10,169.1,0,1,101.0
2025-09-03,hpc-gpu-065,C,Physics,91.7,57.9,1410,383.0,79.2,0,0,0,6,176.0,0,1,100.0
2025-09-03,hpc-gpu-066,C,Biology,81.3,50.9,1410,376.0,79.3,0,0,0,3,156.1,1,0,100.0
2025-09-03,hpc-gpu-067,C,Chemistry,80.3,51.4,1410,375.0,76.3,0,0,0,5,154.1,3,1,93.0
2025-09-03,hpc-gpu-068,C,Computer Science,65.2,50.3,1410,371.0,72.7,0,0,0,1,125.1,4,0,88.0
2025-09-03,hpc-gpu-072,C,Medical Research,68.8,56.7,1410,371.0,75.8,0,0,0,2,132.1,1,1,95.0
2025-09-04,hpc-gpu-049,C,Physics,85.0,68.0,1410,380.0,74.3,0,0,0,4,163.3,4,1,92.0
2025-09-04,hpc-gpu-050,C,Biology,79.8,67.4,1410,382.0,77.5,0,0,0,7,153.2,3,1,96.0
2025-09-04,hpc-gpu-052,C,Computer Science,75.1,51.7,1410,370.0,77.2,0,0,0,4,144.3,1,0,95.0
2025-09-04,hpc-gpu-054,C,Mathematics,46.5,34.3,1410,321.0,63.2,0,0,0,8,89.4,4,1,76.0
2025-09-04,hpc-gpu-055,C,Engineering,90.4,57.3,1410,413.0,84.1,0,0,0,5,173.6,3,1,107.0
2025-09-04,hpc-gpu-056,C,Medical Research,84.9,80.1,1410,399.0,76.6,0,0,0,8,163.0,1,0,94.0
2025-09-04,hpc-gpu-057,C,Physics,92.9,86.7,1410,407.0,83.3,0,0,0,11,178.4,3,0,105.0
2025-09-04,hpc-gpu-058,C,Biology,82.0,77.8,1410,385.0,81.0,0,0,0,0,157.4,2,1,101.0
2025-09-04,hpc-gpu-063,C,Engineering,90.0,67.0,1410,415.0,83.9,0,0,0,2,172.9,2,0,106.0
2025-09-04,hpc-gpu-064,C,Medical Research,84.9,70.5,1410,386.0,75.7,0,0,0,7,162.9,2,1,94.0
2025-09-04,hpc-gpu-065,C,Physics,93.2,73.1,1410,405.0,83.9,0,0,0,5,178.9,2,1,106.0
2025-09-04,hpc-gpu-071,C,Engineering,85.1,57.6,1410,399.0,78.9,0,0,0,7,163.4,1,1,97.0
2025-09-04,hpc-gpu-072,C,Medical Research,75.7,46.0,1410,374.0,72.4,0,0,0,1,145.3,1,0,87.0
2025-09-05,hpc-gpu-049,C,Physics,93.7,88.4,1410,389.0,88.6,0,0,0,3,179.9,3,0,111.0
2025-09-05,hpc-gpu-051,C,Chemistry,74.0,63.3,1410,373.0,75.3,0,0,0,4,142.0,2,0,93.0
2025-09-05,hpc-gpu-056,C,Medical Research,76.8,63.2,1410,384.0,76.8,0,0,0,5,147.5,3,1,94.0
2025-09-05,hpc-gpu-057,C,Physics,89.0,67.0,1410,357.0,85.2,0,0,0,2,171.0,4,0,108.0
2025-09-05,hpc-gpu-058,C,Biology,79.0,64.4,1410,393.0,75.4,0,0,0,4,151.7,3,1,93.0
2025-09-05,hpc-gpu-059,C,Chemistry,77.4,66.0,1410,396.0,75.5,0,0,0,10,148.5,0,1,92.0
2025-09-05,hpc-gpu-060,C,Computer Science,68.7,50.8,1410,353.0,75.1,0,0,0,2,131.8,1,1,94.0
2025-09-05,hpc-gpu-064,C,Medical Research,77.8,52.3,1410,390.0,76.6,0,0,0,5,149.4,3,1,96.0
2025-09-05,hpc-gpu-065,C,Physics,86.1,77.7,1410,385.0,80.0,0,0,0,5,165.2,2,1,100.0
2025-09-05,hpc-gpu-066,C,Biology,74.9,47.1,1410,392.0,73.7,0,0,0,7,143.9,2,1,91.0
2025-09-05,hpc-gpu-072,C,Medical Research,83.8,68.3,1410,403.0,76.4,0,0,0,8,160.9,3,0,95.0
2025-09-06,hpc-gpu-061,C,Earth Sciences,49.9,37.8,1410,379.0,63.3,0,0,0,0,95.8,2,0,74.0
2025-09-06,hpc-gpu-065,C,Physics,49.2,40.7,1410,344.0,59.4,0,0,0,7,94.5,1,1,69.0
2025-09-07,hpc-gpu-063,C,Engineering,65.9,60.4,1410,367.0,77.4,0,0,0,5,126.5,4,0,94.0
2025-09-08,hpc-gpu-049,C,Physics,92.2,83.4,1410,401.0,89.7,0,0,0,5,177.0,2,0,113.0
2025-09-08,hpc-gpu-053,C,Earth Sciences,58.4,49.7,1410,373.0,74.8,0,0,0,10,112.2,4,1,92.0
2025-09-08,hpc-gpu-056,C,Medical Research,80.5,73.9,1410,377.0,78.3,0,0,0,11,154.5,3,1,98.0
2025-09-08,hpc-gpu-057,C,Physics,75.9,69.2,1410,368.0,76.0,0,0,0,2,145.8,0,1,94.0
2025-09-08,hpc-gpu-058,C,Biology,83.4,71.2,1410,403.0,79.5,0,0,0,5,160.1,0,0,98.0
2025-09-08,hpc-gpu-063,C,Engineering,83.0,65.0,1410,391.0,80.2,0,0,0,1,159.4,0,1,100.0
2025-09-08,hpc-gpu-065,C,Physics,89.5,71.6,1410,395.0,77.6,0,0,0,0,171.9,1,1,96.0
2025-09-08,hpc-gpu-066,C,Biology,85.1,64.6,1410,373.0,83.3,0,0,0,3,163.4,1,0,105.0
2025-09-08,hpc-gpu-067,C,Chemistry,80.2,65.1,1410,380.0,80.8,0,0,0,2,154.1,0,1,101.0
2025-09-08,hpc-gpu-070,C,Mathematics,34.4,22.9,1410,337.0,52.1,0,0,0,3,66.0,2,1,58.0
2025-09-08,hpc-gpu-072,C,Medical Research,93.8,82.9,1410,412.0,81.8,0,0,0,4,180.2,4,1,103.0
2025-09-09,hpc-gpu-049,C,Physics,91.3,71.9,1410,386.0,88.2,0,0,0,6,175.3,4,0,110.0
2025-09-09,hpc-gpu-050,C,Biology,73.6,66.3,1410,372.0,79.1,0,0,0,7,141.3,1,0,97.0
2025-09-09,hpc-gpu-052,C,Computer Science,68.8,55.9,1410,384.0,73.5,0,0,0,0,132.1,4,1,91.0
2025-09-09,hpc-gpu-055,C,Engineering,80.0,51.7,1410,346.0,79.2,0,0,0,4,153.5,0,1,97.0
2025-09-09,hpc-gpu-056,C,Medical Research,81.9,55.3,1410,388.0,79.1,0,0,0,0,157.3,0,1,98.0
2025-09-09,hpc-gpu-057,C,Physics,80.5,73.7,1410,373.0,77.7,0,0,0,10,154.5,4,1,95.0
2025-09-09,hpc-gpu-059,C,Chemistry,75.3,56.4,1410,367.0,76.8,0,0,0,10,144.5,1,1,94.0
2025-09-09,hpc-gpu-064,C,Medical Research,74.6,49.6,1410,357.0,80.1,0,0,0,0,143.3,2,1,100.0
2025-09-09,hpc-gpu-065,C,Physics,79.4,68.4,1410,370.0,78.6,0,0,0,8,152.4,2,0,99.0
2025-09-09,hpc-gpu-071,C,Engineering,94.5,78.2,1410,390.0,83.4,0,0,0,1,181.4,1,0,105.0
2025-09-09,hpc-gpu-072,C,Medical Research,85.2,65.4,1410,387.0,82.1,0,0,0,5,163.6,1,0,102.0
2025-09-10,hpc-gpu-049,C,Physics,84.6,54.1,1410,384.0,78.8,0,0,0,9,162.4,0,0,97.0
2025-09-10,hpc-gpu-050,C,Biology,82.2,61.6,1410,350.0,75.4,0,0,0,11,157.9,0,1,93.0
2025-09-10,hpc-gpu-052,C,Computer Science,76.3,67.4,1410,385.0,73.6,0,0,0,5,146.5,2,1,91.0
2025-09-10,hpc-gpu-055,C,Engineering,90.3,57.4,1410,403.0,87.1,0,0,0,7,173.3,1,1,109.0
2025-09-10,hpc-gpu-060,C,Computer Science,69.1,60.7,1410,366.0,76.9,0,0,0,8,132.7,4,1,93.0
2025-09-10,hpc-gpu-063,C,Engineering,85.6,61.8,1410,394.0,78.2,0,0,0,6,164.4,0,1,97.0
2025-09-10,hpc-gpu-064,C,Medical Research,81.5,51.4,1410,388.0,76.8,0,0,0,11,156.4,1,0,96.0
2025-09-10,hpc-gpu-065,C,Physics,70.8,54.6,1410,358.0,74.1,0,0,0,3,135.8,3,0,91.0
2025-09-10,hpc-gpu-067,C,Chemistry,77.9,49.3,1410,368.0,76.0,0,0,0,7,149.7,3,1,95.0
2025-09-10,hpc-gpu-071,C,Engineering,67.5,57.4,1410,351.0,77.2,0,0,0,2,129.6,4,1,94.0
2025-09-10,hpc-gpu-072,C,Medical Research,91.6,55.4,1410,402.0,78.2,0,0,0,3,175.9,3,1,98.0
2025-09-11,hpc-gpu-049,C,Physics,75.3,52.7,1410,406.0,75.4,0,0,0,9,144.5,2,0,92.0
2025-09-11,hpc-gpu-050,C,Biology,93.0,71.7,1410,384.0,80.0,0,0,0,8,178.6,4,0,100.0
2025-09-11,hpc-gpu-052,C,Computer Science,68.8,65.2,1410,348.0,75.9,0,0,0,0,132.1,2,0,93.0
2025-09-11,hpc-gpu-055,C,Engineering,90.6,60.2,1410,384.0,85.6,0,0,0,8,174.0,3,0,107.0
2025-09-11,hpc-gpu-057,C,Physics,85.3,76.6,1410,380.0,85.7,0,0,0,0,163.8,1,0,107.0
2025-09-11,hpc-gpu-058,C,Biology,77.0,52.5,1410,373.0,76.6,0,0,0,4,147.8,1,0,95.0
2025-09-11,hpc-gpu-059,C,Chemistry,71.1,61.8,1410,371.0,73.2,0,0,0,5,136.5,1,0,91.0
2025-09-11,hpc-gpu-063,C,Engineering,84.3,64.2,1410,384.0,76.0,0,0,0,1,161.9,4,0,95.0
2025-09-11,hpc-gpu-066,C,Biology,71.5,58.4,1410,363.0,76.8,0,0,0,7,137.2,4,1,93.0
2025-09-11,hpc-gpu-068,C,Computer Science,65.9,57.4,1410,352.0,75.6,0,0,0,3,126.6,3,0,92.0
2025-09-11,hpc-gpu-072,C,Medical Research,76.3,68.4,1410,387.0,75.9,0,0,0,9,146.4,3,1,93.0
2025-09-12,hpc-gpu-001,A,Physics,83.5,55.7,1410,389.0,74.3,0,0,0,3,160.3,0,1,94.0
2025-09-12,hpc-gpu-049,C,Physics,100.0,62.2,1410,388.0,88.6,0,0,0,7,192.0,2,1,112.0
2025-09-12,hpc-gpu-053,C,Earth Sciences,48.8,40.3,1410,357.0,62.9,0,0,0,7,93.7,0,0,73.0
2025-09-12,hpc-gpu-055,C,Engineering,70.1,56.3,1410,384.0,74.2,0,0,0,6,134.6,0,0,92.0
2025-09-12,hpc-gpu-056,C,Medical Research,89.8,64.4,1410,397.0,82.5,0,0,0,7,172.3,2,0,102.0
2025-09-12,hpc-gpu-057,C,Physics,88.4,78.9,1410,375.0,77.1,0,0,0,0,169.7,3,1,95.0
2025-09-12,hpc-gpu-058,C,Biology,75.3,64.3,1410,391.0,76.1,0,0,0,10,144.7,4,1,94.0
2025-09-12,hpc-gpu-059,C,Chemistry,92.1,84.7,1410,429.0,85.5,0,0,0,1,176.8,1,0,108.0
2025-09-12,hpc-gpu-063,C,Engineering,81.9,72.4,1410,398.0,78.4,0,0,0,9,157.2,3,0,99.0
2025-09-12,hpc-gpu-064,C,Medical Research,84.2,76.0,1410,386.0,82.3,0,0,0,6,161.6,2,0,104.0
2025-09-12,hpc-gpu-065,C,Physics,85.2,56.2,1410,377.0,79.4,0,0,0,6,163.6,4,0,98.0
2025-09-12,hpc-gpu-067,C,Chemistry,86.0,54.1,1410,396.0,76.0,0,0,0,4,165.2,0,1,95.0
2025-09-12,hpc-gpu-071,C,Engineering,76.9,59.5,1410,384.0,77.7,0,0,0,4,147.6,4,0,96.0
2025-09-14,hpc-gpu-054,C,Mathematics,36.6,23.8,1410,379.0,59.3,0,0,0,1,70.3,2,1,69.0
2025-09-14,hpc-gpu-058,C,Biology,41.2,29.5,1410,335.0,54.0,0,0,0,1,79.1,1,1,61.0
2025-09-14,hpc-gpu-064,C,Medical Research,73.4,48.2,1410,377.0,75.6,0,0,0,4,140.8,3,1,93.0
2025-09-15,hpc-gpu-049,C,Physics,87.2,69.4,1410,389.0,82.7,0,0,0,11,167.4,1,0,104.0
2025-09-15,hpc-gpu-055,C,Engineering,72.9,67.5,1410,377.0,75.3,0,0,0,2,139.9,3,0,92.0
2025-09-15,hpc-gpu-056,C,Medical Research,78.7,55.3,1410,378.0,74.5,0,0,0,11,151.1,3,0,92.0
2025-09-15,hpc-gpu-057,C,Physics,86.3,62.6,1410,381.0,79.2,0,0,0,2,165.7,2,0,98.0
2025-09-15,hpc-gpu-058,C,Biology,79.0,48.1,1410,403.0,79.7,0,0,0,0,151.7,0,1,99.0
2025-09-15,hpc-gpu-063,C,Engineering,78.9,56.1,1410,392.0,79.7,0,0,0,11,151.6,2,0,99.0
2025-09-15,hpc-gpu-065,C,Physics,79.9,69.0,1410,390.0,78.1,0,0,0,0,153.3,1,0,95.0
2025-09-15,hpc-gpu-066,C,Biology,91.2,63.6,1410,383.0,84.2,0,0,0,1,175.1,0,1,105.0
2025-09-15,hpc-gpu-068,C,Computer Science,69.3,45.3,1410,367.0,75.5,0,0,0,3,133.0,4,1,94.0
2025-09-15,hpc-gpu-071,C,Engineering,77.0,54.7,1410,374.0,78.7,0,0,0,3,147.9,0,1,99.0
2025-09-16,hpc-gpu-049,C,Physics,86.7,74.5,1410,377.0,87.3,0,0,0,8,166.4,2,0,111.0
2025-09-16,hpc-gpu-057,C,Physics,99.4,67.7,1410,387.0,86.0,0,0,0,5,190.8,2,1,108.0
2025-09-16,hpc-gpu-058,C,Biology,80.4,66.3,1410,365.0,74.6,0,0,0,5,154.4,4,1,93.0
2025-09-16,hpc-gpu-063,C,Engineering,83.8,74.3,1410,367.0,76.3,0,0,0,5,160.9,2,1,94.0
2025-09-16,hpc-gpu-064,C,Medical Research,76.1,66.4,1410,375.0,78.1,0,0,0,5,146.1,0,0,96.0
2025-09-16,hpc-gpu-065,C,Physics,85.6,77.4,1410,367.0,77.4,0,0,0,1,164.3,3,1,96.0
2025-09-16,hpc-gpu-066,C,Biology,72.1,59.4,1410,385.0,76.7,0,0,0,3,138.4,1,0,94.0
2025-09-16,hpc-gpu-067,C,Chemistry,68.4,56.9,1410,344.0,73.3,0,0,0,3,131.3,1,0,91.0
2025-09-16,hpc-gpu-071,C,Engineering,81.5,62.6,1410,359.0,81.5,0,0,0,11,156.5,1,0,103.0
2025-09-17,hpc-gpu-049,C,Physics,76.6,47.9,1410,390.0,77.6,0,0,0,2,147.0,3,0,95.0
2025-09-17,hpc-gpu-050,C,Biology,78.0,47.5,1410,381.0,78.7,0,0,0,9,149.8,2,1,98.0
2025-09-17,hpc-gpu-052,C,Computer Science,58.8,53.0,1410,368.0,64.7,0,0,0,1,112.8,4,0,76.0
2025-09-17,hpc-gpu-055,C,Engineering,76.7,52.9,1410,381.0,74.3,0,0,0,2,147.3,0,0,91.0
2025-09-17,hpc-gpu-056,C,Medical Research,73.5,47.1,1410,366.0,77.3,0,0,0,10,141.2,2,1,96.0
2025-09-17,hpc-gpu-057,C,Physics,77.0,55.1,1410,379.0,77.3,0,0,0,6,147.9,2,0,94.0
2025-09-17,hpc-gpu-063,C,Engineering,79.4,68.6,1410,378.0,76.6,0,0,0,6,152.5,2,1,93.0
2025-09-17,hpc-gpu-064,C,Medical Research,85.2,63.5,1410,390.0,81.3,0,0,0,7,163.6,2,1,101.0
2025-09-17,hpc-gpu-065,C,Physics,90.6,82.3,1410,366.0,88.4,0,0,0,1,174.0,3,1,113.0
2025-09-18,hpc-gpu-049,C,Physics,90.3,65.5,1410,403.0,82.7,0,0,0,9,173.4,3,0,103.0
2025-09-18,hpc-gpu-050,C,Biology,79.9,50.7,1410,374.0,80.9,0,0,0,5,153.4,3,1,101.0
2025-09-18,hpc-gpu-055,C,Engineering,70.5,61.6,1410,388.0,73.9,0,0,0,9,135.3,2,1,92.0
2025-09-18,hpc-gpu-056,C,Medical Research,89.8,54.0,1410,428.0,83.9,0,0,0,3,172.4,3,0,104.0
2025-09-18,hpc-gpu-057,C,Physics,96.0,86.8,1410,376.0,82.5,0,0,0,1,184.4,2,0,104.0
2025-09-18,hpc-gpu-058,C,Biology,81.8,58.8,1410,385.0,78.9,0,0,0,7,157.1,1,1,97.0
2025-09-18,hpc-gpu-064,C,Medical Research,80.8,67.1,1410,366.0,78.5,0,0,0,1,155.1,0,1,97.0
2025-09-18,hpc-gpu-065,C,Physics,85.8,65.0,1410,361.0,84.2,0,0,0,5,164.7,3,1,107.0
2025-09-18,hpc-gpu-066,C,Biology,96.8,91.0,1410,387.0,84.3,0,0,0,4,185.8,4,0,106.0
2025-09-18,hpc-gpu-067,C,Chemistry,75.3,53.5,1410,398.0,76.9,0,0,0,9,144.6,1,1,94.0
2025-09-18,hpc-gpu-068,C,Computer Science,79.3,61.2,1410,365.0,75.3,0,0,0,6,152.2,1,1,92.0
2025-09-18,hpc-gpu-071,C,Engineering,81.5,57.5,1410,410.0,79.2,0,0,0,5,156.6,3,0,97.0
2025-09-18,hpc-gpu-072,C,Medical Research,78.5,65.2,1410,374.0,78.1,0,0,0,5,150.7,3,1,96.0
2025-09-19,hpc-gpu-049,C,Physics,85.8,79.5,1410,394.0,77.9,0,0,0,0,164.8,1,1,96.0
2025-09-19,hpc-gpu-050,C,Biology,82.4,70.6,1410,397.0,80.7,0,0,0,6,158.2,0,1,99.0
2025-09-19,hpc-gpu-055,C,Engineering,88.2,56.0,1410,381.0,81.7,0,0,0,3,169.4,0,1,103.0
2025-09-19,hpc-gpu-056,C,Medical Research,76.0,50.4,1410,387.0,77.0,0,0,0,4,145.8,0,1,95.0
2025-09-19,hpc-gpu-057,C,Physics,86.7,72.0,1410,404.0,78.0,0,0,0,8,166.4,0,0,97.0
2025-09-19,hpc-gpu-058,C,Biology,82.0,54.5,1410,410.0,78.4,0,0,0,9,157.4,4,1,96.0
2025-09-19,hpc-gpu-063,C,Engineering,80.8,71.4,1410,391.0,81.0,0,0,0,2,155.1,0,1,100.0
2025-09-19,hpc-gpu-064,C,Medical Research,79.8,63.3,1410,382.0,74.8,0,0,0,9,153.2,4,1,93.0
2025-09-19,hpc-gpu-065,C,Physics,88.3,82.3,1410,389.0,86.2,0,0,0,8,169.5,0,1,108.0
2025-09-19,hpc-gpu-068,C,Computer Science,73.5,66.1,1410,376.0,75.3,0,0,0,5,141.1,4,1,91.0
2025-09-19,hpc-gpu-071,C,Engineering,74.2,67.2,1410,383.0,76.1,0,0,0,7,142.5,4,0,95.0
2025-09-19,hpc-gpu-072,C,Medical Research,90.6,74.0,1410,399.0,82.7,0,0,0,5,174.0,2,0,103.0
2025-09-22,hpc-gpu-049,C,Physics,81.0,68.6,1410,377.0,78.3,0,0,0,0,155.6,3,0,96.0
2025-09-22,hpc-gpu-052,C,Computer Science,68.7,46.8,1410,360.0,73.4,0,0,0,4,131.8,4,0,91.0
