Node_ID,Hostname,Rack_Location,Manufacturer,Model,CPU_Model,CPU_Count,CPU_Cores_Total,RAM_GB,GPU_Model,GPU_Count,GPU_Memory_Total_GB,Local_Storage,Local_Storage_TB,Network_HCA,BMC_IP,OS_Version,Kernel,Date_Commissioned,Warranty_Expiry,Status,Firmware_BIOS,Power_Supply_W,Serial_Number,Asset_Tag,Purchase_Order,Measured_Idle_W,Measured_Peak_W,_Sheet,Log_ID,Date,Category,Component,Description,Parts_Used,Part_Serial,Cost_Parts,Cost_Labor,Total_Cost,Downtime_Hours,Technician,Work_Order,GPU_Slot,GPU_Serial,GPU_Memory_GB,Manufacturing_Date,Firmware,ECC_Correctable,ECC_Uncorrectable,Temp_Max_C,Power_Max_W,GPU_Hours,SM_Util_Avg,Mem_Util_Avg,PCIe_Replay,XID_Errors_30d,NVLink_Errors,Port,Switch,Switch_Port,Speed,Cable,Length,Serial,Signal_dB,Error_Rate,Current,Latest,Update,Last_Updated,CVE,Month,Avg_Power_W,Peak_Power_W,Idle_Power_W,Utilization_PCT,kWh_Total,Depreciation_Years,Annual_Depreciation
hpc-gpu-039,gpu039.whpc.westfield.edu,RowB-Rack02-U13,Dell,PowerEdge XE8545,"AMD EPYC 7763 (64C/128T, 2.45GHz)",2.0,128.0,1024.0,NVIDIA A100 80GB SXM4,8.0,640.0,2x 1.92TB NVMe PM9A3,3.84,Mellanox ConnectX-6 HDR 200Gb/s,10.0.101.24,Rocky Linux 8.7,4.18.0-425.19.2.el8_7.x86_64,2021-02-26,2024-02-26,Active,2.9.2,2000.0,SN-XE8545-851102,WU-IT-20038,PO-2020-HPC-001,869.0,4916.0,Cluster Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0
hpc-gpu-040,gpu040.whpc.westfield.edu,RowB-Rack02-U15,Dell,PowerEdge XE8545,"AMD EPYC 7763 (64C/128T, 2.45GHz)",2.0,128.0,1024.0,NVIDIA A100 80GB SXM4,8.0,640.0,2x 1.92TB NVMe PM9A3,3.84,Mellanox ConnectX-6 HDR 200Gb/s,10.0.101.25,Rocky Linux 8.7,4.18.0-425.19.2.el8_7.x86_64,2022-04-19,2025-04-18,Active,2.8.0,2000.0,SN-XE8545-577095,WU-IT-20039,PO-2020-HPC-001,868.0,5075.0,Cluster Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0
hpc-gpu-041,gpu041.whpc.westfield.edu,RowB-Rack03-U01,Dell,PowerEdge XE8545,"AMD EPYC 7763 (64C/128T, 2.45GHz)",2.0,128.0,1024.0,NVIDIA A100 80GB SXM4,8.0,640.0,2x 1.92TB NVMe PM9A3,3.84,Mellanox ConnectX-6 HDR 200Gb/s,10.0.101.26,Rocky Linux 8.7,4.18.0-425.19.2.el8_7.x86_64,2021-10-22,2024-10-21,Active,2.10.0,2000.0,SN-XE8545-925816,WU-IT-20040,PO-2020-HPC-001,856.0,4883.0,Cluster Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0
hpc-gpu-042,gpu042.whpc.westfield.edu,RowB-Rack03-U03,Dell,PowerEdge XE8545,"AMD EPYC 7763 (64C/128T, 2.45GHz)",2.0,128.0,1024.0,NVIDIA A100 80GB SXM4,8.0,640.0,2x 1.92TB NVMe PM9A3,3.84,Mellanox ConnectX-6 HDR 200Gb/s,10.0.101.27,Rocky Linux 8.7,4.18.0-425.19.2.el8_7.x86_64,2020-11-13,2023-11-13,Active,2.10.2,2000.0,SN-XE8545-408987,WU-IT-20041,PO-2020-HPC-001,798.0,5117.0,Cluster Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0
hpc-gpu-043,gpu043.whpc.westfield.edu,RowB-Rack03-U05,Dell,PowerEdge XE8545,"AMD EPYC 7763 (64C/128T, 2.45GHz)",2.0,128.0,1024.0,NVIDIA A100 80GB SXM4,8.0,640.0,2x 1.92TB NVMe PM9A3,3.84,Mellanox ConnectX-6 HDR 200Gb/s,10.0.101.28,Rocky Linux 8.7,4.18.0-425.19.2.el8_7.x86_64,2022-07-05,2025-07-04,Active,2.11.1,2000.0,SN-XE8545-907364,WU-IT-20042,PO-2020-HPC-001,857.0,5217.0,Cluster Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0
hpc-gpu-044,gpu044.whpc.westfield.edu,RowB-Rack03-U07,Dell,PowerEdge XE8545,"AMD EPYC 7763 (64C/128T, 2.45GHz)",2.0,128.0,1024.0,NVIDIA A100 80GB SXM4,6.0,480.0,2x 1.92TB NVMe PM9A3,3.84,Mellanox ConnectX-6 HDR 200Gb/s,10.0.101.29,Rocky Linux 8.7,4.18.0-425.19.2.el8_7.x86_64,2020-01-29,2023-01-28,Active,2.8.2,2000.0,SN-XE8545-798002,WU-IT-20043,PO-2020-HPC-001,865.0,5144.0,Cluster Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0
hpc-gpu-045,gpu045.whpc.westfield.edu,RowB-Rack03-U09,Dell,PowerEdge XE8545,"AMD EPYC 7763 (64C/128T, 2.45GHz)",2.0,128.0,1024.0,NVIDIA A100 80GB SXM4,6.0,480.0,2x 1.92TB NVMe PM9A3,3.84,Mellanox ConnectX-6 HDR 200Gb/s,10.0.101.30,Rocky Linux 8.7,4.18.0-425.19.2.el8_7.x86_64,2020-06-20,2023-06-20,Active,2.9.0,2000.0,SN-XE8545-898615,WU-IT-20044,PO-2020-HPC-001,869.0,5265.0,Cluster Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0
hpc-gpu-046,gpu046.whpc.westfield.edu,RowB-Rack03-U11,Dell,PowerEdge XE8545,"AMD EPYC 7763 (64C/128T, 2.45GHz)",2.0,128.0,1024.0,NVIDIA A100 80GB SXM4,6.0,480.0,2x 1.92TB NVMe PM9A3,3.84,Mellanox ConnectX-6 HDR 200Gb/s,10.0.101.31,Rocky Linux 8.7,4.18.0-425.19.2.el8_7.x86_64,2020-09-30,2023-09-30,Active,2.10.1,2000.0,SN-XE8545-924792,WU-IT-20045,PO-2020-HPC-001,855.0,4917.0,Cluster Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0
hpc-gpu-047,gpu047.whpc.westfield.edu,RowB-Rack03-U13,Dell,PowerEdge XE8545,"AMD EPYC 7763 (64C/128T, 2.45GHz)",2.0,128.0,1024.0,NVIDIA A100 80GB SXM4,8.0,640.0,2x 1.92TB NVMe PM9A3,3.84,Mellanox ConnectX-6 HDR 200Gb/s,10.0.101.32,Rocky Linux 8.7,4.18.0-425.19.2.el8_7.x86_64,2022-04-21,2025-04-20,Active,2.10.0,2000.0,SN-XE8545-736584,WU-IT-20046,PO-2020-HPC-001,810.0,5096.0,Cluster Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0
hpc-gpu-048,gpu048.whpc.westfield.edu,RowB-Rack03-U15,Dell,PowerEdge XE8545,"AMD EPYC 7763 (64C/128T, 2.45GHz)",2.0,128.0,1024.0,NVIDIA A100 80GB SXM4,8.0,640.0,2x 1.92TB NVMe PM9A3,3.84,Mellanox ConnectX-6 HDR 200Gb/s,10.0.101.33,Rocky Linux 8.7,4.18.0-425.19.2.el8_7.x86_64,2021-06-07,2024-06-06,Active,2.11.2,2000.0,SN-XE8545-710704,WU-IT-20047,PO-2020-HPC-001,862.0,4817.0,Cluster Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0
hpc-gpu-049,gpu049.whpc.westfield.edu,RowC-Rack01-U01,Dell,PowerEdge XE8545,"AMD EPYC 7763 (64C/128T, 2.45GHz)",2.0,128.0,1024.0,NVIDIA A100 80GB SXM4,8.0,640.0,2x 1.92TB NVMe PM9A3,3.84,Mellanox ConnectX-6 HDR 200Gb/s,10.0.102.10,Rocky Linux 8.7,4.18.0-425.19.2.el8_7.x86_64,2022-06-21,2025-06-20,Active,2.9.2,2000.0,SN-XE8545-500109,WU-IT-20048,PO-2021-HPC-002,859.0,5108.0,Cluster Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0
hpc-gpu-050,gpu050.whpc.westfield.edu,RowC-Rack01-U03,Dell,PowerEdge XE8545,"AMD EPYC 7763 (64C/128T, 2.45GHz)",2.0,128.0,1024.0,NVIDIA A100 80GB SXM4,8.0,640.0,2x 1.92TB NVMe PM9A3,3.84,Mellanox ConnectX-6 HDR 200Gb/s,10.0.102.11,Rocky Linux 8.7,4.18.0-425.19.2.el8_7.x86_64,2021-08-05,2024-08-04,Active,2.9.2,2000.0,SN-XE8545-392890,WU-IT-20049,PO-2021-HPC-002,850.0,5318.0,Cluster Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0
hpc-gpu-051,gpu051.whpc.westfield.edu,RowC-Rack01-U05,Dell,PowerEdge XE8545,"AMD EPYC 7763 (64C/128T, 2.45GHz)",2.0,128.0,1024.0,NVIDIA A100 80GB SXM4,8.0,640.0,2x 1.92TB NVMe PM9A3,3.84,Mellanox ConnectX-6 HDR 200Gb/s,10.0.102.12,Rocky Linux 8.7,4.18.0-425.19.2.el8_7.x86_64,2020-10-30,2023-10-30,Active,2.10.0,2000.0,SN-XE8545-850020,WU-IT-20050,PO-2021-HPC-002,849.0,4864.0,Cluster Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0
hpc-gpu-052,gpu052.whpc.westfield.edu,RowC-Rack01-U07,Dell,PowerEdge XE8545,"AMD EPYC 7763 (64C/128T, 2.45GHz)",2.0,128.0,1024.0,NVIDIA A100 80GB SXM4,8.0,640.0,2x 1.92TB NVMe PM9A3,3.84,Mellanox ConnectX-6 HDR 200Gb/s,10.0.102.13,Rocky Linux 8.7,4.18.0-425.19.2.el8_7.x86_64,2021-06-19,2024-06-18,Active,2.10.0,2000.0,SN-XE8545-730271,WU-IT-20051,PO-2021-HPC-002,846.0,5211.0,Cluster Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0
hpc-gpu-053,gpu053.whpc.westfield.edu,RowC-Rack01-U09,Dell,PowerEdge XE8545,"AMD EPYC 7763 (64C/128T, 2.45GHz)",2.0,128.0,1024.0,NVIDIA A100 80GB SXM4,8.0,640.0,2x 1.92TB NVMe PM9A3,3.84,Mellanox ConnectX-6 HDR 200Gb/s,10.0.102.14,Rocky Linux 8.7,4.18.0-425.19.2.el8_7.x86_64,2020-07-19,2023-07-19,Active,2.10.2,2000.0,SN-XE8545-559451,WU-IT-20052,PO-2021-HPC-002,836.0,5216.0,Cluster Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0
hpc-gpu-054,gpu054.whpc.westfield.edu,RowC-Rack01-U11,Dell,PowerEdge XE8545,"AMD EPYC 7763 (64C/128T, 2.45GHz)",2.0,128.0,1024.0,NVIDIA A100 80GB SXM4,8.0,640.0,2x 1.92TB NVMe PM9A3,3.84,Mellanox ConnectX-6 HDR 200Gb/s,10.0.102.15,Rocky Linux 8.7,4.18.0-425.19.2.el8_7.x86_64,2020-06-29,2023-06-29,Active,2.11.2,2000.0,SN-XE8545-354079,WU-IT-20053,PO-2021-HPC-002,809.0,4856.0,Cluster Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0
hpc-gpu-055,gpu055.whpc.westfield.edu,RowC-Rack01-U13,Dell,PowerEdge XE8545,"AMD EPYC 7763 (64C/128T, 2.45GHz)",2.0,128.0,1024.0,NVIDIA A100 80GB SXM4,8.0,640.0,2x 1.92TB NVMe PM9A3,3.84,Mellanox ConnectX-6 HDR 200Gb/s,10.0.102.16,Rocky Linux 8.7,4.18.0-425.19.2.el8_7.x86_64,2021-08-08,2024-08-07,Active,2.9.2,2000.0,SN-XE8545-545101,WU-IT-20054,PO-2021-HPC-002,856.0,4978.0,Cluster Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0
hpc-gpu-056,gpu056.whpc.westfield.edu,RowC-Rack01-U15,Dell,PowerEdge XE8545,"AMD EPYC 7763 (64C/128T, 2.45GHz)",2.0,128.0,1024.0,NVIDIA A100 80GB SXM4,8.0,640.0,2x 1.92TB NVMe PM9A3,3.84,Mellanox ConnectX-6 HDR 200Gb/s,10.0.102.17,Rocky Linux 8.7,4.18.0-425.19.2.el8_7.x86_64,2022-05-23,2025-05-22,Active,2.10.1,2000.0,SN-XE8545-156958,WU-IT-20055,PO-2021-HPC-002,881.0,5107.0,Cluster Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0
hpc-gpu-057,gpu057.whpc.westfield.edu,RowC-Rack02-U01,Dell,PowerEdge XE8545,"AMD EPYC 7763 (64C/128T, 2.45GHz)",2.0,128.0,1024.0,NVIDIA A100 80GB SXM4,8.0,640.0,2x 1.92TB NVMe PM9A3,3.84,Mellanox ConnectX-6 HDR 200Gb/s,10.0.102.18,Rocky Linux 8.7,4.18.0-425.19.2.el8_7.x86_64,2022-03-15,2025-03-14,Active,2.11.0,2000.0,SN-XE8545-730152,WU-IT-20056,PO-2021-HPC-002,821.0,5307.0,Cluster Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0
hpc-gpu-058,gpu058.whpc.westfield.edu,RowC-Rack02-U03,Dell,PowerEdge XE8545,"AMD EPYC 7763 (64C/128T, 2.45GHz)",2.0,128.0,1024.0,NVIDIA A100 80GB SXM4,8.0,640.0,2x 1.92TB NVMe PM9A3,3.84,Mellanox ConnectX-6 HDR 200Gb/s,10.0.102.19,Rocky Linux 8.7,4.18.0-425.19.2.el8_7.x86_64,2021-05-11,2024-05-10,Active,2.9.2,2000.0,SN-XE8545-542905,WU-IT-20057,PO-2021-HPC-002,859.0,5138.0,Cluster Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0
hpc-gpu-059,gpu059.whpc.westfield.edu,RowC-Rack02-U05,Dell,PowerEdge XE8545,"AMD EPYC 7763 (64C/128T, 2.45GHz)",2.0,128.0,1024.0,NVIDIA A100 80GB SXM4,8.0,640.0,2x 1.92TB NVMe PM9A3,3.84,Mellanox ConnectX-6 HDR 200Gb/s,10.0.102.20,Rocky Linux 8.7,4.18.0-425.19.2.el8_7.x86_64,2021-06-28,2024-06-27,Active,2.11.1,2000.0,SN-XE8545-348710,WU-IT-20058,PO-2021-HPC-002,893.0,5101.0,Cluster Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0
hpc-gpu-060,gpu060.whpc.westfield.edu,RowC-Rack02-U07,Dell,PowerEdge XE8545,"AMD EPYC 7763 (64C/128T, 2.45GHz)",2.0,128.0,1024.0,NVIDIA A100 80GB SXM4,8.0,640.0,2x 1.92TB NVMe PM9A3,3.84,Mellanox ConnectX-6 HDR 200Gb/s,10.0.102.21,Rocky Linux 8.7,4.18.0-425.19.2.el8_7.x86_64,2020-12-06,2023-12-06,Active,2.11.1,2000.0,SN-XE8545-694319,WU-IT-20059,PO-2021-HPC-002,852.0,5038.0,Cluster Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0
hpc-gpu-061,gpu061.whpc.westfield.edu,RowC-Rack02-U09,Dell,PowerEdge XE8545,"AMD EPYC 7763 (64C/128T, 2.45GHz)",2.0,128.0,1024.0,NVIDIA A100 80GB SXM4,8.0,640.0,2x 1.92TB NVMe PM9A3,3.84,Mellanox ConnectX-6 HDR 200Gb/s,10.0.102.22,Rocky Linux 8.7,4.18.0-425.19.2.el8_7.x86_64,2022-03-30,2025-03-29,Active,2.10.2,2000.0,SN-XE8545-330229,WU-IT-20060,PO-2021-HPC-002,822.0,5031.0,Cluster Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0
hpc-gpu-062,gpu062.whpc.westfield.edu,RowC-Rack02-U11,Dell,PowerEdge XE8545,"AMD EPYC 7763 (64C/128T, 2.45GHz)",2.0,128.0,1024.0,NVIDIA A100 80GB SXM4,8.0,640.0,2x 1.92TB NVMe PM9A3,3.84,Mellanox ConnectX-6 HDR 200Gb/s,10.0.102.23,Rocky Linux 8.7,4.18.0-425.19.2.el8_7.x86_64,2020-07-28,2023-07-28,Active,2.8.1,2000.0,SN-XE8545-155609,WU-IT-20061,PO-2021-HPC-002,837.0,5189.0,Cluster Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0
hpc-gpu-063,gpu063.whpc.westfield.edu,RowC-Rack02-U13,Dell,PowerEdge XE8545,"AMD EPYC 7763 (64C/128T, 2.45GHz)",2.0,128.0,1024.0,NVIDIA A100 80GB SXM4,8.0,640.0,2x 1.92TB NVMe PM9A3,3.84,Mellanox ConnectX-6 HDR 200Gb/s,10.0.102.24,Rocky Linux 8.7,4.18.0-425.19.2.el8_7.x86_64,2021-12-02,2024-12-01,Active,2.9.2,2000.0,SN-XE8545-457429,WU-IT-20062,PO-2021-HPC-002,790.0,5163.0,Cluster Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0
hpc-gpu-064,gpu064.whpc.westfield.edu,RowC-Rack02-U15,Dell,PowerEdge XE8545,"AMD EPYC 7763 (64C/128T, 2.45GHz)",2.0,128.0,1024.0,NVIDIA A100 80GB SXM4,8.0,640.0,2x 1.92TB NVMe PM9A3,3.84,Mellanox ConnectX-6 HDR 200Gb/s,10.0.102.25,Rocky Linux 8.7,4.18.0-425.19.2.el8_7.x86_64,2020-10-10,2023-10-10,Active,2.8.0,2000.0,SN-XE8545-711523,WU-IT-20063,PO-2021-HPC-002,838.0,5165.0,Cluster Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0
hpc-gpu-065,gpu065.whpc.westfield.edu,RowC-Rack03-U01,Dell,PowerEdge XE8545,"AMD EPYC 7763 (64C/128T, 2.45GHz)",2.0,128.0,1024.0,NVIDIA A100 80GB SXM4,8.0,640.0,2x 1.92TB NVMe PM9A3,3.84,Mellanox ConnectX-6 HDR 200Gb/s,10.0.102.26,Rocky Linux 8.7,4.18.0-425.19.2.el8_7.x86_64,2021-01-04,2024-01-04,Active,2.10.2,2000.0,SN-XE8545-827975,WU-IT-20064,PO-2021-HPC-002,789.0,5127.0,Cluster Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0
hpc-gpu-066,gpu066.whpc.westfield.edu,RowC-Rack03-U03,Dell,PowerEdge XE8545,"AMD EPYC 7763 (64C/128T, 2.45GHz)",2.0,128.0,1024.0,NVIDIA A100 80GB SXM4,8.0,640.0,2x 1.92TB NVMe PM9A3,3.84,Mellanox ConnectX-6 HDR 200Gb/s,10.0.102.27,Rocky Linux 8.7,4.18.0-425.19.2.el8_7.x86_64,2021-11-07,2024-11-06,Active,2.11.2,2000.0,SN-XE8545-834994,WU-IT-20065,PO-2021-HPC-002,826.0,5082.0,Cluster Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0
hpc-gpu-067,gpu067.whpc.westfield.edu,RowC-Rack03-U05,Dell,PowerEdge XE8545,"AMD EPYC 7763 (64C/128T, 2.45GHz)",2.0,128.0,1024.0,NVIDIA A100 80GB SXM4,8.0,640.0,2x 1.92TB NVMe PM9A3,3.84,Mellanox ConnectX-6 HDR 200Gb/s,10.0.102.28,Rocky Linux 8.7,4.18.0-425.19.2.el8_7.x86_64,2022-01-30,2025-01-29,Active,2.9.0,2000.0,SN-XE8545-368093,WU-IT-20066,PO-2021-HPC-002,865.0,5229.0,Cluster Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0
hpc-gpu-068,gpu068.whpc.westfield.edu,RowC-Rack03-U07,Dell,PowerEdge XE8545,"AMD EPYC 7763 (64C/128T, 2.45GHz)",2.0,128.0,1024.0,NVIDIA A100 80GB SXM4,8.0,640.0,2x 1.92TB NVMe PM9A3,3.84,Mellanox ConnectX-6 HDR 200Gb/s,10.0.102.29,Rocky Linux 8.7,4.18.0-425.19.2.el8_7.x86_64,2021-10-22,2024-10-21,Active,2.9.1,2000.0,SN-XE8545-903328,WU-IT-20067,PO-2021-HPC-002,803.0,5048.0,Cluster Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0
hpc-gpu-069,gpu069.whpc.westfield.edu,RowC-Rack03-U09,Dell,PowerEdge XE8545,"AMD EPYC 7763 (64C/128T, 2.45GHz)",2.0,128.0,1024.0,NVIDIA A100 80GB SXM4,8.0,640.0,2x 1.92TB NVMe PM9A3,3.84,Mellanox ConnectX-6 HDR 200Gb/s,10.0.102.30,Rocky Linux 8.7,4.18.0-425.19.2.el8_7.x86_64,2020-05-17,2023-05-17,Active,2.11.0,2000.0,SN-XE8545-276615,WU-IT-20068,PO-2021-HPC-002,855.0,5186.0,Cluster Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0
hpc-gpu-070,gpu070.whpc.westfield.edu,RowC-Rack03-U11,Dell,PowerEdge XE8545,"AMD EPYC 7763 (64C/128T, 2.45GHz)",2.0,128.0,1024.0,NVIDIA A100 80GB SXM4,8.0,640.0,2x 1.92TB NVMe PM9A3,3.84,Mellanox ConnectX-6 HDR 200Gb/s,10.0.102.31,Rocky Linux 8.7,4.18.0-425.19.2.el8_7.x86_64,2020-07-27,2023-07-27,Active,2.10.2,2000.0,SN-XE8545-641252,WU-IT-20069,PO-2021-HPC-002,810.0,5376.0,Cluster Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0
hpc-gpu-071,gpu071.whpc.westfield.edu,RowC-Rack03-U13,Dell,PowerEdge XE8545,"AMD EPYC 7763 (64C/128T, 2.45GHz)",2.0,128.0,1024.0,NVIDIA A100 80GB SXM4,8.0,640.0,2x 1.92TB NVMe PM9A3,3.84,Mellanox ConnectX-6 HDR 200Gb/s,10.0.102.32,Rocky Linux 8.7,4.18.0-425.19.2.el8_7.x86_64,2020-04-05,2023-04-05,Active,2.9.2,2000.0,SN-XE8545-244356,WU-IT-20070,PO-2021-HPC-002,839.0,4977.0,Cluster Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0
hpc-gpu-072,gpu072.whpc.westfield.edu,RowC-Rack03-U15,Dell,PowerEdge XE8545,"AMD EPYC 7763 (64C/128T, 2.45GHz)",2.0,128.0,1024.0,NVIDIA A100 80GB SXM4,8.0,640.0,2x 1.92TB NVMe PM9A3,3.84,Mellanox ConnectX-6 HDR 200Gb/s,10.0.102.33,Rocky Linux 8.7,4.18.0-425.19.2.el8_7.x86_64,2020-08-27,2023-08-27,Active,2.8.2,2000.0,SN-XE8545-965264,WU-IT-20071,PO-2021-HPC-002,870.0,5189.0,Cluster Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0
hpc-gpu-073,gpu073.whpc.westfield.edu,RowD-Rack01-U01,Dell,PowerEdge XE8545,"AMD EPYC 7763 (64C/128T, 2.45GHz)",2.0,128.0,1024.0,NVIDIA A100 80GB SXM4,8.0,640.0,2x 1.92TB NVMe PM9A3,3.84,Mellanox ConnectX-6 HDR 200Gb/s,10.0.103.10,Rocky Linux 8.7,4.18.0-425.19.2.el8_7.x86_64,2021-09-23,2024-09-22,Active,2.8.1,2000.0,SN-XE8545-159101,WU-IT-20072,PO-2021-HPC-002,837.0,5120.0,Cluster Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0
hpc-gpu-074,gpu074.whpc.westfield.edu,RowD-Rack01-U03,Dell,PowerEdge XE8545,"AMD EPYC 7763 (64C/128T, 2.45GHz)",2.0,128.0,1024.0,NVIDIA A100 80GB SXM4,8.0,640.0,2x 1.92TB NVMe PM9A3,3.84,Mellanox ConnectX-6 HDR 200Gb/s,10.0.103.11,Rocky Linux 8.7,4.18.0-425.19.2.el8_7.x86_64,2022-02-16,2025-02-15,Active,2.8.1,2000.0,SN-XE8545-750419,WU-IT-20073,PO-2021-HPC-002,893.0,4884.0,Cluster Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0
hpc-gpu-075,gpu075.whpc.westfield.edu,RowD-Rack01-U05,Dell,PowerEdge XE8545,"AMD EPYC 7763 (64C/128T, 2.45GHz)",2.0,128.0,1024.0,NVIDIA A100 80GB SXM4,8.0,640.0,2x 1.92TB NVMe PM9A3,3.84,Mellanox ConnectX-6 HDR 200Gb/s,10.0.103.12,Rocky Linux 8.7,4.18.0-425.19.2.el8_7.x86_64,2021-04-06,2024-04-05,Active,2.11.0,2000.0,SN-XE8545-404119,WU-IT-20074,PO-2021-HPC-002,820.0,5169.0,Cluster Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0
hpc-gpu-076,gpu076.whpc.westfield.edu,RowD-Rack01-U07,Dell,PowerEdge XE8545,"AMD EPYC 7763 (64C/128T, 2.45GHz)",2.0,128.0,1024.0,NVIDIA A100 80GB SXM4,8.0,640.0,2x 1.92TB NVMe PM9A3,3.84,Mellanox ConnectX-6 HDR 200Gb/s,10.0.103.13,Rocky Linux 8.7,4.18.0-425.19.2.el8_7.x86_64,2022-03-22,2025-03-21,Active,2.11.2,2000.0,SN-XE8545-786337,WU-IT-20075,PO-2021-HPC-002,852.0,5042.0,Cluster Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0
hpc-gpu-077,gpu077.whpc.westfield.edu,RowD-Rack01-U09,Dell,PowerEdge XE8545,"AMD EPYC 7763 (64C/128T, 2.45GHz)",2.0,128.0,1024.0,NVIDIA A100 80GB SXM4,8.0,640.0,2x 1.92TB NVMe PM9A3,3.84,Mellanox ConnectX-6 HDR 200Gb/s,10.0.103.14,Rocky Linux 8.7,4.18.0-425.19.2.el8_7.x86_64,2021-05-09,2024-05-08,Active,2.11.1,2000.0,SN-XE8545-636226,WU-IT-20076,PO-2021-HPC-002,831.0,5416.0,Cluster Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0
