Category,Subcategory,FY2025_Actual,FY2026_Estimated,FY2027_Proposed,Notes,_Sheet,Item,Qty,Unit_Cost,Extended,Vendor,Quote,Lead_Weeks,Software,Type,Current,Budget,Renewal,Position,Salary,Benefits_30,Total,Month,IT_kWh,Cooling_kWh,Total_kWh,Demand_kW,Blended_Rate,Energy_Cost,Demand_Charge,Distribution,Total_Monthly,Year,FY,HW_Amortization,Power,Cooling,Staffing,Maintenance,Facility_Mods,Training,Contingency,Discount_Factor,Undiscounted_Total,NPV_Total,Budgeted,Actual,Variance,Accrued,Part_Number,Quantity,Extended_Cost,Delivery_Status,PO_Number,Invoice,Seats_Current,Seats_Used,Peak_Concurrent,License_Type,Fiscal_Year,Month_Num,Variance_PCT,GL_Account,Cost_Center,Fund_Code,Approval_Status,NPV_Discount,NPV_Monthly,FA_Rate_Applied,Direct_Cost_Base,Depreciation_Period_Years,Original_Cost,IT_Load_kW,Rate_per_kWh,Hours,kWh
Staffing,Director,,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Jan,,,,,,,,,,,,,,,,,,,,,,,13769.17,12486.43,-1282.74,,,,,,,,,,,,FY2023,1.0,-9.3,66413.0,CC-WHPC-100,F-WHPC-8994,Closed,,,48.0,,,,,,,
Staffing,Director,,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Feb,,,,,,,,,,,,,,,,,,,,,,,13769.17,11920.37,-1848.8,,,,,,,,,,,,FY2023,2.0,-13.4,67648.0,CC-WHPC-100,F-WHPC-2904,Closed,,,48.0,,,,,,,
Staffing,Director,,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Mar,,,,,,,,,,,,,,,,,,,,,,,13769.17,15308.64,1539.48,,,,,,,,,,,,FY2023,3.0,11.2,62114.0,CC-WHPC-100,F-WHPC-7883,Closed,,,48.0,,,,,,,
Staffing,Director,,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Apr,,,,,,,,,,,,,,,,,,,,,,,13769.17,16463.24,2694.07,,,,,,,,,,,,FY2023,4.0,19.6,67904.0,CC-WHPC-100,F-WHPC-2868,Closed,,,48.0,,,,,,,
Staffing,Director,,,,,Historical_FY2023,,,,,,,,,,,,,,,,,May,,,,,,,,,,,,,,,,,,,,,,,13769.17,16270.14,2500.98,,,,,,,,,,,,FY2023,5.0,18.2,60811.0,CC-WHPC-100,F-WHPC-6318,Closed,,,48.0,,,,,,,
Staffing,Director,,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Jun,,,,,,,,,,,,,,,,,,,,,,,13769.17,11554.01,-2215.16,,,,,,,,,,,,FY2023,6.0,-16.1,63257.0,CC-WHPC-100,F-WHPC-2187,Closed,,,48.0,,,,,,,
Staffing,Director,,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Jul,,,,,,,,,,,,,,,,,,,,,,,13769.17,14126.45,357.28,,,,,,,,,,,,FY2023,7.0,2.6,61318.0,CC-WHPC-100,F-WHPC-9119,Closed,,,48.0,,,,,,,
Staffing,Director,,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Aug,,,,,,,,,,,,,,,,,,,,,,,13769.17,14417.2,648.03,,,,,,,,,,,,FY2023,8.0,4.7,69800.0,CC-WHPC-100,F-WHPC-4765,Closed,,,48.0,,,,,,,
Staffing,Director,,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Sep,,,,,,,,,,,,,,,,,,,,,,,13769.17,15261.06,1491.89,,,,,,,,,,,,FY2023,9.0,10.8,65222.0,CC-WHPC-100,F-WHPC-9525,Closed,,,48.0,,,,,,,
Staffing,Director,,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Oct,,,,,,,,,,,,,,,,,,,,,,,13769.17,12870.88,-898.29,,,,,,,,,,,,FY2023,10.0,-6.5,62297.0,CC-WHPC-100,F-WHPC-8551,Closed,,,48.0,,,,,,,
Staffing,Director,,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Nov,,,,,,,,,,,,,,,,,,,,,,,13769.17,13960.51,191.34,,,,,,,,,,,,FY2023,11.0,1.4,68236.0,CC-WHPC-100,F-WHPC-8709,Closed,,,48.0,,,,,,,
Staffing,Director,,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Dec,,,,,,,,,,,,,,,,,,,,,,,13769.17,13006.67,-762.49,,,,,,,,,,,,FY2023,12.0,-5.5,66362.0,CC-WHPC-100,F-WHPC-7990,Closed,,,48.0,,,,,,,
Staffing,Sr SysAdmin (3),,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Jan,,,,,,,,,,,,,,,,,,,,,,,32601.75,27760.23,-4841.52,,,,,,,,,,,,FY2023,1.0,-14.9,61382.0,CC-WHPC-100,F-WHPC-1903,Closed,,,48.0,,,,,,,
Staffing,Sr SysAdmin (3),,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Feb,,,,,,,,,,,,,,,,,,,,,,,32601.75,26279.89,-6321.86,,,,,,,,,,,,FY2023,2.0,-19.4,65175.0,CC-WHPC-100,F-WHPC-5113,Closed,,,48.0,,,,,,,
Staffing,Sr SysAdmin (3),,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Mar,,,,,,,,,,,,,,,,,,,,,,,32601.75,30381.5,-2220.25,,,,,,,,,,,,FY2023,3.0,-6.8,66975.0,CC-WHPC-100,F-WHPC-9631,Closed,,,48.0,,,,,,,
Staffing,Sr SysAdmin (3),,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Apr,,,,,,,,,,,,,,,,,,,,,,,32601.75,26476.17,-6125.58,,,,,,,,,,,,FY2023,4.0,-18.8,63409.0,CC-WHPC-100,F-WHPC-9771,Closed,,,48.0,,,,,,,
Staffing,Sr SysAdmin (3),,,,,Historical_FY2023,,,,,,,,,,,,,,,,,May,,,,,,,,,,,,,,,,,,,,,,,32601.75,33862.27,1260.52,,,,,,,,,,,,FY2023,5.0,3.9,61963.0,CC-WHPC-100,F-WHPC-2581,Closed,,,48.0,,,,,,,
Staffing,Sr SysAdmin (3),,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Jun,,,,,,,,,,,,,,,,,,,,,,,32601.75,35924.67,3322.92,,,,,,,,,,,,FY2023,6.0,10.2,69406.0,CC-WHPC-100,F-WHPC-2976,Closed,,,48.0,,,,,,,
Staffing,Sr SysAdmin (3),,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Jul,,,,,,,,,,,,,,,,,,,,,,,32601.75,33703.56,1101.81,,,,,,,,,,,,FY2023,7.0,3.4,66242.0,CC-WHPC-100,F-WHPC-2657,Closed,,,48.0,,,,,,,
Staffing,Sr SysAdmin (3),,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Aug,,,,,,,,,,,,,,,,,,,,,,,32601.75,28666.25,-3935.5,,,,,,,,,,,,FY2023,8.0,-12.1,69215.0,CC-WHPC-100,F-WHPC-7093,Closed,,,48.0,,,,,,,
Staffing,Sr SysAdmin (3),,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Sep,,,,,,,,,,,,,,,,,,,,,,,32601.75,30645.15,-1956.6,,,,,,,,,,,,FY2023,9.0,-6.0,64730.0,CC-WHPC-100,F-WHPC-6752,Closed,,,48.0,,,,,,,
Staffing,Sr SysAdmin (3),,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Oct,,,,,,,,,,,,,,,,,,,,,,,32601.75,35102.43,2500.68,,,,,,,,,,,,FY2023,10.0,7.7,61075.0,CC-WHPC-100,F-WHPC-1400,Closed,,,48.0,,,,,,,
Staffing,Sr SysAdmin (3),,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Nov,,,,,,,,,,,,,,,,,,,,,,,32601.75,30177.05,-2424.7,,,,,,,,,,,,FY2023,11.0,-7.4,69256.0,CC-WHPC-100,F-WHPC-3465,Closed,,,48.0,,,,,,,
Staffing,Sr SysAdmin (3),,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Dec,,,,,,,,,,,,,,,,,,,,,,,32601.75,31867.58,-734.17,,,,,,,,,,,,FY2023,12.0,-2.3,68429.0,CC-WHPC-100,F-WHPC-9089,Closed,,,48.0,,,,,,,
Staffing,SysAdmin (2),,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Jan,,,,,,,,,,,,,,,,,,,,,,,16611.83,19519.46,2907.63,,,,,,,,,,,,FY2023,1.0,17.5,69826.0,CC-WHPC-100,F-WHPC-9463,Closed,,,48.0,,,,,,,
Staffing,SysAdmin (2),,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Feb,,,,,,,,,,,,,,,,,,,,,,,16611.83,17445.52,833.68,,,,,,,,,,,,FY2023,2.0,5.0,62465.0,CC-WHPC-100,F-WHPC-4186,Closed,,,48.0,,,,,,,
Staffing,SysAdmin (2),,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Mar,,,,,,,,,,,,,,,,,,,,,,,16611.83,14046.83,-2565.0,,,,,,,,,,,,FY2023,3.0,-15.4,69656.0,CC-WHPC-100,F-WHPC-7907,Closed,,,48.0,,,,,,,
Staffing,SysAdmin (2),,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Apr,,,,,,,,,,,,,,,,,,,,,,,16611.83,14591.68,-2020.15,,,,,,,,,,,,FY2023,4.0,-12.2,65235.0,CC-WHPC-100,F-WHPC-9855,Closed,,,48.0,,,,,,,
Staffing,SysAdmin (2),,,,,Historical_FY2023,,,,,,,,,,,,,,,,,May,,,,,,,,,,,,,,,,,,,,,,,16611.83,15369.55,-1242.29,,,,,,,,,,,,FY2023,5.0,-7.5,67299.0,CC-WHPC-100,F-WHPC-8456,Closed,,,48.0,,,,,,,
Staffing,SysAdmin (2),,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Jun,,,,,,,,,,,,,,,,,,,,,,,16611.83,15095.44,-1516.39,,,,,,,,,,,,FY2023,6.0,-9.1,66701.0,CC-WHPC-100,F-WHPC-2774,Closed,,,48.0,,,,,,,
Staffing,SysAdmin (2),,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Jul,,,,,,,,,,,,,,,,,,,,,,,16611.83,18727.18,2115.35,,,,,,,,,,,,FY2023,7.0,12.7,66313.0,CC-WHPC-100,F-WHPC-2541,Closed,,,48.0,,,,,,,
Staffing,SysAdmin (2),,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Aug,,,,,,,,,,,,,,,,,,,,,,,16611.83,13386.3,-3225.54,,,,,,,,,,,,FY2023,8.0,-19.4,63843.0,CC-WHPC-100,F-WHPC-3606,Closed,,,48.0,,,,,,,
Staffing,SysAdmin (2),,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Sep,,,,,,,,,,,,,,,,,,,,,,,16611.83,18846.95,2235.12,,,,,,,,,,,,FY2023,9.0,13.5,66721.0,CC-WHPC-100,F-WHPC-4162,Closed,,,48.0,,,,,,,
Staffing,SysAdmin (2),,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Oct,,,,,,,,,,,,,,,,,,,,,,,16611.83,15345.77,-1266.06,,,,,,,,,,,,FY2023,10.0,-7.6,60382.0,CC-WHPC-100,F-WHPC-9449,Closed,,,48.0,,,,,,,
Staffing,SysAdmin (2),,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Nov,,,,,,,,,,,,,,,,,,,,,,,16611.83,14847.95,-1763.89,,,,,,,,,,,,FY2023,11.0,-10.6,62668.0,CC-WHPC-100,F-WHPC-6524,Closed,,,48.0,,,,,,,
Staffing,SysAdmin (2),,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Dec,,,,,,,,,,,,,,,,,,,,,,,16611.83,16972.6,360.76,,,,,,,,,,,,FY2023,12.0,2.2,61116.0,CC-WHPC-100,F-WHPC-5634,Closed,,,48.0,,,,,,,
Staffing,Storage Admin,,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Jan,,,,,,,,,,,,,,,,,,,,,,,10215.75,8273.25,-1942.5,,,,,,,,,,,,FY2023,1.0,-19.0,64055.0,CC-WHPC-100,F-WHPC-1139,Closed,,,48.0,,,,,,,
Staffing,Storage Admin,,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Feb,,,,,,,,,,,,,,,,,,,,,,,10215.75,10052.75,-163.0,,,,,,,,,,,,FY2023,2.0,-1.6,60679.0,CC-WHPC-100,F-WHPC-1152,Closed,,,48.0,,,,,,,
Staffing,Storage Admin,,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Mar,,,,,,,,,,,,,,,,,,,,,,,10215.75,8349.92,-1865.83,,,,,,,,,,,,FY2023,3.0,-18.3,61721.0,CC-WHPC-100,F-WHPC-1429,Closed,,,48.0,,,,,,,
Staffing,Storage Admin,,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Apr,,,,,,,,,,,,,,,,,,,,,,,10215.75,11164.6,948.85,,,,,,,,,,,,FY2023,4.0,9.3,64988.0,CC-WHPC-100,F-WHPC-9934,Closed,,,48.0,,,,,,,
Staffing,Storage Admin,,,,,Historical_FY2023,,,,,,,,,,,,,,,,,May,,,,,,,,,,,,,,,,,,,,,,,10215.75,9751.87,-463.88,,,,,,,,,,,,FY2023,5.0,-4.5,64778.0,CC-WHPC-100,F-WHPC-7419,Closed,,,48.0,,,,,,,
Staffing,Storage Admin,,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Jun,,,,,,,,,,,,,,,,,,,,,,,10215.75,8438.52,-1777.23,,,,,,,,,,,,FY2023,6.0,-17.4,65909.0,CC-WHPC-100,F-WHPC-3360,Closed,,,48.0,,,,,,,
Staffing,Storage Admin,,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Jul,,,,,,,,,,,,,,,,,,,,,,,10215.75,11199.1,983.35,,,,,,,,,,,,FY2023,7.0,9.6,61471.0,CC-WHPC-100,F-WHPC-9747,Closed,,,48.0,,,,,,,
Staffing,Storage Admin,,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Aug,,,,,,,,,,,,,,,,,,,,,,,10215.75,8244.82,-1970.93,,,,,,,,,,,,FY2023,8.0,-19.3,65683.0,CC-WHPC-100,F-WHPC-2524,Closed,,,48.0,,,,,,,
Staffing,Storage Admin,,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Sep,,,,,,,,,,,,,,,,,,,,,,,10215.75,10014.24,-201.51,,,,,,,,,,,,FY2023,9.0,-2.0,67015.0,CC-WHPC-100,F-WHPC-7358,Closed,,,48.0,,,,,,,
Staffing,Storage Admin,,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Oct,,,,,,,,,,,,,,,,,,,,,,,10215.75,9793.66,-422.09,,,,,,,,,,,,FY2023,10.0,-4.1,61477.0,CC-WHPC-100,F-WHPC-4119,Closed,,,48.0,,,,,,,
Staffing,Storage Admin,,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Nov,,,,,,,,,,,,,,,,,,,,,,,10215.75,8977.95,-1237.8,,,,,,,,,,,,FY2023,11.0,-12.1,61208.0,CC-WHPC-100,F-WHPC-9130,Closed,,,48.0,,,,,,,
Staffing,Storage Admin,,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Dec,,,,,,,,,,,,,,,,,,,,,,,10215.75,11568.7,1352.95,,,,,,,,,,,,FY2023,12.0,13.2,68007.0,CC-WHPC-100,F-WHPC-2360,Closed,,,48.0,,,,,,,
Staffing,Network Engineer,,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Jan,,,,,,,,,,,,,,,,,,,,,,,10482.25,11134.23,651.98,,,,,,,,,,,,FY2023,1.0,6.2,65117.0,CC-WHPC-100,F-WHPC-5045,Closed,,,48.0,,,,,,,
Staffing,Network Engineer,,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Feb,,,,,,,,,,,,,,,,,,,,,,,10482.25,11570.55,1088.3,,,,,,,,,,,,FY2023,2.0,10.4,63118.0,CC-WHPC-100,F-WHPC-9571,Closed,,,48.0,,,,,,,
Staffing,Network Engineer,,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Mar,,,,,,,,,,,,,,,,,,,,,,,10482.25,8952.79,-1529.46,,,,,,,,,,,,FY2023,3.0,-14.6,69356.0,CC-WHPC-100,F-WHPC-2369,Closed,,,48.0,,,,,,,
Staffing,Network Engineer,,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Apr,,,,,,,,,,,,,,,,,,,,,,,10482.25,9668.57,-813.68,,,,,,,,,,,,FY2023,4.0,-7.8,69247.0,CC-WHPC-100,F-WHPC-7100,Closed,,,48.0,,,,,,,
Staffing,Network Engineer,,,,,Historical_FY2023,,,,,,,,,,,,,,,,,May,,,,,,,,,,,,,,,,,,,,,,,10482.25,9801.71,-680.54,,,,,,,,,,,,FY2023,5.0,-6.5,69934.0,CC-WHPC-100,F-WHPC-4740,Closed,,,48.0,,,,,,,
Staffing,Network Engineer,,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Jun,,,,,,,,,,,,,,,,,,,,,,,10482.25,9829.41,-652.84,,,,,,,,,,,,FY2023,6.0,-6.2,60640.0,CC-WHPC-100,F-WHPC-7493,Closed,,,48.0,,,,,,,
Staffing,Network Engineer,,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Jul,,,,,,,,,,,,,,,,,,,,,,,10482.25,9740.08,-742.17,,,,,,,,,,,,FY2023,7.0,-7.1,64765.0,CC-WHPC-100,F-WHPC-1199,Closed,,,48.0,,,,,,,
Staffing,Network Engineer,,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Aug,,,,,,,,,,,,,,,,,,,,,,,10482.25,9114.66,-1367.59,,,,,,,,,,,,FY2023,8.0,-13.0,64975.0,CC-WHPC-100,F-WHPC-2832,Closed,,,48.0,,,,,,,
Staffing,Network Engineer,,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Sep,,,,,,,,,,,,,,,,,,,,,,,10482.25,8757.95,-1724.3,,,,,,,,,,,,FY2023,9.0,-16.4,69392.0,CC-WHPC-100,F-WHPC-9025,Closed,,,48.0,,,,,,,
Staffing,Network Engineer,,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Oct,,,,,,,,,,,,,,,,,,,,,,,10482.25,9625.63,-856.62,,,,,,,,,,,,FY2023,10.0,-8.2,60352.0,CC-WHPC-100,F-WHPC-9701,Closed,,,48.0,,,,,,,
Staffing,Network Engineer,,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Nov,,,,,,,,,,,,,,,,,,,,,,,10482.25,10428.05,-54.2,,,,,,,,,,,,FY2023,11.0,-0.5,64103.0,CC-WHPC-100,F-WHPC-7716,Closed,,,48.0,,,,,,,
Staffing,Network Engineer,,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Dec,,,,,,,,,,,,,,,,,,,,,,,10482.25,11870.54,1388.29,,,,,,,,,,,,FY2023,12.0,13.2,63383.0,CC-WHPC-100,F-WHPC-9293,Closed,,,48.0,,,,,,,
Staffing,Security Analyst,,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Jan,,,,,,,,,,,,,,,,,,,,,,,9771.67,11111.83,1340.16,,,,,,,,,,,,FY2023,1.0,13.7,62751.0,CC-WHPC-100,F-WHPC-6761,Closed,,,48.0,,,,,,,
Staffing,Security Analyst,,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Feb,,,,,,,,,,,,,,,,,,,,,,,9771.67,11551.79,1780.12,,,,,,,,,,,,FY2023,2.0,18.2,68325.0,CC-WHPC-100,F-WHPC-9091,Closed,,,48.0,,,,,,,
Staffing,Security Analyst,,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Mar,,,,,,,,,,,,,,,,,,,,,,,9771.67,10732.09,960.43,,,,,,,,,,,,FY2023,3.0,9.8,60716.0,CC-WHPC-100,F-WHPC-8590,Closed,,,48.0,,,,,,,
Staffing,Security Analyst,,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Apr,,,,,,,,,,,,,,,,,,,,,,,9771.67,9629.64,-142.02,,,,,,,,,,,,FY2023,4.0,-1.5,60085.0,CC-WHPC-100,F-WHPC-4686,Closed,,,48.0,,,,,,,
Staffing,Security Analyst,,,,,Historical_FY2023,,,,,,,,,,,,,,,,,May,,,,,,,,,,,,,,,,,,,,,,,9771.67,10658.72,887.05,,,,,,,,,,,,FY2023,5.0,9.1,65356.0,CC-WHPC-100,F-WHPC-7123,Closed,,,48.0,,,,,,,
Staffing,Security Analyst,,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Jun,,,,,,,,,,,,,,,,,,,,,,,9771.67,9836.37,64.7,,,,,,,,,,,,FY2023,6.0,0.7,69070.0,CC-WHPC-100,F-WHPC-9526,Closed,,,48.0,,,,,,,
Staffing,Security Analyst,,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Jul,,,,,,,,,,,,,,,,,,,,,,,9771.67,10802.32,1030.65,,,,,,,,,,,,FY2023,7.0,10.5,63846.0,CC-WHPC-100,F-WHPC-3240,Closed,,,48.0,,,,,,,
Staffing,Security Analyst,,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Aug,,,,,,,,,,,,,,,,,,,,,,,9771.67,9650.75,-120.92,,,,,,,,,,,,FY2023,8.0,-1.2,62330.0,CC-WHPC-100,F-WHPC-5360,Closed,,,48.0,,,,,,,
Staffing,Security Analyst,,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Sep,,,,,,,,,,,,,,,,,,,,,,,9771.67,8186.0,-1585.67,,,,,,,,,,,,FY2023,9.0,-16.2,60151.0,CC-WHPC-100,F-WHPC-1630,Closed,,,48.0,,,,,,,
Staffing,Security Analyst,,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Oct,,,,,,,,,,,,,,,,,,,,,,,9771.67,10974.64,1202.98,,,,,,,,,,,,FY2023,10.0,12.3,69876.0,CC-WHPC-100,F-WHPC-1655,Closed,,,48.0,,,,,,,
Staffing,Security Analyst,,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Nov,,,,,,,,,,,,,,,,,,,,,,,9771.67,8842.82,-928.85,,,,,,,,,,,,FY2023,11.0,-9.5,66600.0,CC-WHPC-100,F-WHPC-3551,Closed,,,48.0,,,,,,,
Staffing,Security Analyst,,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Dec,,,,,,,,,,,,,,,,,,,,,,,9771.67,11647.97,1876.3,,,,,,,,,,,,FY2023,12.0,19.2,66107.0,CC-WHPC-100,F-WHPC-6546,Closed,,,48.0,,,,,,,
Staffing,User Support (2),,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Jan,,,,,,,,,,,,,,,,,,,,,,,13680.33,14457.88,777.55,,,,,,,,,,,,FY2023,1.0,5.7,60527.0,CC-WHPC-100,F-WHPC-5247,Closed,,,48.0,,,,,,,
Staffing,User Support (2),,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Feb,,,,,,,,,,,,,,,,,,,,,,,13680.33,13982.58,302.25,,,,,,,,,,,,FY2023,2.0,2.2,65563.0,CC-WHPC-100,F-WHPC-6876,Closed,,,48.0,,,,,,,
Staffing,User Support (2),,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Mar,,,,,,,,,,,,,,,,,,,,,,,13680.33,11262.48,-2417.85,,,,,,,,,,,,FY2023,3.0,-17.7,69012.0,CC-WHPC-100,F-WHPC-3160,Closed,,,48.0,,,,,,,
Staffing,User Support (2),,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Apr,,,,,,,,,,,,,,,,,,,,,,,13680.33,14108.72,428.38,,,,,,,,,,,,FY2023,4.0,3.1,63081.0,CC-WHPC-100,F-WHPC-5752,Closed,,,48.0,,,,,,,
Staffing,User Support (2),,,,,Historical_FY2023,,,,,,,,,,,,,,,,,May,,,,,,,,,,,,,,,,,,,,,,,13680.33,14865.46,1185.13,,,,,,,,,,,,FY2023,5.0,8.7,60454.0,CC-WHPC-100,F-WHPC-6479,Closed,,,48.0,,,,,,,
Staffing,User Support (2),,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Jun,,,,,,,,,,,,,,,,,,,,,,,13680.33,12071.82,-1608.52,,,,,,,,,,,,FY2023,6.0,-11.8,63984.0,CC-WHPC-100,F-WHPC-3655,Closed,,,48.0,,,,,,,
Staffing,User Support (2),,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Jul,,,,,,,,,,,,,,,,,,,,,,,13680.33,15369.71,1689.37,,,,,,,,,,,,FY2023,7.0,12.3,67610.0,CC-WHPC-100,F-WHPC-2370,Closed,,,48.0,,,,,,,
Staffing,User Support (2),,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Aug,,,,,,,,,,,,,,,,,,,,,,,13680.33,14565.75,885.41,,,,,,,,,,,,FY2023,8.0,6.5,63626.0,CC-WHPC-100,F-WHPC-7510,Closed,,,48.0,,,,,,,
Staffing,User Support (2),,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Sep,,,,,,,,,,,,,,,,,,,,,,,13680.33,12105.33,-1575.0,,,,,,,,,,,,FY2023,9.0,-11.5,66094.0,CC-WHPC-100,F-WHPC-2579,Closed,,,48.0,,,,,,,
Staffing,User Support (2),,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Oct,,,,,,,,,,,,,,,,,,,,,,,13680.33,11877.1,-1803.23,,,,,,,,,,,,FY2023,10.0,-13.2,63775.0,CC-WHPC-100,F-WHPC-5901,Closed,,,48.0,,,,,,,
Staffing,User Support (2),,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Nov,,,,,,,,,,,,,,,,,,,,,,,13680.33,12552.76,-1127.57,,,,,,,,,,,,FY2023,11.0,-8.2,60309.0,CC-WHPC-100,F-WHPC-6585,Closed,,,48.0,,,,,,,
Staffing,User Support (2),,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Dec,,,,,,,,,,,,,,,,,,,,,,,13680.33,13800.74,120.41,,,,,,,,,,,,FY2023,12.0,0.9,63523.0,CC-WHPC-100,F-WHPC-6939,Closed,,,48.0,,,,,,,
Staffing,Admin Coordinator,,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Jan,,,,,,,,,,,,,,,,,,,,,,,5507.67,5251.33,-256.34,,,,,,,,,,,,FY2023,1.0,-4.7,63891.0,CC-WHPC-100,F-WHPC-5631,Closed,,,48.0,,,,,,,
Staffing,Admin Coordinator,,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Feb,,,,,,,,,,,,,,,,,,,,,,,5507.67,4595.47,-912.2,,,,,,,,,,,,FY2023,2.0,-16.6,66912.0,CC-WHPC-100,F-WHPC-6183,Closed,,,48.0,,,,,,,
Staffing,Admin Coordinator,,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Mar,,,,,,,,,,,,,,,,,,,,,,,5507.67,5233.94,-273.72,,,,,,,,,,,,FY2023,3.0,-5.0,61450.0,CC-WHPC-100,F-WHPC-7893,Closed,,,48.0,,,,,,,
Staffing,Admin Coordinator,,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Apr,,,,,,,,,,,,,,,,,,,,,,,5507.67,6235.32,727.66,,,,,,,,,,,,FY2023,4.0,13.2,62264.0,CC-WHPC-100,F-WHPC-1998,Closed,,,48.0,,,,,,,
Staffing,Admin Coordinator,,,,,Historical_FY2023,,,,,,,,,,,,,,,,,May,,,,,,,,,,,,,,,,,,,,,,,5507.67,5604.46,96.8,,,,,,,,,,,,FY2023,5.0,1.8,68573.0,CC-WHPC-100,F-WHPC-3399,Closed,,,48.0,,,,,,,
Staffing,Admin Coordinator,,,,,Historical_FY2023,,,,,,,,,,,,,,,,,Jun,,,,,,,,,,,,,,,,,,,,,,,5507.67,5332.82,-174.84,,,,,,,,,,,,FY2023,6.0,-3.2,64389.0,CC-WHPC-100,F-WHPC-5262,Closed,,,48.0,,,,,,,
