Config_Type,Name,Parameter,Value,Description,Last_Modified,Modified_By,Effective_Date,Change_Ticket
JobHistory,user036,Month_Apr,"jobs=304,gpu_hours=5549,cpu_hours=3951,wait_avg=17min,fail_rate=0.121",Apr usage statistics for Physics department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user037,Month_Feb,"jobs=480,gpu_hours=6753,cpu_hours=1519,wait_avg=26min,fail_rate=0.126",Feb usage statistics for CS department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user037,Month_Dec,"jobs=264,gpu_hours=9385,cpu_hours=2961,wait_avg=40min,fail_rate=0.149",Dec usage statistics for CS department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user038,Month_Sep,"jobs=98,gpu_hours=2989,cpu_hours=16933,wait_avg=8min,fail_rate=0.141",Sep usage statistics for Math department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user039,Month_Jul,"jobs=215,gpu_hours=1555,cpu_hours=16678,wait_avg=95min,fail_rate=0.14",Jul usage statistics for EarthSci department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user040,Month_May,"jobs=111,gpu_hours=6071,cpu_hours=8775,wait_avg=32min,fail_rate=0.02",May usage statistics for CS department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user041,Month_Mar,"jobs=453,gpu_hours=8906,cpu_hours=15422,wait_avg=49min,fail_rate=0.034",Mar usage statistics for CS department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user042,Month_Jan,"jobs=218,gpu_hours=9951,cpu_hours=237,wait_avg=63min,fail_rate=0.055",Jan usage statistics for Physics department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user042,Month_Oct,"jobs=39,gpu_hours=1559,cpu_hours=19970,wait_avg=8min,fail_rate=0.092",Oct usage statistics for Physics department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user043,Month_Aug,"jobs=119,gpu_hours=9008,cpu_hours=19244,wait_avg=82min,fail_rate=0.012",Aug usage statistics for EarthSci department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user044,Month_Jun,"jobs=77,gpu_hours=8516,cpu_hours=1046,wait_avg=13min,fail_rate=0.057",Jun usage statistics for Physics department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user045,Month_Apr,"jobs=158,gpu_hours=8801,cpu_hours=5832,wait_avg=59min,fail_rate=0.07",Apr usage statistics for MedRes department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user046,Month_Feb,"jobs=477,gpu_hours=5312,cpu_hours=4330,wait_avg=96min,fail_rate=0.115",Feb usage statistics for Chemistry department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user046,Month_Nov,"jobs=112,gpu_hours=6211,cpu_hours=4591,wait_avg=114min,fail_rate=0.139",Nov usage statistics for Chemistry department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user047,Month_Sep,"jobs=198,gpu_hours=5505,cpu_hours=16005,wait_avg=66min,fail_rate=0.078",Sep usage statistics for Math department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user048,Month_Jul,"jobs=234,gpu_hours=6984,cpu_hours=14490,wait_avg=78min,fail_rate=0.046",Jul usage statistics for Math department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user049,Month_May,"jobs=331,gpu_hours=9082,cpu_hours=11908,wait_avg=97min,fail_rate=0.097",May usage statistics for Math department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user050,Month_Mar,"jobs=168,gpu_hours=8230,cpu_hours=286,wait_avg=107min,fail_rate=0.033",Mar usage statistics for Chemistry department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user050,Month_Dec,"jobs=27,gpu_hours=6130,cpu_hours=3202,wait_avg=99min,fail_rate=0.121",Dec usage statistics for Chemistry department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user051,Month_Oct,"jobs=370,gpu_hours=9507,cpu_hours=1142,wait_avg=96min,fail_rate=0.08",Oct usage statistics for MedRes department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user052,Month_Aug,"jobs=240,gpu_hours=1574,cpu_hours=13251,wait_avg=106min,fail_rate=0.053",Aug usage statistics for CS department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user053,Month_Jun,"jobs=364,gpu_hours=4321,cpu_hours=12392,wait_avg=71min,fail_rate=0.022",Jun usage statistics for Math department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user054,Month_Apr,"jobs=291,gpu_hours=2072,cpu_hours=2374,wait_avg=52min,fail_rate=0.135",Apr usage statistics for Physics department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user055,Month_Jan,"jobs=396,gpu_hours=4990,cpu_hours=7202,wait_avg=78min,fail_rate=0.102",Jan usage statistics for Physics department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user055,Month_Nov,"jobs=218,gpu_hours=5807,cpu_hours=18104,wait_avg=75min,fail_rate=0.136",Nov usage statistics for Physics department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user056,Month_Sep,"jobs=128,gpu_hours=5463,cpu_hours=10733,wait_avg=6min,fail_rate=0.116",Sep usage statistics for Biology department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user057,Month_Jul,"jobs=203,gpu_hours=5680,cpu_hours=16484,wait_avg=18min,fail_rate=0.077",Jul usage statistics for Math department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user058,Month_May,"jobs=480,gpu_hours=4233,cpu_hours=3903,wait_avg=6min,fail_rate=0.126",May usage statistics for EarthSci department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user059,Month_Feb,"jobs=257,gpu_hours=476,cpu_hours=978,wait_avg=32min,fail_rate=0.137",Feb usage statistics for Physics department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user059,Month_Dec,"jobs=51,gpu_hours=5300,cpu_hours=19320,wait_avg=69min,fail_rate=0.15",Dec usage statistics for Physics department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user060,Month_Oct,"jobs=433,gpu_hours=4720,cpu_hours=1370,wait_avg=10min,fail_rate=0.09",Oct usage statistics for Math department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user061,Month_Aug,"jobs=389,gpu_hours=5446,cpu_hours=13914,wait_avg=16min,fail_rate=0.103",Aug usage statistics for Biology department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user062,Month_Jun,"jobs=261,gpu_hours=5961,cpu_hours=11933,wait_avg=99min,fail_rate=0.13",Jun usage statistics for Engineering department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user063,Month_Mar,"jobs=170,gpu_hours=9731,cpu_hours=4477,wait_avg=29min,fail_rate=0.142",Mar usage statistics for EarthSci department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user064,Month_Jan,"jobs=491,gpu_hours=485,cpu_hours=11926,wait_avg=35min,fail_rate=0.056",Jan usage statistics for EarthSci department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user064,Month_Nov,"jobs=349,gpu_hours=1578,cpu_hours=9823,wait_avg=25min,fail_rate=0.117",Nov usage statistics for EarthSci department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user065,Month_Sep,"jobs=456,gpu_hours=5940,cpu_hours=7345,wait_avg=96min,fail_rate=0.102",Sep usage statistics for Biology department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user066,Month_Jul,"jobs=327,gpu_hours=669,cpu_hours=15015,wait_avg=84min,fail_rate=0.016",Jul usage statistics for Math department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user067,Month_Apr,"jobs=52,gpu_hours=5728,cpu_hours=4368,wait_avg=49min,fail_rate=0.142",Apr usage statistics for MedRes department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user068,Month_Feb,"jobs=179,gpu_hours=9895,cpu_hours=8000,wait_avg=97min,fail_rate=0.127",Feb usage statistics for Math department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user068,Month_Dec,"jobs=424,gpu_hours=3712,cpu_hours=4980,wait_avg=118min,fail_rate=0.15",Dec usage statistics for Math department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user069,Month_Oct,"jobs=72,gpu_hours=765,cpu_hours=9993,wait_avg=33min,fail_rate=0.091",Oct usage statistics for EarthSci department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user070,Month_Aug,"jobs=458,gpu_hours=335,cpu_hours=12035,wait_avg=89min,fail_rate=0.053",Aug usage statistics for Math department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user071,Month_May,"jobs=56,gpu_hours=8115,cpu_hours=12075,wait_avg=59min,fail_rate=0.012",May usage statistics for Biology department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user072,Month_Mar,"jobs=255,gpu_hours=3724,cpu_hours=5753,wait_avg=63min,fail_rate=0.131",Mar usage statistics for Math department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user073,Month_Jan,"jobs=88,gpu_hours=2637,cpu_hours=13678,wait_avg=77min,fail_rate=0.026",Jan usage statistics for CS department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user073,Month_Nov,"jobs=30,gpu_hours=1657,cpu_hours=2422,wait_avg=67min,fail_rate=0.068",Nov usage statistics for CS department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user074,Month_Sep,"jobs=70,gpu_hours=2455,cpu_hours=15884,wait_avg=79min,fail_rate=0.119",Sep usage statistics for Engineering department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user075,Month_Jun,"jobs=305,gpu_hours=2195,cpu_hours=12232,wait_avg=63min,fail_rate=0.036",Jun usage statistics for Math department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user076,Month_Apr,"jobs=166,gpu_hours=8611,cpu_hours=14127,wait_avg=115min,fail_rate=0.135",Apr usage statistics for Physics department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user077,Month_Feb,"jobs=473,gpu_hours=8150,cpu_hours=8258,wait_avg=53min,fail_rate=0.036",Feb usage statistics for Chemistry department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user077,Month_Dec,"jobs=475,gpu_hours=4277,cpu_hours=802,wait_avg=48min,fail_rate=0.095",Dec usage statistics for Chemistry department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user078,Month_Oct,"jobs=485,gpu_hours=4841,cpu_hours=2761,wait_avg=10min,fail_rate=0.083",Oct usage statistics for Biology department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user079,Month_Aug,"jobs=229,gpu_hours=4109,cpu_hours=12199,wait_avg=117min,fail_rate=0.082",Aug usage statistics for Physics department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user080,Month_May,"jobs=385,gpu_hours=6114,cpu_hours=280,wait_avg=18min,fail_rate=0.096",May usage statistics for Math department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user081,Month_Mar,"jobs=312,gpu_hours=4892,cpu_hours=3913,wait_avg=41min,fail_rate=0.017",Mar usage statistics for EarthSci department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user082,Month_Jan,"jobs=404,gpu_hours=2553,cpu_hours=9828,wait_avg=65min,fail_rate=0.129",Jan usage statistics for CS department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user082,Month_Nov,"jobs=308,gpu_hours=7701,cpu_hours=9833,wait_avg=95min,fail_rate=0.123",Nov usage statistics for CS department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user083,Month_Sep,"jobs=298,gpu_hours=8807,cpu_hours=6580,wait_avg=84min,fail_rate=0.122",Sep usage statistics for CS department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user084,Month_Jun,"jobs=387,gpu_hours=3990,cpu_hours=1291,wait_avg=13min,fail_rate=0.12",Jun usage statistics for CS department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user085,Month_Apr,"jobs=390,gpu_hours=335,cpu_hours=13953,wait_avg=70min,fail_rate=0.072",Apr usage statistics for CS department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user086,Month_Feb,"jobs=15,gpu_hours=684,cpu_hours=8748,wait_avg=73min,fail_rate=0.149",Feb usage statistics for Chemistry department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user086,Month_Dec,"jobs=244,gpu_hours=9815,cpu_hours=11153,wait_avg=44min,fail_rate=0.143",Dec usage statistics for Chemistry department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user087,Month_Oct,"jobs=38,gpu_hours=2184,cpu_hours=19138,wait_avg=24min,fail_rate=0.118",Oct usage statistics for Engineering department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user088,Month_Jul,"jobs=460,gpu_hours=3828,cpu_hours=9626,wait_avg=113min,fail_rate=0.138",Jul usage statistics for Engineering department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user089,Month_May,"jobs=270,gpu_hours=1803,cpu_hours=4516,wait_avg=86min,fail_rate=0.087",May usage statistics for CS department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user090,Month_Mar,"jobs=312,gpu_hours=7684,cpu_hours=13578,wait_avg=102min,fail_rate=0.038",Mar usage statistics for EarthSci department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user091,Month_Jan,"jobs=122,gpu_hours=4132,cpu_hours=11474,wait_avg=84min,fail_rate=0.079",Jan usage statistics for Engineering department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user091,Month_Nov,"jobs=423,gpu_hours=6169,cpu_hours=12067,wait_avg=10min,fail_rate=0.047",Nov usage statistics for Engineering department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user092,Month_Aug,"jobs=279,gpu_hours=1586,cpu_hours=7807,wait_avg=105min,fail_rate=0.127",Aug usage statistics for Chemistry department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user093,Month_Jun,"jobs=283,gpu_hours=6939,cpu_hours=18815,wait_avg=61min,fail_rate=0.092",Jun usage statistics for Biology department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user094,Month_Apr,"jobs=268,gpu_hours=7727,cpu_hours=8891,wait_avg=34min,fail_rate=0.139",Apr usage statistics for CS department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user095,Month_Feb,"jobs=304,gpu_hours=4256,cpu_hours=5285,wait_avg=114min,fail_rate=0.052",Feb usage statistics for Biology department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user095,Month_Dec,"jobs=482,gpu_hours=9991,cpu_hours=19918,wait_avg=19min,fail_rate=0.064",Dec usage statistics for Biology department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user096,Month_Sep,"jobs=208,gpu_hours=7131,cpu_hours=6175,wait_avg=98min,fail_rate=0.136",Sep usage statistics for MedRes department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user097,Month_Jul,"jobs=45,gpu_hours=3649,cpu_hours=10777,wait_avg=74min,fail_rate=0.026",Jul usage statistics for Physics department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user098,Month_May,"jobs=426,gpu_hours=3669,cpu_hours=8109,wait_avg=41min,fail_rate=0.028",May usage statistics for EarthSci department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user099,Month_Mar,"jobs=301,gpu_hours=7757,cpu_hours=4643,wait_avg=13min,fail_rate=0.12",Mar usage statistics for Math department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user100,Month_Jan,"jobs=166,gpu_hours=3438,cpu_hours=6934,wait_avg=36min,fail_rate=0.136",Jan usage statistics for Math department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user100,Month_Oct,"jobs=481,gpu_hours=1920,cpu_hours=16011,wait_avg=47min,fail_rate=0.113",Oct usage statistics for Math department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user101,Month_Aug,"jobs=442,gpu_hours=691,cpu_hours=4304,wait_avg=25min,fail_rate=0.116",Aug usage statistics for Engineering department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user102,Month_Jun,"jobs=368,gpu_hours=609,cpu_hours=19047,wait_avg=70min,fail_rate=0.077",Jun usage statistics for MedRes department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user103,Month_Apr,"jobs=286,gpu_hours=1015,cpu_hours=7513,wait_avg=93min,fail_rate=0.055",Apr usage statistics for Biology department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user104,Month_Feb,"jobs=287,gpu_hours=3653,cpu_hours=12841,wait_avg=49min,fail_rate=0.021",Feb usage statistics for MedRes department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user104,Month_Nov,"jobs=95,gpu_hours=7564,cpu_hours=10134,wait_avg=35min,fail_rate=0.068",Nov usage statistics for MedRes department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user105,Month_Sep,"jobs=302,gpu_hours=9781,cpu_hours=15806,wait_avg=102min,fail_rate=0.141",Sep usage statistics for Math department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user106,Month_Jul,"jobs=375,gpu_hours=2503,cpu_hours=19569,wait_avg=63min,fail_rate=0.127",Jul usage statistics for EarthSci department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user107,Month_May,"jobs=195,gpu_hours=3253,cpu_hours=13890,wait_avg=9min,fail_rate=0.116",May usage statistics for Engineering department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user108,Month_Mar,"jobs=19,gpu_hours=1264,cpu_hours=12273,wait_avg=32min,fail_rate=0.012",Mar usage statistics for Math department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user108,Month_Dec,"jobs=86,gpu_hours=9912,cpu_hours=4511,wait_avg=30min,fail_rate=0.101",Dec usage statistics for Math department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user109,Month_Oct,"jobs=463,gpu_hours=697,cpu_hours=5761,wait_avg=36min,fail_rate=0.01",Oct usage statistics for EarthSci department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user110,Month_Aug,"jobs=487,gpu_hours=9910,cpu_hours=6699,wait_avg=18min,fail_rate=0.032",Aug usage statistics for Engineering department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user111,Month_Jun,"jobs=479,gpu_hours=5599,cpu_hours=10561,wait_avg=104min,fail_rate=0.077",Jun usage statistics for MedRes department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user112,Month_Apr,"jobs=103,gpu_hours=1573,cpu_hours=18653,wait_avg=53min,fail_rate=0.05",Apr usage statistics for MedRes department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user113,Month_Jan,"jobs=434,gpu_hours=5567,cpu_hours=13797,wait_avg=75min,fail_rate=0.134",Jan usage statistics for EarthSci department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user113,Month_Nov,"jobs=234,gpu_hours=3447,cpu_hours=19822,wait_avg=90min,fail_rate=0.145",Nov usage statistics for EarthSci department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user114,Month_Sep,"jobs=465,gpu_hours=6019,cpu_hours=19209,wait_avg=18min,fail_rate=0.026",Sep usage statistics for Biology department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user115,Month_Jul,"jobs=475,gpu_hours=4707,cpu_hours=9562,wait_avg=52min,fail_rate=0.011",Jul usage statistics for Biology department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user116,Month_May,"jobs=307,gpu_hours=6696,cpu_hours=2607,wait_avg=110min,fail_rate=0.089",May usage statistics for MedRes department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user117,Month_Feb,"jobs=405,gpu_hours=4091,cpu_hours=1353,wait_avg=7min,fail_rate=0.077",Feb usage statistics for Biology department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user117,Month_Dec,"jobs=318,gpu_hours=3069,cpu_hours=13690,wait_avg=82min,fail_rate=0.089",Dec usage statistics for Biology department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user118,Month_Oct,"jobs=97,gpu_hours=9301,cpu_hours=15501,wait_avg=21min,fail_rate=0.041",Oct usage statistics for Chemistry department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user119,Month_Aug,"jobs=396,gpu_hours=6344,cpu_hours=9711,wait_avg=117min,fail_rate=0.071",Aug usage statistics for Chemistry department,2026-06-30,slurmdbd,2026-06-30,AUTO
JobHistory,user120,Month_Jun,"jobs=327,gpu_hours=2907,cpu_hours=3808,wait_avg=30min,fail_rate=0.06",Jun usage statistics for Math department,2026-06-30,slurmdbd,2026-06-30,AUTO
NodeHealth,hpc-gpu-001,Q4_FY2026,"uptime=97.57%,gpu_errors=1,temp_max=74C,power_avg=4819W,jobs=1584,drain_hours=33.6",Quarterly node health metrics,2026-06-30,health_check,2026-12-30,AUTO
NodeHealth,hpc-gpu-004,Q1_FY2026,"uptime=98.02%,gpu_errors=19,temp_max=89C,power_avg=4030W,jobs=699,drain_hours=36.7",Quarterly node health metrics,2026-06-30,health_check,2026-03-30,AUTO
NodeHealth,hpc-gpu-006,Q3_FY2026,"uptime=98.17%,gpu_errors=14,temp_max=80C,power_avg=3123W,jobs=355,drain_hours=22.0",Quarterly node health metrics,2026-06-30,health_check,2026-09-30,AUTO
NodeHealth,hpc-gpu-009,Q1_FY2026,"uptime=98.48%,gpu_errors=19,temp_max=74C,power_avg=4588W,jobs=1815,drain_hours=37.7",Quarterly node health metrics,2026-06-30,health_check,2026-03-30,AUTO
NodeHealth,hpc-gpu-011,Q3_FY2026,"uptime=95.21%,gpu_errors=13,temp_max=75C,power_avg=4500W,jobs=466,drain_hours=46.6",Quarterly node health metrics,2026-06-30,health_check,2026-09-30,AUTO
NodeHealth,hpc-gpu-014,Q1_FY2026,"uptime=96.56%,gpu_errors=16,temp_max=88C,power_avg=3583W,jobs=800,drain_hours=36.1",Quarterly node health metrics,2026-06-30,health_check,2026-03-30,AUTO
NodeHealth,hpc-gpu-016,Q2_FY2026,"uptime=98.85%,gpu_errors=19,temp_max=88C,power_avg=4703W,jobs=1046,drain_hours=43.1",Quarterly node health metrics,2026-06-30,health_check,2026-06-30,AUTO
NodeHealth,hpc-gpu-018,Q4_FY2026,"uptime=96.68%,gpu_errors=14,temp_max=82C,power_avg=3878W,jobs=1911,drain_hours=34.9",Quarterly node health metrics,2026-06-30,health_check,2026-12-30,AUTO
NodeHealth,hpc-gpu-021,Q2_FY2026,"uptime=96.62%,gpu_errors=13,temp_max=88C,power_avg=3448W,jobs=253,drain_hours=23.2",Quarterly node health metrics,2026-06-30,health_check,2026-06-30,AUTO
NodeHealth,hpc-gpu-023,Q4_FY2026,"uptime=98.73%,gpu_errors=13,temp_max=86C,power_avg=4810W,jobs=508,drain_hours=29.2",Quarterly node health metrics,2026-06-30,health_check,2026-12-30,AUTO
NodeHealth,hpc-gpu-026,Q2_FY2026,"uptime=99.89%,gpu_errors=17,temp_max=74C,power_avg=4817W,jobs=878,drain_hours=1.6",Quarterly node health metrics,2026-06-30,health_check,2026-06-30,AUTO
NodeHealth,hpc-gpu-028,Q3_FY2026,"uptime=98.87%,gpu_errors=12,temp_max=83C,power_avg=4023W,jobs=1405,drain_hours=20.3",Quarterly node health metrics,2026-06-30,health_check,2026-09-30,AUTO
NodeHealth,hpc-gpu-031,Q1_FY2026,"uptime=95.14%,gpu_errors=17,temp_max=73C,power_avg=4480W,jobs=1033,drain_hours=39.3",Quarterly node health metrics,2026-06-30,health_check,2026-03-30,AUTO
NodeHealth,hpc-gpu-033,Q3_FY2026,"uptime=97.65%,gpu_errors=8,temp_max=85C,power_avg=3106W,jobs=1915,drain_hours=35.2",Quarterly node health metrics,2026-06-30,health_check,2026-09-30,AUTO
NodeHealth,hpc-gpu-036,Q1_FY2026,"uptime=95.02%,gpu_errors=5,temp_max=80C,power_avg=5168W,jobs=624,drain_hours=30.5",Quarterly node health metrics,2026-06-30,health_check,2026-03-30,AUTO
NodeHealth,hpc-gpu-038,Q3_FY2026,"uptime=96.6%,gpu_errors=1,temp_max=78C,power_avg=3554W,jobs=806,drain_hours=35.8",Quarterly node health metrics,2026-06-30,health_check,2026-09-30,AUTO
NodeHealth,hpc-gpu-040,Q4_FY2026,"uptime=99.84%,gpu_errors=15,temp_max=88C,power_avg=4418W,jobs=555,drain_hours=40.9",Quarterly node health metrics,2026-06-30,health_check,2026-12-30,AUTO
NodeHealth,hpc-gpu-043,Q2_FY2026,"uptime=99.54%,gpu_errors=8,temp_max=80C,power_avg=3487W,jobs=1977,drain_hours=46.2",Quarterly node health metrics,2026-06-30,health_check,2026-06-30,AUTO
NodeHealth,hpc-gpu-045,Q4_FY2026,"uptime=98.81%,gpu_errors=5,temp_max=83C,power_avg=3432W,jobs=1537,drain_hours=19.2",Quarterly node health metrics,2026-06-30,health_check,2026-12-30,AUTO
NodeHealth,hpc-gpu-048,Q2_FY2026,"uptime=96.55%,gpu_errors=19,temp_max=81C,power_avg=4080W,jobs=291,drain_hours=5.2",Quarterly node health metrics,2026-06-30,health_check,2026-06-30,AUTO
NodeHealth,hpc-gpu-050,Q4_FY2026,"uptime=97.97%,gpu_errors=15,temp_max=83C,power_avg=3646W,jobs=888,drain_hours=31.4",Quarterly node health metrics,2026-06-30,health_check,2026-12-30,AUTO
NodeHealth,hpc-gpu-053,Q1_FY2026,"uptime=96.31%,gpu_errors=12,temp_max=76C,power_avg=4627W,jobs=828,drain_hours=7.8",Quarterly node health metrics,2026-06-30,health_check,2026-03-30,AUTO
NodeHealth,hpc-gpu-055,Q3_FY2026,"uptime=96.3%,gpu_errors=16,temp_max=84C,power_avg=4311W,jobs=1039,drain_hours=25.2",Quarterly node health metrics,2026-06-30,health_check,2026-09-30,AUTO
NodeHealth,hpc-gpu-058,Q1_FY2026,"uptime=99.37%,gpu_errors=14,temp_max=82C,power_avg=3389W,jobs=1898,drain_hours=13.4",Quarterly node health metrics,2026-06-30,health_check,2026-03-30,AUTO
NodeHealth,hpc-gpu-060,Q3_FY2026,"uptime=97.46%,gpu_errors=16,temp_max=85C,power_avg=3434W,jobs=1745,drain_hours=26.3",Quarterly node health metrics,2026-06-30,health_check,2026-09-30,AUTO
NodeHealth,hpc-gpu-063,Q1_FY2026,"uptime=96.01%,gpu_errors=14,temp_max=81C,power_avg=3768W,jobs=1238,drain_hours=42.5",Quarterly node health metrics,2026-06-30,health_check,2026-03-30,AUTO
NodeHealth,hpc-gpu-065,Q2_FY2026,"uptime=99.58%,gpu_errors=8,temp_max=81C,power_avg=3922W,jobs=308,drain_hours=41.6",Quarterly node health metrics,2026-06-30,health_check,2026-06-30,AUTO
NodeHealth,hpc-gpu-067,Q4_FY2026,"uptime=97.93%,gpu_errors=1,temp_max=72C,power_avg=3740W,jobs=670,drain_hours=1.7",Quarterly node health metrics,2026-06-30,health_check,2026-12-30,AUTO
NodeHealth,hpc-gpu-070,Q2_FY2026,"uptime=95.27%,gpu_errors=19,temp_max=84C,power_avg=4599W,jobs=897,drain_hours=43.0",Quarterly node health metrics,2026-06-30,health_check,2026-06-30,AUTO
