Month,Month_Num,Fiscal_Quarter,Department,Partition,Job_Size_Category,Jobs_Submitted,Jobs_Completed,Jobs_Failed,Jobs_Cancelled,Jobs_Timeout,Jobs_OOM,Jobs_Preempted,Total_GPU_Hours,Total_CPU_Hours,Total_Memory_GB_Hours,Total_Storage_Read_TB,Total_Storage_Write_TB,Avg_Wait_Minutes,Median_Wait_Minutes,P95_Wait_Minutes,P99_Wait_Minutes,Avg_Runtime_Hours,Median_Runtime_Hours,Avg_GPU_Utilization_PCT,Avg_Memory_Utilization_PCT,Avg_IB_BW_GBps,Total_Energy_kWh,Cost_Allocation_USD,Walltime_Accuracy_PCT,SLA_Met_PCT
Apr,4,Q2,Physics,preemptible,65-128_GPU,197,184,6,8,2,3,10,190315.8,415141.9,169148113.0,70332.12,34314.0,104.3,73.0,260.8,417.2,55.3,33.2,78.0,60.8,14.0,1046737.0,542400.09,59.0,91.8
Apr,4,Q2,Biology,gpu,1-GPU,51,48,2,1,0,0,0,529.1,1555.3,260455.0,17.73,36.16,9.5,6.7,23.8,38.1,70.0,42.0,47.9,82.0,166.7,2910.0,1508.06,56.5,88.0
Apr,4,Q2,Biology,gpu,65-128_GPU,118,100,4,1,2,1,0,15702.4,50987.1,6175998.0,5525.43,4246.68,64.0,44.8,160.1,256.2,23.5,14.1,72.3,71.5,40.7,86363.0,44751.82,44.1,92.4
Apr,4,Q2,Biology,large,129-256_GPU,138,122,8,2,0,2,0,730119.4,1228074.1,524941147.0,276422.64,98352.45,98.4,68.9,245.9,393.5,65.0,39.0,50.0,50.6,16.3,4015657.0,2080840.34,55.6,91.6
Apr,4,Q2,Biology,priority,129-256_GPU,22,19,1,0,0,0,0,114173.8,408483.5,65070148.0,48419.88,25204.34,41.7,29.2,104.3,166.9,41.9,25.1,54.0,39.6,126.7,627956.0,325395.35,66.4,95.1
Apr,4,Q2,Biology,preemptible,1-GPU,365,333,23,11,9,5,9,3137.8,5007.8,1191679.0,133.67,152.49,114.4,80.1,285.9,457.5,52.3,31.4,64.4,37.2,59.7,17258.0,8942.63,47.3,99.1
Apr,4,Q2,Biology,preemptible,9-16_GPU,258,222,15,8,7,1,10,65786.8,110047.4,66671551.0,25447.59,16056.73,60.2,42.2,150.6,241.0,70.1,42.0,81.8,55.9,81.0,361827.0,187492.26,54.0,93.6
Apr,4,Q2,Chemistry,gpu,3-4_GPU,295,273,22,7,7,3,0,30176.7,113186.7,16203813.0,10937.13,8406.51,8.0,5.6,20.0,32.1,40.1,24.1,83.7,80.8,51.5,165972.0,86003.69,46.5,94.4
Apr,4,Q2,Chemistry,gpu,17-32_GPU,250,243,9,3,1,4,0,33114.1,108705.0,30028672.0,14842.38,9115.42,59.8,41.9,149.6,239.3,17.0,10.2,39.6,67.7,121.3,182128.0,94375.25,94.6,96.6
Apr,4,Q2,Chemistry,gpu,129-256_GPU,85,78,4,1,0,1,0,416848.8,803015.1,366761087.0,172348.05,36851.55,70.7,49.5,176.7,282.7,58.3,35.0,82.9,27.2,41.1,2292669.0,1188019.18,68.3,92.9
Apr,4,Q2,Chemistry,debug,1-GPU,378,329,16,9,5,1,0,11596.6,27058.1,3821782.0,5741.26,3182.04,41.5,29.1,103.9,166.2,49.5,29.7,66.4,70.9,123.0,63781.0,33050.37,44.1,94.2
Apr,4,Q2,Chemistry,priority,17-32_GPU,358,346,19,12,0,2,0,254914.0,588630.3,98879438.0,10371.4,10344.58,30.5,21.4,76.3,122.1,24.9,15.0,60.0,58.5,59.6,1402027.0,726504.9,63.1,97.1
Apr,4,Q2,Computer Science,gpu,5-8_GPU,35,32,3,0,1,0,0,7782.2,14115.0,7389889.0,1546.4,1848.36,119.6,83.7,298.9,478.2,69.9,41.9,60.1,46.8,170.7,42802.0,22179.17,78.5,98.1
Apr,4,Q2,Computer Science,gpu,65-128_GPU,215,202,15,4,6,0,0,388895.8,882899.1,346397503.0,44055.01,46946.56,35.0,24.5,87.6,140.1,60.9,36.5,60.7,64.8,100.7,2138927.0,1108353.04,50.2,88.4
Apr,4,Q2,Computer Science,priority,17-32_GPU,418,376,14,14,8,0,0,31792.6,101257.7,24112441.0,10575.59,488.48,99.3,69.5,248.3,397.2,20.5,12.3,68.3,61.8,80.3,174859.0,90608.99,89.6,91.9
Apr,4,Q2,Computer Science,priority,129-256_GPU,30,28,2,0,0,0,0,48369.1,159307.6,30297771.0,21477.22,6678.34,93.2,65.3,233.0,372.9,4.4,2.7,59.8,67.8,18.5,266030.0,137852.04,43.1,94.1
Apr,4,Q2,Earth Sciences,large,2-GPU,33,28,1,0,0,0,0,1279.3,4147.0,952355.0,457.45,240.86,91.5,64.0,228.7,365.9,20.4,12.3,81.8,46.1,100.7,7036.0,3646.1,76.9,93.6
Apr,4,Q2,Earth Sciences,preemptible,17-32_GPU,482,458,41,10,5,7,1,88452.8,244981.3,55186635.0,40776.58,23535.18,93.2,65.2,233.0,372.8,50.2,30.1,83.3,26.3,160.3,486490.0,252090.43,90.1,96.0
Apr,4,Q2,Mathematics,large,65-128_GPU,129,125,8,4,1,2,0,117989.0,212554.7,45004332.0,43851.75,13217.73,6.0,4.2,14.9,23.9,1.1,0.7,77.5,67.4,60.2,648940.0,336268.73,91.4,94.1
Apr,4,Q2,Mathematics,priority,2-GPU,253,243,5,9,3,3,0,17348.0,52936.6,10724355.0,886.34,5112.54,47.8,33.5,119.6,191.3,23.2,13.9,40.2,34.5,78.6,95414.0,49441.72,92.0,91.5
Apr,4,Q2,Mathematics,preemptible,1-GPU,358,313,23,11,6,4,24,16742.7,33915.9,7098525.0,4722.59,1746.63,19.1,13.4,47.8,76.5,53.6,32.2,54.1,26.2,109.9,92085.0,47716.61,93.5,97.1
Apr,4,Q2,Mathematics,preemptible,2-GPU,305,280,22,12,9,2,14,10857.8,27503.4,5537246.0,1374.44,3249.59,72.9,51.0,182.3,291.7,48.3,29.0,35.8,28.9,107.0,59718.0,30944.78,79.0,96.7
Apr,4,Q2,Mathematics,preemptible,65-128_GPU,299,255,26,9,7,2,7,280799.2,845329.4,148896960.0,36359.69,74760.23,21.6,15.1,54.0,86.5,32.4,19.4,52.7,42.5,115.5,1544396.0,800277.86,46.8,90.6
Apr,4,Q2,Engineering,gpu,2-GPU,140,135,4,6,3,2,0,3137.0,6618.2,1680025.0,820.91,438.01,81.6,57.1,204.0,326.4,12.4,7.5,94.2,27.1,71.8,17254.0,8940.52,93.3,92.4
Apr,4,Q2,Engineering,gpu,65-128_GPU,132,127,7,5,0,0,0,140859.9,370222.3,41877274.0,49153.52,38420.3,65.4,45.8,163.5,261.6,52.5,31.5,88.3,44.6,46.0,774730.0,401450.8,55.1,91.4
Apr,4,Q2,Engineering,priority,3-4_GPU,143,129,9,6,3,0,0,9338.4,31540.6,6743609.0,1677.2,2282.0,7.3,5.1,18.2,29.1,28.4,17.0,45.3,33.7,22.7,51361.0,26614.43,69.9,89.5
Apr,4,Q2,Engineering,preemptible,33-64_GPU,235,226,6,4,2,3,9,297735.9,755252.3,234315707.0,7549.23,72672.89,21.3,14.9,53.1,85.0,47.3,28.4,94.2,27.8,91.7,1637548.0,848547.46,80.7,93.7
Apr,4,Q2,Engineering,preemptible,129-256_GPU,451,432,29,10,2,1,12,2758528.7,10505322.9,1697190106.0,816723.76,278299.2,26.4,18.5,66.1,105.7,62.1,37.2,56.4,25.8,5.4,15171908.0,7861806.9,89.9,88.2
Apr,4,Q2,Medical Research,debug,2-GPU,218,203,12,5,5,0,0,9598.9,29931.2,6567953.0,2471.03,1886.76,114.4,80.1,286.0,457.6,62.3,37.4,46.2,66.7,114.7,52794.0,27356.98,49.9,93.4
May,5,Q2,Physics,gpu,2-GPU,168,145,11,6,0,2,0,1880.8,3660.6,1315600.0,384.75,554.92,86.5,60.6,216.3,346.1,16.1,9.7,35.6,57.7,32.9,10345.0,5360.4,58.1,89.6
May,5,Q2,Physics,gpu,129-256_GPU,536,460,24,20,14,3,0,2534691.0,7258479.4,1616021829.0,607610.42,93999.36,30.7,21.5,76.6,122.6,10.2,6.1,80.6,56.2,165.5,13940800.0,7223869.33,85.9,91.3
May,5,Q2,Physics,debug,2-GPU,169,150,11,4,1,2,0,3339.5,7005.3,1721772.0,1536.2,317.74,55.2,38.6,137.9,220.7,45.8,27.5,67.6,28.2,124.0,18367.0,9517.69,83.8,99.7
May,5,Q2,Physics,priority,17-32_GPU,68,61,5,1,0,1,0,33096.2,67064.8,21872267.0,9345.01,5766.44,126.1,88.3,315.2,504.4,54.6,32.8,42.5,46.0,105.3,182029.0,94324.12,53.6,94.0
May,5,Q2,Physics,preemptible,2-GPU,314,299,8,6,1,2,19,29193.5,52098.0,28695965.0,12864.0,7390.15,25.5,17.8,63.7,101.9,4.2,2.5,60.0,73.1,141.0,160564.0,83201.4,53.6,91.1
May,5,Q2,Physics,preemptible,65-128_GPU,13,12,0,0,0,0,0,18629.4,35616.6,9517236.0,9125.64,2557.9,25.4,17.8,63.5,101.5,54.1,32.5,90.4,67.2,134.1,102462.0,53093.93,50.5,92.4
May,5,Q2,Biology,gpu,65-128_GPU,229,212,16,8,1,4,0,365073.0,751869.6,196637266.0,141036.33,19754.79,7.4,5.2,18.5,29.6,12.1,7.2,63.2,56.3,139.8,2007902.0,1040458.06,74.2,92.8
May,5,Q2,Biology,preemptible,65-128_GPU,116,109,5,2,2,0,1,38033.9,88491.7,34158753.0,4150.77,8343.37,8.3,5.8,20.8,33.3,65.7,39.4,48.5,30.3,162.5,209187.0,108396.69,89.6,95.3
May,5,Q2,Chemistry,gpu,9-16_GPU,57,50,2,1,0,1,0,20879.1,41012.1,18040137.0,2772.0,757.82,32.5,22.8,81.4,130.2,56.8,34.1,57.4,49.9,6.2,114835.0,59505.43,88.8,98.2
May,5,Q2,Chemistry,large,9-16_GPU,239,203,13,9,1,1,0,10523.9,27810.5,6351064.0,4666.31,1289.07,85.1,59.6,212.9,340.6,62.2,37.3,64.1,63.1,59.4,57881.0,29993.04,87.7,99.5
May,5,Q2,Chemistry,large,17-32_GPU,389,352,12,18,4,0,0,93388.8,192008.6,21531065.0,7916.63,8652.68,76.6,53.6,191.5,306.4,39.9,23.9,72.8,83.3,52.6,513638.0,266157.99,83.4,98.9
May,5,Q2,Chemistry,priority,3-4_GPU,172,162,6,8,2,0,0,7801.9,11928.8,6527714.0,1645.76,1436.79,96.0,67.2,240.0,384.0,11.4,6.8,92.1,56.0,145.8,42910.0,22235.29,56.7,96.6
May,5,Q2,Chemistry,priority,65-128_GPU,341,320,15,15,9,3,0,366276.4,611688.9,167314682.0,76594.35,9810.78,126.7,88.7,316.7,506.8,71.5,42.9,68.9,47.7,159.8,2014520.0,1043887.67,55.2,88.1
May,5,Q2,Computer Science,priority,5-8_GPU,36,30,1,1,0,0,0,8310.6,26390.4,4128081.0,1680.89,1870.31,45.6,31.9,114.0,182.3,55.9,33.5,89.6,35.0,53.5,45708.0,23685.18,66.8,95.4
May,5,Q2,Computer Science,preemptible,1-GPU,181,164,16,4,2,2,2,1051.8,3802.5,781720.0,234.36,160.45,80.5,56.3,201.2,322.0,26.8,16.1,82.2,84.6,150.5,5785.0,2997.59,48.8,90.7
May,5,Q2,Earth Sciences,gpu,9-16_GPU,312,293,13,10,1,4,0,66608.7,175312.4,23728731.0,6228.1,810.2,73.8,51.7,184.5,295.3,20.3,12.2,42.3,39.0,43.9,366348.0,189834.69,58.0,88.7
May,5,Q2,Earth Sciences,large,1-GPU,206,198,13,8,6,3,0,8083.6,31120.9,3717295.0,551.0,690.83,41.1,28.8,102.8,164.4,38.8,23.3,74.8,25.7,38.2,44460.0,23038.26,58.0,98.5
May,5,Q2,Earth Sciences,large,2-GPU,448,390,40,15,10,1,0,39510.3,149804.0,18310328.0,5723.34,6721.82,131.0,91.7,327.5,524.0,35.5,21.3,94.8,61.7,105.3,217307.0,112604.47,81.7,91.9
May,5,Q2,Earth Sciences,priority,3-4_GPU,173,160,9,7,2,2,0,17187.9,34506.4,10305336.0,5054.93,3878.72,114.4,80.1,286.1,457.7,62.4,37.5,50.9,39.8,121.9,94533.0,48985.4,92.5,93.4
May,5,Q2,Earth Sciences,priority,9-16_GPU,6,5,0,0,0,0,0,1219.5,3234.7,1216023.0,337.15,55.94,111.6,78.2,279.1,446.6,10.9,6.5,61.9,44.4,164.5,6707.0,3475.65,77.8,89.6
May,5,Q2,Earth Sciences,priority,129-256_GPU,110,97,9,5,0,2,0,390910.3,1205271.9,294165283.0,180621.37,48216.19,69.8,48.9,174.6,279.4,1.9,1.2,41.1,43.1,125.7,2150007.0,1114094.42,83.7,88.6
May,5,Q2,Earth Sciences,preemptible,5-8_GPU,513,497,40,14,6,1,3,20526.1,72875.1,7819729.0,5557.37,919.76,123.1,86.1,307.7,492.3,54.3,32.6,92.1,38.1,150.9,112893.0,58499.34,85.0,89.7
May,5,Q2,Mathematics,large,17-32_GPU,229,223,11,6,2,3,0,135967.5,234669.2,77975080.0,26360.85,25623.25,27.1,19.0,67.8,108.4,62.4,37.5,64.4,57.0,76.2,747821.0,387507.49,65.3,88.4
May,5,Q2,Engineering,large,1-GPU,5,4,0,0,0,0,0,86.6,219.7,29205.0,34.74,1.43,86.3,60.4,215.7,345.1,5.6,3.4,89.0,66.2,35.1,476.0,246.88,59.3,99.4
May,5,Q2,Engineering,large,129-256_GPU,496,452,14,13,11,4,0,1670312.9,3504900.5,1005025120.0,808573.44,437916.57,75.9,53.1,189.7,303.5,34.2,20.5,90.7,29.7,113.3,9186721.0,4760391.85,52.3,92.9
May,5,Q2,Engineering,preemptible,5-8_GPU,423,366,13,8,5,7,22,7657.5,28799.4,1878558.0,1604.44,1672.08,71.2,49.9,178.1,285.0,66.0,39.6,54.3,54.6,129.5,42116.0,21823.76,93.1,92.0
May,5,Q2,Medical Research,interactive,2-GPU,467,432,19,9,6,7,0,38165.5,70473.2,27924336.0,18868.87,1531.32,107.6,75.3,269.0,430.4,11.0,6.6,78.3,28.3,67.6,209910.0,108771.8,58.9,91.1
May,5,Q2,Medical Research,large,2-GPU,356,324,30,5,2,3,0,19211.9,67578.2,18837173.0,975.35,4309.15,14.5,10.2,36.3,58.1,43.2,25.9,47.3,31.3,74.1,105665.0,54753.8,72.1,97.9
May,5,Q2,Medical Research,large,3-4_GPU,82,75,4,1,1,1,0,2601.7,9469.1,1805053.0,313.57,706.15,116.4,81.5,291.0,465.6,57.5,34.5,58.4,78.1,74.6,14310.0,7414.97,42.1,96.9
May,5,Q2,Medical Research,large,17-32_GPU,96,91,3,4,1,1,0,15665.2,25804.2,13930402.0,7463.12,3122.5,62.0,43.4,154.9,247.9,39.7,23.8,82.0,74.2,86.9,86159.0,44645.86,63.8,99.4
May,5,Q2,Medical Research,large,129-256_GPU,334,319,26,10,3,6,0,944140.9,2121953.6,682419146.0,141198.23,229406.46,74.6,52.2,186.4,298.3,10.9,6.6,73.1,32.6,25.0,5192775.0,2690801.69,91.6,91.5
May,5,Q2,Medical Research,priority,2-GPU,187,164,7,2,3,2,0,8096.9,20902.9,5484057.0,2187.78,918.38,82.9,58.0,207.1,331.4,27.8,16.7,81.1,80.3,82.0,44533.0,23076.21,62.5,90.0
Jun,6,Q2,Physics,gpu,3-4_GPU,436,371,40,7,0,1,0,3595.5,11822.9,1027265.0,1315.1,19.72,137.7,96.4,344.2,550.8,21.3,12.8,61.5,54.5,142.2,19775.0,10247.16,68.7,89.5
Jun,6,Q2,Physics,debug,2-GPU,513,488,35,17,13,4,0,24633.3,55630.3,15874217.0,10628.95,5607.56,72.3,50.6,180.7,289.1,63.6,38.2,61.0,43.3,95.6,135483.0,70204.84,46.6,96.2
Jun,6,Q2,Physics,large,5-8_GPU,382,368,32,14,9,4,0,81171.4,276281.4,82502946.0,34105.41,4323.26,72.1,50.5,180.3,288.5,10.5,6.3,59.1,35.2,44.2,446442.0,231338.37,67.6,92.3
Jun,6,Q2,Physics,priority,65-128_GPU,240,231,13,4,4,0,0,234660.9,417399.7,157203318.0,14108.5,57324.09,39.1,27.3,97.7,156.2,46.8,28.1,83.3,57.5,11.7,1290635.0,668783.47,55.4,89.7
Jun,6,Q2,Physics,preemptible,5-8_GPU,445,416,26,12,12,6,34,80389.9,139457.4,19142920.0,25056.08,15347.56,61.5,43.1,153.8,246.1,5.5,3.3,36.6,72.2,31.9,442144.0,229111.19,78.6,88.5
Jun,6,Q2,Biology,gpu,5-8_GPU,89,78,6,3,2,1,0,9165.2,34948.2,5735973.0,3323.53,521.05,107.8,75.4,269.4,431.1,28.2,16.9,86.1,29.4,110.5,50409.0,26120.8,72.4,91.7
Jun,6,Q2,Biology,debug,2-GPU,349,298,24,9,6,5,0,7702.9,30505.4,1751316.0,2044.49,2179.85,8.1,5.6,20.2,32.3,54.1,32.5,48.1,29.6,139.9,42366.0,21953.35,80.8,92.7
Jun,6,Q2,Biology,large,3-4_GPU,566,540,17,9,8,4,0,24507.4,75362.9,8410994.0,8538.63,3709.0,79.8,55.9,199.5,319.3,37.1,22.3,47.1,40.9,131.5,134791.0,69846.12,58.0,90.5
Jun,6,Q2,Biology,large,65-128_GPU,111,96,3,2,0,0,0,131200.8,211997.5,131073158.0,2594.63,32801.54,29.1,20.4,72.8,116.5,48.6,29.2,94.6,51.2,170.0,721605.0,373922.42,54.4,99.8
Jun,6,Q2,Biology,preemptible,2-GPU,102,89,3,5,1,1,5,4143.5,15296.9,2348758.0,495.36,556.22,35.5,24.8,88.7,142.0,9.6,5.8,63.4,82.2,104.5,22789.0,11809.01,93.3,94.9
Jun,6,Q2,Chemistry,gpu,5-8_GPU,211,190,9,5,0,1,0,25816.4,68290.4,9415963.0,3937.3,5569.81,89.5,62.7,223.8,358.0,49.2,29.5,94.3,80.4,148.8,141990.0,73576.73,80.5,99.3
Jun,6,Q2,Chemistry,debug,2-GPU,390,341,31,13,11,7,0,6732.9,20796.3,4643509.0,578.5,701.72,60.7,42.5,151.7,242.7,3.3,2.0,49.0,53.2,145.1,37031.0,19188.89,85.2,90.1
Jun,6,Q2,Chemistry,large,129-256_GPU,517,462,47,15,8,0,0,1763876.1,4007354.1,1108337521.0,594655.11,87243.06,31.2,21.8,78.0,124.8,9.6,5.8,94.0,79.9,178.8,9701319.0,5027046.89,59.8,97.9
Jun,6,Q2,Chemistry,priority,1-GPU,7,6,0,0,0,0,0,333.0,794.6,90050.0,149.67,49.76,135.0,94.5,337.6,540.1,65.8,39.5,73.2,43.0,118.0,1832.0,949.05,41.5,92.5
Jun,6,Q2,Chemistry,priority,65-128_GPU,428,397,41,8,11,5,0,965045.9,1810902.2,486627353.0,381701.31,276665.42,51.8,36.3,129.5,207.2,60.0,36.0,81.8,25.4,6.8,5307753.0,2750380.88,46.9,98.2
Jun,6,Q2,Computer Science,large,65-128_GPU,225,217,10,5,5,3,0,543722.1,1047560.3,344710992.0,261357.91,85526.33,115.0,80.5,287.4,459.8,65.7,39.4,49.6,65.8,94.6,2990471.0,1549607.89,51.2,89.8
Jun,6,Q2,Computer Science,preemptible,1-GPU,188,173,15,6,2,2,0,6874.2,17341.0,3299206.0,2688.81,1581.76,12.9,9.0,32.1,51.4,59.9,35.9,88.2,61.7,169.9,37808.0,19591.33,70.7,94.0
Jun,6,Q2,Computer Science,preemptible,5-8_GPU,116,99,2,4,1,0,8,13090.2,31237.0,2769466.0,1888.26,1346.33,101.1,70.7,252.6,404.2,67.0,40.2,82.0,58.7,62.5,71996.0,37307.04,49.3,90.6
Jun,6,Q2,Earth Sciences,gpu,65-128_GPU,516,444,41,20,5,9,0,69565.6,147936.0,51476857.0,4002.03,4534.56,49.0,34.3,122.6,196.1,65.7,39.4,59.1,83.0,51.3,382611.0,198261.82,63.6,94.7
Jun,6,Q2,Earth Sciences,debug,1-GPU,511,455,27,17,4,6,0,19498.5,42353.9,8550098.0,5233.24,3316.27,42.1,29.4,105.2,168.3,67.9,40.8,83.0,76.6,124.3,107242.0,55570.79,54.9,93.6
Jun,6,Q2,Earth Sciences,large,129-256_GPU,187,171,7,2,1,0,0,1119870.4,4003504.4,247638205.0,553221.03,280309.11,23.2,16.2,57.9,92.6,61.7,37.0,79.3,36.6,9.9,6159287.0,3191630.54,66.7,96.9
Jun,6,Q2,Earth Sciences,preemptible,33-64_GPU,456,394,35,9,5,2,5,692316.4,1873209.2,344665702.0,39028.01,175993.43,82.7,57.9,206.9,331.0,55.0,33.0,53.4,64.2,56.9,3807740.0,1973101.84,51.6,96.6
Jun,6,Q2,Mathematics,large,5-8_GPU,496,452,19,15,11,0,0,27675.9,75788.0,17344438.0,5692.59,742.88,91.6,64.1,228.9,366.3,22.6,13.6,91.4,40.6,103.8,152217.0,78876.18,60.5,91.3
Jun,6,Q2,Engineering,preemptible,5-8_GPU,415,373,40,12,12,2,25,16603.0,51429.1,13130585.0,7062.03,3480.23,42.7,29.9,106.8,170.8,38.4,23.1,75.9,64.6,177.4,91317.0,47318.57,52.5,88.4
Jun,6,Q2,Engineering,preemptible,33-64_GPU,26,24,2,0,0,0,0,33903.2,58007.5,20428558.0,2997.96,447.85,101.7,71.2,254.3,406.9,11.6,6.9,55.5,47.9,72.0,186468.0,96624.13,76.6,93.4
Jun,6,Q2,Engineering,preemptible,129-256_GPU,497,453,29,20,2,2,26,2237220.7,3675727.3,1208376392.0,349997.91,421313.06,118.1,82.7,295.4,472.6,15.3,9.2,40.2,72.4,96.8,12304714.0,6376078.94,51.3,92.9
Jun,6,Q2,Medical Research,priority,5-8_GPU,554,522,21,23,11,8,0,35356.2,73382.8,19876512.0,15591.63,4077.76,126.3,88.4,315.9,505.4,24.2,14.5,71.1,63.4,171.6,194459.0,100765.29,47.4,89.6
Jun,6,Q2,Medical Research,priority,9-16_GPU,122,105,7,5,1,1,0,20593.0,44178.0,10253511.0,454.76,938.72,130.4,91.3,326.1,521.8,23.3,14.0,82.8,81.1,5.8,113262.0,58690.15,87.4,96.7
Jul,7,Q3,Physics,interactive,1-GPU,351,333,14,8,5,5,0,5968.8,21212.4,4246714.0,124.32,566.51,137.1,96.0,342.7,548.4,37.9,22.7,86.9,39.4,69.4,32828.0,17011.01,61.4,89.9
Jul,7,Q3,Physics,priority,3-4_GPU,423,380,28,19,0,5,0,49325.4,171686.4,18618340.0,18348.82,11836.05,139.1,97.3,347.7,556.3,66.5,39.9,77.8,84.8,88.9,271290.0,140577.37,70.9,92.9
Jul,7,Q3,Physics,priority,9-16_GPU,192,164,6,7,5,1,0,34489.5,120990.7,11228627.0,14853.98,2356.31,131.4,92.0,328.6,525.8,19.0,11.4,49.5,30.6,164.3,189692.0,98294.97,58.0,90.1
Jul,7,Q3,Biology,debug,1-GPU,130,120,4,4,2,2,0,3973.5,11342.3,2187363.0,436.79,687.17,124.7,87.3,311.7,498.8,43.0,25.8,93.4,29.5,5.6,21855.0,11324.6,42.0,98.0
Jul,7,Q3,Biology,debug,2-GPU,69,60,6,2,0,1,0,5931.6,17980.5,3256148.0,1689.04,219.35,94.5,66.2,236.3,378.1,4.6,2.8,58.9,51.1,122.2,32624.0,16905.0,76.2,94.6
Jul,7,Q3,Biology,large,1-GPU,99,96,4,3,2,0,0,2354.0,6667.0,1688079.0,1164.18,603.29,90.6,63.4,226.6,362.5,7.7,4.6,81.8,51.4,84.0,12947.0,6708.97,66.7,96.3
Jul,7,Q3,Chemistry,gpu,5-8_GPU,84,82,5,3,0,0,0,14841.6,23310.5,3241540.0,1954.25,3626.38,30.2,21.1,75.4,120.7,34.8,20.9,72.3,41.9,152.3,81629.0,42298.64,80.4,94.0
Jul,7,Q3,Chemistry,preemptible,2-GPU,583,545,46,15,9,1,14,20105.5,69565.3,15744983.0,6137.41,909.45,124.9,87.4,312.1,499.4,6.0,3.6,94.3,81.3,44.2,110580.0,57300.72,88.1,91.2
Jul,7,Q3,Chemistry,preemptible,9-16_GPU,483,463,24,15,12,0,20,87194.4,221865.2,46079874.0,17151.66,9441.11,128.3,89.8,320.7,513.1,67.7,40.6,73.4,50.0,61.4,479569.0,248504.1,71.1,92.5
Jul,7,Q3,Computer Science,gpu,9-16_GPU,78,66,3,1,2,1,0,23714.8,91897.6,15134558.0,11618.02,1480.8,132.7,92.9,331.7,530.7,60.2,36.1,73.5,61.6,64.6,130431.0,67587.16,66.7,90.8
Jul,7,Q3,Computer Science,gpu,33-64_GPU,44,41,2,0,1,0,0,60511.1,207630.6,57439850.0,13576.3,2591.02,58.7,41.1,146.8,234.8,19.0,11.4,90.4,61.1,111.1,332811.0,172456.58,72.1,93.7
Jul,7,Q3,Computer Science,interactive,2-GPU,518,460,22,19,4,9,0,32918.8,66263.9,33249022.0,1636.73,4026.17,72.7,50.9,181.9,291.0,11.0,6.6,53.1,46.1,51.4,181054.0,93818.71,61.0,89.7
Jul,7,Q3,Computer Science,priority,2-GPU,242,226,20,10,2,1,0,20891.8,73968.8,13691890.0,3265.76,2259.6,25.4,17.8,63.6,101.7,57.4,34.4,39.1,84.5,59.1,114905.0,59541.73,82.9,99.9
Jul,7,Q3,Computer Science,priority,17-32_GPU,476,449,39,5,5,5,0,202637.3,393441.9,65518987.0,86280.46,9358.21,41.0,28.7,102.5,164.0,71.1,42.6,73.2,58.2,153.6,1114505.0,577516.18,57.1,91.4
Jul,7,Q3,Computer Science,preemptible,129-256_GPU,14,12,0,0,0,0,0,8000.8,15277.8,4130528.0,144.57,2374.64,41.6,29.1,103.9,166.2,64.1,38.4,49.3,39.7,28.4,44004.0,22802.25,48.7,94.0
Jul,7,Q3,Earth Sciences,gpu,33-64_GPU,235,207,17,6,1,2,0,277777.6,752377.7,252167179.0,6130.39,71143.49,142.1,99.5,355.3,568.5,51.4,30.9,76.1,68.5,161.2,1527777.0,791666.07,91.9,91.5
Jul,7,Q3,Earth Sciences,large,5-8_GPU,356,322,35,4,3,2,0,35245.1,112946.2,35350458.0,7384.46,6071.21,52.5,36.8,131.3,210.1,24.1,14.5,46.9,25.8,64.4,193848.0,100448.6,75.1,96.3
Jul,7,Q3,Earth Sciences,priority,129-256_GPU,340,289,22,10,7,5,0,1891750.0,6453807.8,634683292.0,812793.35,64195.03,34.0,23.8,84.9,135.9,3.5,2.1,88.0,76.0,127.0,10404625.0,5391487.49,56.5,89.1
Jul,7,Q3,Earth Sciences,preemptible,9-16_GPU,433,369,20,18,6,1,24,79857.6,153414.6,17395653.0,6846.94,14113.3,37.9,26.5,94.7,151.5,24.5,14.7,75.3,42.7,53.6,439217.0,227594.08,41.1,91.4
Jul,7,Q3,Mathematics,gpu,17-32_GPU,79,69,6,1,2,1,0,38332.6,87826.3,35268119.0,15219.82,7356.36,12.1,8.5,30.3,48.4,37.0,22.2,38.2,64.7,135.7,210829.0,109247.87,47.2,95.4
Jul,7,Q3,Mathematics,gpu,129-256_GPU,333,313,14,5,6,3,0,1193511.0,2586173.2,261548098.0,591392.82,140544.61,15.2,10.6,37.9,60.7,12.7,7.6,74.3,84.0,116.1,6564311.0,3401506.47,57.1,93.9
Jul,7,Q3,Mathematics,priority,33-64_GPU,426,366,15,6,3,1,0,63557.0,152920.0,49996960.0,21172.04,2850.42,126.0,88.2,315.1,504.2,36.7,22.0,61.7,42.8,64.0,349564.0,181137.48,71.7,98.8
Jul,7,Q3,Mathematics,preemptible,17-32_GPU,152,145,13,4,3,3,5,97401.8,152467.8,87442145.0,4757.95,16114.11,18.2,12.7,45.5,72.8,67.3,40.4,55.0,56.4,25.0,535710.0,277595.17,60.2,88.9
Jul,7,Q3,Engineering,gpu,65-128_GPU,284,253,20,7,3,1,0,872124.4,3330115.5,481843497.0,135654.97,242603.64,7.4,5.2,18.4,29.5,65.3,39.2,61.2,81.7,70.0,4796684.0,2485554.46,54.3,97.7
