Date,OST_ID,Storage_Node,Capacity_TB,Used_TB,Used_PCT,Files_Count_M,Avg_Read_MBps,Avg_Write_MBps,Peak_Read_MBps,Peak_Write_MBps,Read_IOPS,Write_IOPS,Avg_Latency_ms,P99_Latency_ms,Errors_24h
2025-06-22,OST-07,storage-002,100,108.125,86.5,7.9,3573.0,3347.0,5359.0,4685.0,43607,19346,1.08,12.57,2
2025-06-22,OST-14,storage-003,100,105.125,84.1,3.2,3829.0,2916.0,5744.0,4082.0,11340,21778,3.06,18.61,1
2025-06-24,OST-11,storage-002,100,78.3,78.3,5.2,2559.0,2215.0,3838.0,3102.0,20156,19321,1.29,12.29,1
2025-06-24,OST-14,storage-003,100,109.625,87.7,3.6,3696.0,3139.0,5544.0,4395.0,22677,14686,3.31,9.7,0
2025-06-25,OST-07,storage-002,100,110.5,88.4,2.3,2207.0,2962.0,3310.0,4147.0,31590,8050,3.03,27.25,2
2025-06-26,OST-07,storage-002,100,107.625,86.1,3.1,3023.0,3280.0,4535.0,4591.0,36996,14350,4.47,10.79,2
2025-06-26,OST-14,storage-003,100,109.375,87.5,4.1,3072.0,2860.0,4609.0,4004.0,28681,15842,2.08,28.45,1
2025-06-27,OST-07,storage-002,100,113.75,91.0,3.3,3336.0,2923.0,5004.0,4092.0,25149,16241,4.54,24.09,2
2025-06-27,OST-14,storage-003,100,117.25,93.8,4.3,2768.0,3443.0,4151.0,4820.0,33075,20676,4.23,35.82,0
2025-06-28,OST-07,storage-002,100,115.125,92.1,3.9,3772.0,3030.0,5657.0,4242.0,19495,20169,1.66,36.24,2
2025-06-28,OST-14,storage-003,100,113.0,90.4,7.5,4422.0,2207.0,6633.0,3090.0,28884,7554,1.13,17.63,0
2025-06-29,OST-07,storage-002,100,106.75,85.4,3.5,3599.0,1796.0,5398.0,2514.0,6600,17474,1.33,44.9,1
2025-06-29,OST-14,storage-003,100,112.625,90.1,5.5,4597.0,2169.0,6896.0,3037.0,38341,9019,4.19,17.52,2
2025-06-29,OST-22,storage-004,100,72.7,72.7,6.6,2873.0,2986.0,4310.0,4180.0,31367,27256,4.0,11.58,0
2025-06-30,OST-07,storage-002,100,111.0,88.8,4.7,3328.0,3458.0,4992.0,4841.0,32885,22873,4.62,13.08,0
2025-06-30,OST-14,storage-003,100,114.0,91.2,5.9,3237.0,2507.0,4856.0,3510.0,5728,7329,1.01,37.37,0
2025-07-01,OST-07,storage-002,100,112.875,90.3,6.8,3880.0,2996.0,5820.0,4194.0,44412,28022,1.41,20.23,1
2025-07-02,OST-07,storage-002,100,111.0,88.8,7.8,3804.0,2174.0,5706.0,3044.0,32106,3324,4.61,46.56,1
2025-07-02,OST-14,storage-003,100,117.75,94.2,7.1,3384.0,2088.0,5076.0,2923.0,22834,22933,3.92,13.82,2
2025-07-03,OST-07,storage-002,100,107.25,85.8,6.8,3832.0,2030.0,5747.0,2842.0,30348,29059,3.08,27.14,0
2025-07-03,OST-14,storage-003,100,116.25,93.0,5.0,3742.0,2709.0,5614.0,3792.0,14191,4529,4.05,20.26,1
2025-07-04,OST-07,storage-002,100,106.875,85.5,5.8,2781.0,2935.0,4171.0,4109.0,29252,14582,3.16,23.46,1
2025-07-04,OST-14,storage-003,100,116.0,92.8,7.4,2720.0,2814.0,4081.0,3939.0,25688,14594,3.81,14.56,1
2025-07-05,OST-09,storage-002,100,81.4,81.4,5.6,3322.0,1882.0,4983.0,2635.0,18480,25397,1.07,20.5,1
2025-07-05,OST-14,storage-003,100,113.875,91.1,6.7,4123.0,2537.0,6184.0,3551.0,32580,23985,2.52,40.82,2
2025-07-06,OST-14,storage-003,100,108.875,87.1,3.0,3928.0,1963.0,5891.0,2748.0,10394,26457,1.29,46.09,2
2025-07-07,OST-14,storage-003,100,112.625,90.1,7.0,3263.0,3382.0,4894.0,4734.0,33103,7927,3.82,8.81,1
2025-07-08,OST-07,storage-002,100,108.875,87.1,2.1,5049.0,2557.0,7574.0,3579.0,27384,22431,0.52,24.0,1
2025-07-10,OST-07,storage-002,100,113.5,90.8,3.1,3895.0,3406.0,5843.0,4768.0,37684,5660,1.82,27.55,2
2025-07-10,OST-14,storage-003,100,118.25,94.6,6.9,2989.0,2216.0,4483.0,3102.0,35988,26043,0.54,37.66,1
2025-07-10,OST-17,storage-003,100,78.1,78.1,3.7,2438.0,2081.0,3657.0,2914.0,32608,9539,0.75,48.02,0
2025-07-11,OST-07,storage-002,100,106.5,85.2,2.6,3326.0,3288.0,4989.0,4604.0,35088,21987,0.6,30.66,1
2025-07-12,OST-07,storage-002,100,116.625,93.3,8.0,3524.0,2772.0,5285.0,3881.0,43318,26391,2.87,19.49,0
2025-07-12,OST-14,storage-003,100,112.125,89.7,5.8,3222.0,1761.0,4834.0,2465.0,14297,17595,2.77,19.07,1
2025-07-13,OST-07,storage-002,100,118.25,94.6,6.4,4458.0,1825.0,6687.0,2554.0,18644,21467,3.53,28.24,2
2025-07-13,OST-14,storage-003,100,116.5,93.2,6.4,3521.0,3028.0,5282.0,4239.0,24703,7468,2.87,36.62,0
2025-07-14,OST-07,storage-002,100,106.0,84.8,6.9,3265.0,2885.0,4898.0,4038.0,42319,7426,1.38,47.62,1
2025-07-14,OST-14,storage-003,100,109.125,87.3,2.2,2717.0,3792.0,4075.0,5309.0,42711,6424,4.49,29.1,2
2025-07-15,OST-07,storage-002,100,113.375,90.7,7.2,3952.0,1966.0,5928.0,2752.0,19589,20357,3.06,26.59,2
2025-07-16,OST-02,storage-001,100,71.4,71.4,5.7,3969.0,1364.0,5953.0,1910.0,13978,5345,4.49,9.07,1
2025-07-16,OST-07,storage-002,100,110.75,88.6,7.0,3545.0,2774.0,5317.0,3883.0,48071,21627,3.1,29.8,0
2025-07-18,OST-07,storage-002,100,107.0,85.6,4.1,3072.0,2570.0,4608.0,3598.0,14355,17358,2.65,48.98,2
2025-07-18,OST-14,storage-003,100,112.0,89.6,7.6,4281.0,3392.0,6421.0,4749.0,20973,5184,1.79,16.7,1
2025-07-19,OST-07,storage-002,100,116.5,93.2,3.5,4335.0,3563.0,6502.0,4988.0,9524,8521,4.32,16.45,0
2025-07-20,OST-07,storage-002,100,112.0,89.6,4.6,3926.0,1432.0,5889.0,2005.0,16901,18095,2.15,12.66,2
2025-07-20,OST-14,storage-003,100,111.75,89.4,2.6,3326.0,2925.0,4989.0,4094.0,29654,5529,1.92,23.53,0
2025-07-21,OST-07,storage-002,100,113.875,91.1,5.3,3815.0,2448.0,5723.0,3428.0,8943,6551,1.1,32.66,0
2025-07-21,OST-11,storage-002,100,77.0,77.0,7.2,2801.0,1773.0,4201.0,2482.0,22365,20919,2.79,27.69,0
2025-07-21,OST-14,storage-003,100,105.0,84.0,3.8,3878.0,2699.0,5818.0,3779.0,33055,18245,2.67,30.54,0
2025-07-23,OST-07,storage-002,100,111.375,89.1,7.1,4379.0,2771.0,6569.0,3880.0,39106,7589,1.12,12.49,2
2025-07-23,OST-14,storage-003,100,107.625,86.1,6.3,4420.0,2860.0,6630.0,4004.0,13280,24560,0.63,45.89,1
2025-07-24,OST-07,storage-002,100,115.5,92.4,3.5,2453.0,2539.0,3679.0,3554.0,13614,21335,3.86,47.73,2
2025-07-24,OST-14,storage-003,100,111.625,89.3,6.7,3959.0,2382.0,5939.0,3335.0,14116,26174,1.82,47.38,1
2025-07-25,OST-07,storage-002,100,114.875,91.9,3.7,3118.0,2155.0,4677.0,3017.0,39696,8559,2.04,42.64,2
2025-07-25,OST-14,storage-003,100,104.875,83.9,7.1,2389.0,2919.0,3584.0,4087.0,23644,8991,4.7,39.65,1
2025-07-26,OST-07,storage-002,100,105.25,84.2,4.6,3894.0,2352.0,5842.0,3292.0,8721,18046,4.61,28.89,0
2025-07-26,OST-14,storage-003,100,115.375,92.3,5.6,3438.0,2115.0,5157.0,2960.0,49104,20946,2.4,32.35,0
2025-07-26,OST-22,storage-004,100,71.2,71.2,3.0,3216.0,1967.0,4825.0,2754.0,32489,29339,3.67,9.49,1
2025-07-27,OST-14,storage-003,100,108.125,86.5,7.9,3286.0,3049.0,4929.0,4269.0,20814,9988,3.75,20.99,2
2025-07-28,OST-07,storage-002,100,108.5,86.8,6.6,3544.0,3111.0,5316.0,4355.0,15253,10437,4.4,39.67,2
2025-07-28,OST-14,storage-003,100,106.75,85.4,2.8,3340.0,2498.0,5009.0,3497.0,46254,25071,4.45,44.18,2
2025-07-29,OST-14,storage-003,100,117.75,94.2,4.9,3562.0,2895.0,5343.0,4052.0,26607,19797,4.33,31.55,0
2025-07-30,OST-07,storage-002,100,106.125,84.9,4.3,3899.0,3223.0,5849.0,4512.0,26859,7151,4.95,47.31,0
2025-08-01,OST-04,storage-001,100,81.5,81.5,3.9,2873.0,2230.0,4309.0,3122.0,37845,8883,2.49,26.93,0
2025-08-01,OST-07,storage-002,100,105.5,84.4,6.5,2994.0,1597.0,4492.0,2236.0,45881,11208,4.98,18.44,0
2025-08-01,OST-14,storage-003,100,106.625,85.3,3.9,3820.0,2786.0,5729.0,3901.0,48586,4171,0.94,5.65,2
2025-08-02,OST-07,storage-002,100,114.375,91.5,6.6,3494.0,2047.0,5241.0,2865.0,38235,25429,3.79,6.28,0
2025-08-03,OST-07,storage-002,100,111.5,89.2,2.1,4501.0,2372.0,6752.0,3321.0,6346,16285,4.89,33.49,1
2025-08-03,OST-14,storage-003,100,111.875,89.5,6.6,3746.0,2645.0,5619.0,3702.0,38926,25155,3.86,25.03,0
2025-08-06,OST-07,storage-002,100,111.5,89.2,7.0,2612.0,3555.0,3918.0,4977.0,26549,18947,2.21,38.42,2
2025-08-06,OST-12,storage-003,100,70.4,70.4,3.6,3179.0,2342.0,4769.0,3279.0,22339,21513,1.13,36.56,0
2025-08-07,OST-07,storage-002,100,111.75,89.4,5.9,4916.0,2766.0,7374.0,3872.0,23097,23892,3.79,46.6,2
2025-08-07,OST-14,storage-003,100,109.625,87.7,4.6,2918.0,2732.0,4378.0,3824.0,41020,7956,4.31,11.57,2
2025-08-08,OST-07,storage-002,100,111.375,89.1,7.8,3684.0,2262.0,5526.0,3167.0,39418,29373,4.72,40.85,2
2025-08-09,OST-14,storage-003,100,106.375,85.1,3.9,2984.0,2813.0,4475.0,3938.0,16681,9599,4.44,36.93,0
2025-08-11,OST-07,storage-002,100,114.25,91.4,4.8,3579.0,2979.0,5368.0,4171.0,6903,29533,4.7,41.07,2
2025-08-11,OST-18,storage-004,100,80.5,80.5,5.9,2410.0,1653.0,3615.0,2315.0,34141,21926,3.75,38.96,0
2025-08-12,OST-07,storage-002,100,108.75,87.0,4.9,2807.0,2742.0,4211.0,3838.0,14916,6548,4.71,48.32,0
2025-08-12,OST-14,storage-003,100,117.625,94.1,5.0,2832.0,3177.0,4248.0,4448.0,17301,13627,2.81,8.68,2
2025-08-13,OST-07,storage-002,100,115.5,92.4,5.4,4068.0,3053.0,6101.0,4274.0,20120,21168,1.62,43.68,2
2025-08-14,OST-14,storage-003,100,110.0,88.0,2.7,4901.0,3282.0,7352.0,4595.0,46457,5987,2.48,19.49,0
2025-08-15,OST-07,storage-002,100,107.375,85.9,7.6,4452.0,2867.0,6677.0,4013.0,29256,27295,4.73,19.1,1
2025-08-15,OST-14,storage-003,100,107.5,86.0,4.7,4066.0,3384.0,6098.0,4737.0,5677,17539,2.8,43.19,1
2025-08-16,OST-07,storage-002,100,104.75,83.8,3.5,4184.0,3111.0,6276.0,4355.0,32707,5595,1.81,40.5,0
2025-08-17,OST-03,storage-001,100,76.5,76.5,3.5,3144.0,2818.0,4716.0,3945.0,15489,12116,1.88,48.02,2
2025-08-17,OST-07,storage-002,100,106.375,85.1,5.0,4295.0,2486.0,6443.0,3480.0,22239,22581,1.65,15.59,0
2025-08-17,OST-14,storage-003,100,118.625,94.9,2.9,3437.0,2426.0,5156.0,3396.0,15778,17136,4.21,40.28,0
2025-08-18,OST-07,storage-002,100,108.0,86.4,2.3,3825.0,2013.0,5737.0,2818.0,25074,23517,3.32,9.97,2
2025-08-18,OST-14,storage-003,100,107.625,86.1,7.5,3870.0,2241.0,5805.0,3137.0,36998,17150,1.48,40.78,1
2025-08-19,OST-07,storage-002,100,106.0,84.8,7.2,3309.0,2995.0,4964.0,4193.0,16245,25970,2.5,30.77,0
2025-08-19,OST-14,storage-003,100,105.875,84.7,5.1,4633.0,2108.0,6949.0,2951.0,17195,8353,2.88,30.01,0
2025-08-21,OST-07,storage-002,100,114.625,91.7,5.4,2878.0,2647.0,4318.0,3706.0,40029,26902,4.67,15.95,1
2025-08-21,OST-14,storage-003,100,105.25,84.2,2.8,2873.0,2126.0,4310.0,2977.0,11375,19367,0.79,23.19,2
2025-08-22,OST-13,storage-003,100,68.2,68.2,7.8,3477.0,2360.0,5215.0,3304.0,34274,24928,2.43,22.64,0
2025-08-22,OST-14,storage-003,100,117.625,94.1,4.7,3563.0,3119.0,5345.0,4366.0,28079,10727,2.15,28.83,0
2025-08-23,OST-07,storage-002,100,107.875,86.3,4.4,3955.0,2059.0,5933.0,2883.0,49117,23539,4.32,19.69,2
2025-08-23,OST-14,storage-003,100,118.75,95.0,4.9,3517.0,3375.0,5276.0,4725.0,31167,25506,4.75,22.26,0
2025-08-24,OST-05,storage-001,100,83.7,83.7,4.6,3003.0,2710.0,4505.0,3794.0,27981,25350,2.87,41.09,0
2025-08-24,OST-07,storage-002,100,117.375,93.9,2.9,2778.0,1965.0,4167.0,2751.0,29709,24030,3.79,42.29,2
2025-08-25,OST-22,storage-004,100,83.8,83.8,5.5,4167.0,2359.0,6250.0,3303.0,11078,23728,2.14,12.54,0
2025-08-26,OST-07,storage-002,100,108.125,86.5,4.6,3514.0,2822.0,5271.0,3950.0,46351,3610,1.7,41.14,2
2025-08-26,OST-14,storage-003,100,106.5,85.2,3.5,3574.0,2790.0,5361.0,3906.0,19037,3497,2.29,19.21,1
2025-08-26,OST-23,storage-004,100,83.7,83.7,6.5,2813.0,2334.0,4220.0,3267.0,45853,8018,1.45,14.81,0
2025-08-27,OST-07,storage-002,100,119.375,95.5,3.3,3776.0,2967.0,5663.0,4153.0,28974,17499,2.42,6.75,0
2025-08-27,OST-14,storage-003,100,115.75,92.6,4.5,2998.0,1894.0,4496.0,2652.0,6668,27818,2.6,8.94,2
2025-08-28,OST-01,storage-001,100,81.3,81.3,3.3,2899.0,2008.0,4348.0,2811.0,10631,18622,1.56,39.82,0
2025-08-28,OST-07,storage-002,100,116.125,92.9,2.1,2844.0,3444.0,4265.0,4822.0,38272,14634,4.31,23.56,2
2025-08-28,OST-14,storage-003,100,112.75,90.2,4.5,2963.0,1597.0,4444.0,2236.0,30717,8651,4.9,8.9,0
2025-08-28,OST-15,storage-003,100,83.7,83.7,2.1,3374.0,2624.0,5061.0,3674.0,34362,16012,0.66,11.24,1
2025-08-29,OST-07,storage-002,100,109.0,87.2,3.4,3862.0,2214.0,5793.0,3100.0,13261,20796,2.31,38.44,1
2025-08-29,OST-10,storage-002,100,83.8,83.8,5.2,2623.0,2264.0,3934.0,3170.0,13153,5507,2.01,16.47,1
2025-08-29,OST-14,storage-003,100,112.625,90.1,4.2,3422.0,1439.0,5133.0,2014.0,5315,18256,1.41,9.8,2
2025-08-30,OST-14,storage-003,100,116.625,93.3,4.5,5114.0,2874.0,7671.0,4023.0,19435,12260,2.68,30.17,2
2025-08-31,OST-07,storage-002,100,105.25,84.2,4.2,3190.0,2589.0,4785.0,3625.0,49759,4139,4.74,11.55,0
2025-08-31,OST-14,storage-003,100,110.5,88.4,2.6,3504.0,2987.0,5257.0,4181.0,40182,11828,3.67,14.41,2
2025-09-01,OST-14,storage-003,100,105.875,84.7,4.3,2175.0,2042.0,3262.0,2859.0,26149,17366,1.02,15.09,1
2025-09-02,OST-06,storage-002,100,83.9,83.9,5.9,3065.0,1831.0,4597.0,2564.0,45721,18954,3.57,31.48,1
2025-09-02,OST-14,storage-003,100,105.625,84.5,6.2,3802.0,2675.0,5703.0,3746.0,49211,12372,0.75,18.01,1
2025-09-02,OST-15,storage-003,100,77.6,77.6,6.8,2412.0,2474.0,3618.0,3463.0,48592,8027,2.27,46.15,2
2025-09-02,OST-17,storage-003,100,83.8,83.8,5.8,3897.0,2072.0,5845.0,2900.0,41071,25415,2.77,30.06,2
2025-09-03,OST-05,storage-001,100,83.7,83.7,7.6,3526.0,2154.0,5290.0,3015.0,41609,25834,1.38,41.3,2
2025-09-03,OST-07,storage-002,100,114.625,91.7,5.7,2364.0,3102.0,3547.0,4343.0,23861,6316,1.24,5.78,1
2025-09-03,OST-14,storage-003,100,106.75,85.4,8.0,3951.0,2850.0,5926.0,3990.0,8016,8417,4.77,5.62,1
2025-09-03,OST-18,storage-004,100,83.7,83.7,3.0,2948.0,2189.0,4421.0,3065.0,43693,9263,1.53,5.13,2
2025-09-04,OST-06,storage-002,100,84.0,84.0,5.2,2627.0,1904.0,3940.0,2665.0,18748,4696,4.04,37.84,0
2025-09-04,OST-07,storage-002,100,113.875,91.1,4.4,4288.0,2257.0,6432.0,3160.0,25188,24140,2.66,17.04,1
2025-09-04,OST-13,storage-003,100,83.9,83.9,2.0,2587.0,1813.0,3881.0,2538.0,21571,25210,4.94,20.41,2
2025-09-04,OST-14,storage-003,100,119.75,95.8,3.6,4591.0,3962.0,6887.0,5547.0,40461,24151,1.21,27.49,2
2025-09-05,OST-06,storage-002,100,83.9,83.9,6.6,3603.0,1956.0,5404.0,2738.0,35044,26943,0.88,25.88,1
2025-09-05,OST-07,storage-002,100,113.5,90.8,2.6,3512.0,2044.0,5268.0,2862.0,19495,22381,2.66,49.91,0
2025-09-06,OST-00,storage-001,100,83.9,83.9,6.0,3141.0,2139.0,4711.0,2995.0,9475,15929,4.51,46.66,1
2025-09-06,OST-07,storage-002,100,109.0,87.2,2.5,3594.0,2591.0,5390.0,3627.0,16536,19708,3.09,17.67,1
2025-09-06,OST-14,storage-003,100,118.875,95.1,2.3,4049.0,2590.0,6074.0,3626.0,35639,19900,2.31,28.74,1
2025-09-06,OST-17,storage-003,100,84.1,84.1,6.3,2824.0,2514.0,4237.0,3520.0,17777,14150,4.26,39.71,2
2025-09-07,OST-14,storage-003,100,107.0,85.6,4.3,3196.0,2737.0,4794.0,3832.0,44239,4412,0.8,9.87,0
2025-09-08,OST-02,storage-001,100,83.9,83.9,6.5,3810.0,2407.0,5715.0,3370.0,20003,17834,4.59,49.43,0
2025-09-08,OST-07,storage-002,100,110.75,88.6,4.8,3642.0,2800.0,5462.0,3920.0,46634,14246,2.01,22.97,0
2025-09-08,OST-10,storage-002,100,84.0,84.0,5.3,3691.0,2097.0,5536.0,2935.0,17631,29982,1.84,32.59,2
2025-09-08,OST-11,storage-002,100,70.3,70.3,6.0,2386.0,1691.0,3579.0,2367.0,26448,27701,2.58,13.63,2
2025-09-08,OST-14,storage-003,100,108.75,87.0,4.6,2919.0,2658.0,4378.0,3721.0,48582,20863,2.05,35.98,0
2025-09-09,OST-06,storage-002,100,83.9,83.9,5.2,3095.0,2261.0,4643.0,3165.0,43349,15777,3.21,44.84,0
2025-09-09,OST-07,storage-002,100,117.125,93.7,4.1,3321.0,2759.0,4982.0,3863.0,20093,13064,0.56,37.51,2
2025-09-09,OST-14,storage-003,100,117.75,94.2,7.7,3266.0,2029.0,4898.0,2840.0,29497,5077,1.48,30.04,1
2025-09-09,OST-17,storage-003,100,83.7,83.7,7.6,3697.0,2209.0,5545.0,3092.0,13481,11321,1.45,26.99,1
2025-09-10,OST-14,storage-003,100,109.625,87.7,4.4,2625.0,2738.0,3937.0,3833.0,27333,10739,0.69,8.53,0
2025-09-11,OST-07,storage-002,100,111.875,89.5,3.0,4115.0,2746.0,6172.0,3845.0,15552,5439,3.65,5.08,1
2025-09-11,OST-14,storage-003,100,105.5,84.4,3.2,4102.0,2402.0,6153.0,3362.0,25447,7850,4.65,5.62,1
2025-09-11,OST-18,storage-004,100,83.7,83.7,5.6,2291.0,2377.0,3436.0,3328.0,35053,28633,1.72,17.3,1
2025-09-12,OST-02,storage-001,100,84.2,84.2,7.6,2440.0,2258.0,3659.0,3161.0,7286,15369,2.46,41.33,0
2025-09-12,OST-07,storage-002,100,115.875,92.7,4.0,3861.0,3151.0,5792.0,4412.0,46549,4140,1.05,40.91,2
2025-09-12,OST-14,storage-003,100,118.25,94.6,3.1,3853.0,3152.0,5780.0,4413.0,15489,19848,3.01,48.24,2
2025-09-13,OST-03,storage-001,100,83.9,83.9,5.2,3329.0,1929.0,4994.0,2701.0,45037,5301,0.93,44.04,2
2025-09-13,OST-04,storage-001,100,83.8,83.8,4.5,2384.0,2439.0,3576.0,3415.0,36663,21963,1.67,11.04,2
2025-09-13,OST-14,storage-003,100,115.0,92.0,2.2,3904.0,2607.0,5856.0,3650.0,36215,19901,3.2,6.9,2
2025-09-13,OST-16,storage-003,100,84.1,84.1,7.6,3218.0,1503.0,4827.0,2104.0,40262,28259,4.31,37.15,1
2025-09-14,OST-05,storage-001,100,78.1,78.1,7.9,3083.0,1761.0,4625.0,2465.0,19967,15167,2.06,43.23,1
2025-09-14,OST-07,storage-002,100,117.5,94.0,5.4,3752.0,2186.0,5628.0,3060.0,13553,8848,1.99,11.03,2
2025-09-14,OST-12,storage-003,100,83.7,83.7,5.7,2647.0,2269.0,3971.0,3177.0,36764,17163,3.81,40.89,1
2025-09-14,OST-14,storage-003,100,105.125,84.1,6.8,2865.0,3305.0,4297.0,4627.0,34744,22454,3.83,7.94,0
2025-09-15,OST-07,storage-002,100,114.625,91.7,2.2,2852.0,3398.0,4279.0,4757.0,15799,12760,4.14,27.14,1
2025-09-15,OST-14,storage-003,100,107.375,85.9,6.0,3875.0,3909.0,5813.0,5473.0,47082,17042,4.67,29.63,0
2025-09-16,OST-07,storage-002,100,105.25,84.2,2.6,4271.0,3042.0,6407.0,4259.0,24175,10295,3.64,45.29,2
2025-09-16,OST-14,storage-003,100,115.5,92.4,5.0,3326.0,2504.0,4990.0,3505.0,37046,23324,1.71,18.17,1
2025-09-16,OST-15,storage-003,100,84.3,84.3,2.9,2149.0,2499.0,3224.0,3499.0,45931,10404,1.55,30.36,0
2025-09-17,OST-07,storage-002,100,109.875,87.9,6.9,4442.0,2698.0,6663.0,3778.0,48984,24901,3.87,33.47,2
2025-09-17,OST-14,storage-003,100,111.875,89.5,3.8,3784.0,2291.0,5675.0,3207.0,25460,28882,0.86,40.12,1
2025-09-18,OST-07,storage-002,100,115.875,92.7,4.4,4039.0,2242.0,6059.0,3139.0,34928,18570,1.56,22.86,1
2025-09-18,OST-23,storage-004,100,83.8,83.8,6.6,2835.0,2274.0,4253.0,3183.0,34222,21257,1.9,29.22,2
2025-09-19,OST-05,storage-001,100,84.3,84.3,2.5,2532.0,2262.0,3799.0,3167.0,6175,7170,4.31,38.11,1
2025-09-19,OST-07,storage-002,100,118.375,94.7,7.6,3998.0,2487.0,5997.0,3482.0,29417,28277,4.06,33.53,2
2025-09-19,OST-14,storage-003,100,110.625,88.5,4.6,3512.0,3084.0,5269.0,4317.0,12745,9361,1.9,27.84,1
2025-09-19,OST-18,storage-004,100,83.8,83.8,6.2,2405.0,2281.0,3607.0,3194.0,28208,3342,2.49,20.34,1
2025-09-19,OST-23,storage-004,100,77.1,77.1,6.0,3038.0,2170.0,4558.0,3038.0,28936,8651,0.61,41.8,2
2025-09-20,OST-01,storage-001,100,84.4,84.4,5.6,3675.0,1888.0,5513.0,2643.0,26405,26748,3.16,25.51,2
2025-09-20,OST-07,storage-002,100,117.375,93.9,6.0,3672.0,2967.0,5508.0,4154.0,39176,7646,0.62,6.37,2
2025-09-20,OST-13,storage-003,100,84.2,84.2,2.1,2782.0,2058.0,4172.0,2882.0,40204,15959,4.14,9.88,1
2025-09-20,OST-14,storage-003,100,120.625,96.5,2.9,3612.0,2716.0,5418.0,3803.0,27807,7798,4.82,15.07,1
2025-09-20,OST-15,storage-003,100,84.5,84.5,3.6,3487.0,2467.0,5230.0,3454.0,32271,28466,1.91,29.09,0
2025-09-20,OST-21,storage-004,100,84.0,84.0,2.1,2489.0,2063.0,3734.0,2888.0,30583,9265,4.46,20.42,0
2025-09-21,OST-06,storage-002,100,83.8,83.8,3.6,3130.0,2124.0,4695.0,2973.0,28337,16223,4.76,6.7,0
2025-09-21,OST-07,storage-002,100,105.375,84.3,6.7,3654.0,2472.0,5480.0,3460.0,9474,24030,4.75,41.03,0
2025-09-21,OST-14,storage-003,100,112.5,90.0,7.4,2730.0,2832.0,4095.0,3965.0,6227,4319,0.82,26.12,2
2025-09-22,OST-07,storage-002,100,118.25,94.6,4.6,3022.0,2790.0,4533.0,3905.0,30033,15681,2.6,16.82,0
2025-09-22,OST-12,storage-003,100,83.9,83.9,6.1,3130.0,2608.0,4695.0,3651.0,34738,27604,1.82,12.03,2
2025-09-22,OST-14,storage-003,100,114.875,91.9,7.9,2636.0,2029.0,3953.0,2841.0,49485,3264,0.73,21.71,1
2025-09-22,OST-19,storage-004,100,83.8,83.8,3.0,3735.0,2314.0,5603.0,3240.0,24339,13060,3.24,29.81,1
2025-09-23,OST-05,storage-001,100,84.2,84.2,3.2,3215.0,2718.0,4823.0,3805.0,16614,14293,2.6,42.48,0
2025-09-23,OST-07,storage-002,100,119.25,95.4,6.0,3852.0,2741.0,5778.0,3837.0,22174,28945,4.5,7.75,1
2025-09-23,OST-09,storage-002,100,84.2,84.2,7.1,2822.0,1599.0,4233.0,2239.0,34801,6179,1.22,33.38,0
2025-09-23,OST-14,storage-003,100,104.625,83.7,4.2,3473.0,3160.0,5210.0,4424.0,35841,27422,3.86,11.38,2
2025-09-23,OST-19,storage-004,100,84.3,84.3,6.7,2990.0,1600.0,4486.0,2241.0,43604,24562,2.76,32.91,2
2025-09-24,OST-00,storage-001,100,84.1,84.1,7.7,3613.0,1927.0,5419.0,2698.0,42827,29920,4.47,11.3,2
2025-09-24,OST-05,storage-001,100,83.7,83.7,6.2,3013.0,2149.0,4519.0,3009.0,15262,14165,4.35,46.62,0
2025-09-24,OST-07,storage-002,100,116.5,93.2,7.6,4346.0,2440.0,6519.0,3416.0,22835,11314,1.21,15.16,0
2025-09-24,OST-14,storage-003,100,119.125,95.3,3.1,4824.0,2927.0,7235.0,4097.0,31090,28352,4.62,23.91,1
2025-09-24,OST-17,storage-003,100,84.5,84.5,7.6,2459.0,1881.0,3689.0,2634.0,28894,20672,4.5,28.55,1
2025-09-24,OST-20,storage-004,100,105.375,84.3,5.0,3024.0,1895.0,4536.0,2653.0,6782,6895,4.99,20.88,2
2025-09-24,OST-21,storage-004,100,84.6,84.6,2.0,2397.0,2421.0,3595.0,3389.0,6142,29622,0.62,12.14,2
2025-09-25,OST-07,storage-002,100,104.625,83.7,7.3,3174.0,1409.0,4761.0,1973.0,9080,26583,3.48,40.76,0
2025-09-25,OST-12,storage-003,100,84.6,84.6,3.2,3130.0,2191.0,4695.0,3068.0,7507,17351,2.75,48.28,1
2025-09-25,OST-14,storage-003,100,113.875,91.1,5.2,3392.0,2197.0,5089.0,3075.0,29137,27257,2.97,22.31,0
2025-09-25,OST-16,storage-003,100,83.7,83.7,4.9,3129.0,2465.0,4693.0,3451.0,46270,11622,1.49,20.1,1
2025-09-26,OST-05,storage-001,100,81.9,81.9,4.5,3095.0,2411.0,4643.0,3376.0,45560,17919,2.45,22.4,0
2025-09-26,OST-07,storage-002,100,117.375,93.9,3.8,3193.0,2990.0,4789.0,4186.0,48271,15307,4.93,48.46,0
2025-09-26,OST-14,storage-003,100,117.375,93.9,6.4,3545.0,2976.0,5317.0,4166.0,13446,6378,4.14,8.01,0
2025-09-27,OST-05,storage-001,100,84.7,84.7,3.9,3048.0,2582.0,4572.0,3614.0,30512,9959,2.02,35.84,0
